code,name,foreign_90d,inst_90d,foreign_5d,inst_5d
005380,현대자동차,-5063763973500.0,242848637500.0,9320285000.0,348858907000.0
000270,기아,176686945850.0,307406497650.0,170074416100.0,102858877350.0
012330,현대모비스,-677712286750.0,600171076250.0,-9432628000.0,16952076250.0
