code,name,foreign_90d,inst_90d,foreign_5d,inst_5d
207940,삼성바이오로직스,-124761748000.0,-224500648500.0,26261409500.0,-22882471500.0
068270,셀트리온,855379291100.0,331145217550.0,120108071000.0,98143522250.0
028300,HLB,-101184478450.0,473046780650.0,-13570011950.0,64135593200.0
326030,SK바이오팜,110399109250.0,-162413527150.0,-5270783300.0,-13549369400.0
128940,한미약품,123109328750.0,77471513250.0,9060587500.0,25377632000.0
