date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source,foreign_ratio,personal_net_buy,inst_net_value,foreign_net_value
2025-08-14,88400.0,631705.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2025-08-18,83700.0,495019.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2025-08-19,84800.0,1199580.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2025-08-20,82500.0,453823.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2025-08-21,91400.0,2403288.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2025-08-22,90200.0,747982.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2025-08-25,90600.0,523117.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2025-08-26,90300.0,753459.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2025-08-27,90500.0,496172.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2025-08-28,86800.0,344291.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2025-08-29,85900.0,356915.0,0.0,0.0,-0.0,0.0,-0.058885,0.0,ohlcv_proxy,,,,
2025-09-01,80800.0,728614.0,0.0,0.0,-0.0,0.0,-0.095345,0.0,ohlcv_proxy,,,,
2025-09-02,81600.0,393202.0,0.0,0.0,-0.0,0.0,-0.128454,0.0,ohlcv_proxy,,,,
2025-09-03,82100.0,288337.0,0.0,0.0,-0.0,0.0,-0.128727,0.0,ohlcv_proxy,,,,
2025-09-04,82000.0,165655.0,0.0,0.0,-0.0,0.0,-0.111194,0.0,ohlcv_proxy,,,,
2025-09-05,80400.0,201047.0,0.0,0.0,-0.0,0.0,-0.090145,0.0,ohlcv_proxy,,,,
2025-09-08,78200.0,262863.0,0.0,0.0,-0.0,0.0,-0.082321,0.0,ohlcv_proxy,,,,
2025-09-09,80500.0,845825.0,0.0,0.0,-0.0,0.0,-0.077275,0.0,ohlcv_proxy,,,,
2025-09-10,81100.0,365465.0,0.0,0.0,-0.0,0.0,-0.071393,0.0,ohlcv_proxy,,,,
2025-09-11,87400.0,1881765.0,0.0,0.0,0.0,0.1,-0.028919,0.0,ohlcv_proxy,,,,
2025-09-12,85000.0,500511.0,0.0,0.0,0.0,0.1,-0.023646,0.0,ohlcv_proxy,,,,
2025-09-15,81700.0,271392.0,0.0,0.0,-0.0,0.1,-0.021009,0.0,ohlcv_proxy,,,,
2025-09-16,81500.0,167879.0,0.0,0.0,-0.0,0.1,-0.011378,0.0,ohlcv_proxy,,,,
2025-09-17,81400.0,166087.0,0.0,0.0,-0.0,0.1,-0.008719,0.0,ohlcv_proxy,,,,
2025-09-18,80400.0,172166.0,0.0,0.0,-0.0,0.1,-0.029353,0.0,ohlcv_proxy,,,,
2025-09-19,80900.0,93885.0,0.0,0.0,-0.0,0.1,-0.041696,0.0,ohlcv_proxy,,,,
2025-09-22,81200.0,868365.0,0.0,0.0,-0.0,0.2,-0.035567,0.0,ohlcv_proxy,,,,
2025-09-23,82700.0,812339.0,0.0,0.0,-0.0,0.3,-0.02159,0.0,ohlcv_proxy,,,,
2025-09-24,80600.0,371911.0,0.0,0.0,-0.0,0.3,-0.01768,0.0,ohlcv_proxy,,,,
2025-09-25,80200.0,339963.0,0.0,0.0,-0.0,0.2,-0.016057,0.0,ohlcv_proxy,,,,
2025-09-26,78700.0,272747.0,0.0,0.0,-0.0,0.2,-0.016339,0.0,ohlcv_proxy,,,,
2025-09-29,78600.0,163481.0,0.0,0.0,-0.0,0.2,-0.019869,0.0,ohlcv_proxy,,,,
2025-09-30,80900.0,492660.0,0.0,0.0,-0.0,0.2,-0.029891,0.0,ohlcv_proxy,,,,
2025-10-01,80800.0,432024.0,0.0,0.0,-0.0,0.2,-0.028223,0.0,ohlcv_proxy,,,,
2025-10-02,79800.0,214319.0,0.0,0.0,-0.0,0.2,-0.028265,0.0,ohlcv_proxy,,,,
2025-10-10,78500.0,244743.0,0.0,0.0,-0.0,0.2,-0.02761,0.0,ohlcv_proxy,,,,
2025-10-13,78800.0,251862.0,0.0,0.0,-0.0,0.1,-0.028478,0.0,ohlcv_proxy,,,,
2025-10-14,75300.0,378891.0,0.0,0.0,-0.0,0.0,-0.044686,0.0,ohlcv_proxy,,,,
2025-10-15,77000.0,193501.0,0.0,0.0,-0.0,0.0,-0.055825,0.0,ohlcv_proxy,,,,
2025-10-16,76500.0,281926.0,0.0,0.0,-0.0,0.0,-0.043025,0.0,ohlcv_proxy,,,,
2025-10-17,76000.0,231103.0,0.0,0.0,-0.0,0.0,-0.042475,0.0,ohlcv_proxy,,,,
2025-10-20,76400.0,148197.0,0.0,0.0,-0.0,0.0,-0.046525,0.0,ohlcv_proxy,,,,
2025-10-21,79700.0,661031.0,0.0,0.0,0.0,0.1,-0.023711,0.0,ohlcv_proxy,,,,
2025-10-22,78700.0,337219.0,0.0,0.0,-0.0,0.1,-0.019214,0.0,ohlcv_proxy,,,,
2025-10-23,77400.0,272551.0,0.0,0.0,-0.0,0.1,-0.015929,0.0,ohlcv_proxy,,,,
2025-10-24,78100.0,220794.0,0.0,0.0,-0.0,0.1,-0.011417,0.0,ohlcv_proxy,,,,
2025-10-27,80200.0,872279.0,0.0,0.0,0.0,0.2,-0.000738,0.0,ohlcv_proxy,,,,
2025-10-28,78100.0,299675.0,0.0,0.0,-0.0,0.2,0.001209,0.0,ohlcv_proxy,,,,
2025-10-29,77600.0,296214.0,0.0,0.0,-0.0,0.2,0.001139,0.0,ohlcv_proxy,,,,
2025-10-30,76100.0,461154.0,0.0,0.0,-0.0,0.2,-0.000789,0.0,ohlcv_proxy,,,,
2025-10-31,74100.0,275759.0,0.0,0.0,-0.0,0.2,-0.004884,0.0,ohlcv_proxy,,,,
2025-11-03,67300.0,2428888.0,0.0,0.0,-0.0,0.1,-0.063655,0.1,ohlcv_proxy,,,,
2025-11-04,65500.0,578452.0,0.0,0.0,-0.0,0.0,-0.069211,0.1,ohlcv_proxy,,,,
2025-11-05,61100.0,738171.0,0.0,0.0,-0.0,-0.1,-0.078069,0.1,ohlcv_proxy,,,,
2025-11-06,60200.0,404852.0,0.0,0.0,-0.0,-0.1,-0.090847,0.1,ohlcv_proxy,,,,
2025-11-07,59200.0,380144.0,0.0,0.0,-0.0,-0.1,-0.097121,0.1,ohlcv_proxy,,,,
2025-11-10,60200.0,232831.0,0.0,0.0,-0.0,-0.2,-0.134945,0.1,ohlcv_proxy,,,,
2025-11-11,57700.0,416740.0,0.0,0.0,-0.0,-0.2,-0.151188,0.1,ohlcv_proxy,,,,
2025-11-12,63000.0,2143901.0,0.0,0.0,-0.0,-0.1,-0.109316,0.1,ohlcv_proxy,,,,
2025-11-13,65000.0,679962.0,0.0,0.0,-0.0,-0.1,-0.093101,0.1,ohlcv_proxy,,,,
2025-11-14,67800.0,2541711.0,0.0,0.0,0.0,0.0,-0.052397,0.1,ohlcv_proxy,,,,
2025-11-17,66100.0,471672.0,0.0,0.0,-0.0,0.1,-0.046305,0.0,ohlcv_proxy,,,,
2025-11-18,66500.0,1168463.0,0.0,0.0,-0.0,0.2,-0.027361,0.0,ohlcv_proxy,,,,
2025-11-19,67500.0,582880.0,0.0,0.0,0.0,0.3,-0.005045,0.0,ohlcv_proxy,,,,
2025-11-20,67600.0,420500.0,0.0,0.0,0.0,0.3,0.002075,0.0,ohlcv_proxy,,,,
2025-11-21,65100.0,295182.0,0.0,0.0,-0.0,0.3,-0.00477,0.0,ohlcv_proxy,,,,
2025-11-24,63300.0,280537.0,0.0,0.0,-0.0,0.3,0.004015,0.0,ohlcv_proxy,,,,
2025-11-25,61700.0,357989.0,0.0,0.0,-0.0,0.3,-0.004873,0.0,ohlcv_proxy,,,,
2025-11-26,63200.0,243133.0,0.0,0.0,-0.0,0.2,-0.017282,0.0,ohlcv_proxy,,,,
2025-11-27,67300.0,577158.0,0.0,0.0,0.0,0.2,-0.010592,0.0,ohlcv_proxy,,,,
2025-11-28,68500.0,428082.0,0.0,0.0,0.0,0.1,0.00284,0.0,ohlcv_proxy,,,,
2025-12-01,68200.0,294066.0,0.0,0.0,0.0,0.1,0.019218,0.0,ohlcv_proxy,,,,
2025-12-02,72100.0,763967.0,0.0,0.0,0.0,0.0,0.054052,0.0,ohlcv_proxy,,,,
2025-12-03,73400.0,495446.0,0.0,0.0,0.0,0.0,0.067045,0.0,ohlcv_proxy,,,,
2025-12-04,72200.0,280261.0,0.0,0.0,0.0,0.0,0.077001,0.0,ohlcv_proxy,,,,
2025-12-05,72900.0,230528.0,0.0,0.0,0.0,0.0,0.083031,0.0,ohlcv_proxy,,,,
2025-12-08,72300.0,272058.0,0.0,0.0,0.0,0.0,0.088006,0.0,ohlcv_proxy,,,,
2025-12-09,72600.0,341888.0,0.0,0.0,0.0,0.0,0.084047,0.0,ohlcv_proxy,,,,
2025-12-10,75000.0,764219.0,0.0,0.0,0.0,0.0,0.074326,0.0,ohlcv_proxy,,,,
2025-12-11,76300.0,719918.0,0.0,0.0,0.0,0.0,0.078318,0.0,ohlcv_proxy,,,,
2025-12-12,76900.0,301789.0,0.0,0.0,0.0,0.0,0.07537,0.0,ohlcv_proxy,,,,
2025-12-15,76800.0,310605.0,0.0,0.0,0.0,0.0,0.076376,0.0,ohlcv_proxy,,,,
2025-12-16,75900.0,272251.0,0.0,0.0,0.0,0.0,0.072172,0.0,ohlcv_proxy,,,,
2025-12-17,75200.0,342573.0,0.0,0.0,0.0,0.0,0.069148,0.0,ohlcv_proxy,,,,
2025-12-18,73300.0,191527.0,0.0,0.0,0.0,0.0,0.059358,0.0,ohlcv_proxy,,,,
2025-12-19,74400.0,213554.0,0.0,0.0,0.0,0.0,0.047931,0.0,ohlcv_proxy,,,,
2025-12-22,74600.0,130252.0,0.0,0.0,0.0,0.0,0.035942,0.0,ohlcv_proxy,,,,
2025-12-23,72700.0,340691.0,0.0,0.0,0.0,0.0,0.017023,0.0,ohlcv_proxy,,,,
2025-12-24,71000.0,184724.0,0.0,0.0,-0.0,0.0,0.000824,0.0,ohlcv_proxy,,,,
2025-12-26,68700.0,285982.0,0.0,0.0,-0.0,0.0,-0.018412,0.0,ohlcv_proxy,,,,
2025-12-29,68400.0,170825.0,0.0,0.0,-0.0,0.0,-0.034583,0.0,ohlcv_proxy,,,,
2025-12-30,67000.0,167988.0,0.0,0.0,-0.0,0.0,-0.048947,0.0,ohlcv_proxy,,,,
2026-01-02,66600.0,147092.0,0.0,0.0,-0.0,0.0,-0.069422,0.0,ohlcv_proxy,,,,
2026-01-05,65700.0,153727.0,0.0,0.0,-0.0,0.0,-0.080126,0.0,ohlcv_proxy,,,,
2026-01-06,66000.0,112710.0,0.0,0.0,-0.0,0.0,-0.088291,0.0,ohlcv_proxy,,,,
2026-01-07,65600.0,144934.0,0.0,0.0,-0.0,0.0,-0.094407,0.0,ohlcv_proxy,,,,
2026-01-08,64600.0,163373.0,0.0,0.0,-0.0,0.0,-0.099267,0.0,ohlcv_proxy,,,,
2026-01-09,67200.0,185969.0,0.0,0.0,-0.0,0.0,-0.094353,0.0,ohlcv_proxy,,,,
2026-01-12,71000.0,422487.0,0.0,0.0,0.0,0.1,-0.058557,0.0,ohlcv_proxy,,,,
2026-01-13,69100.0,221435.0,0.0,0.0,0.0,0.1,-0.042058,0.0,ohlcv_proxy,,,,
2026-01-14,68300.0,190076.0,0.0,0.0,-0.0,0.1,-0.030469,0.0,ohlcv_proxy,,,,
2026-01-15,69900.0,158757.0,0.0,0.0,0.0,0.1,-0.01357,0.0,ohlcv_proxy,,,,
2026-01-16,69000.0,111665.0,0.0,0.0,0.0,0.1,-0.00304,0.0,ohlcv_proxy,,,,
2026-01-19,68400.0,112640.0,0.0,0.0,-0.0,0.1,-0.007731,0.0,ohlcv_proxy,,,,
2026-01-20,70400.0,198986.0,0.0,0.0,0.0,0.1,-0.000905,0.0,ohlcv_proxy,,,,
2026-01-21,67800.0,130457.0,0.0,0.0,-0.0,0.1,0.003929,0.0,ohlcv_proxy,,,,
2026-01-22,70200.0,257625.0,0.0,0.0,0.0,0.1,0.008002,0.0,ohlcv_proxy,,,,
2026-01-23,70400.0,218200.0,0.0,0.0,0.0,0.1,0.015893,0.0,ohlcv_proxy,,,,
2026-01-26,70000.0,168357.0,0.0,0.0,0.0,0.0,0.019642,0.0,ohlcv_proxy,,,,
2026-01-27,73500.0,903300.0,0.0,0.0,0.0,0.1,0.031578,0.0,ohlcv_proxy,,,,
2026-01-28,71200.0,328752.0,0.0,0.0,0.0,0.1,0.031661,0.0,ohlcv_proxy,,,,
2026-01-29,72000.0,288112.0,0.0,0.0,0.0,0.1,0.031603,0.0,ohlcv_proxy,,,,
2026-01-30,69600.0,234020.0,0.0,0.0,-0.0,0.1,0.02873,0.0,ohlcv_proxy,,,,
2026-02-02,68900.0,805500.0,0.0,0.0,-0.0,0.0,0.017094,0.0,ohlcv_proxy,,,,
2026-02-03,72300.0,378541.0,0.0,0.0,0.0,0.0,0.002214,0.0,ohlcv_proxy,,,,
2026-02-04,74600.0,331750.0,0.0,0.0,0.0,0.0,0.004904,0.0,ohlcv_proxy,,,,
2026-02-05,72900.0,191504.0,0.0,0.0,0.0,0.0,0.001991,0.0,ohlcv_proxy,,,,
2026-02-06,71300.0,151395.0,0.0,0.0,0.0,0.0,0.00301,0.0,ohlcv_proxy,,,,
2026-02-09,73700.0,288670.0,0.0,0.0,0.0,0.0,0.028132,0.0,ohlcv_proxy,,,,
2026-02-10,75300.0,360645.0,0.0,0.0,0.0,-0.1,0.034891,0.0,ohlcv_proxy,,,,
2026-02-11,76900.0,237056.0,0.0,0.0,0.0,-0.1,0.035743,0.0,ohlcv_proxy,,,,
2026-02-12,75200.0,159032.0,0.0,0.0,0.0,-0.1,0.038474,0.0,ohlcv_proxy,,,,
2026-02-13,75500.0,159861.0,0.0,0.0,0.0,-0.1,0.043679,0.0,ohlcv_proxy,,,,
2026-02-19,76800.0,170038.0,0.0,0.0,0.0,0.0,0.049777,0.0,ohlcv_proxy,,,,
2026-02-20,81500.0,517042.0,0.0,0.0,0.0,0.1,0.072278,0.0,ohlcv_proxy,,,,
2026-02-23,90300.0,0.0,104168.0,121868.0,1.0,1.0,-0.5,0.0,,0.0,-220078.0,9535.0,11006.0
2026-02-24,94300.0,0.0,93786.0,61164.0,1.0,1.0,-0.5,0.0,,0.0,-157474.0,8755.0,5686.0
2026-02-25,94400.0,0.0,67651.0,28041.0,1.0,1.0,-0.5,0.0,,0.0,-93774.0,6517.0,2625.0
2026-02-26,95400.0,0.0,44531.0,49274.0,1.0,1.0,-0.5,0.0,,0.0,-97389.0,4252.0,4596.0
