timestamp,bid_price_1,ask_price_1,bid_total,ask_total,imbalance_ratio,note
2026-03-10 09:17:04,0,0,0,0,1.0,no_orderbook_api
2026-03-10 10:02:14,0,0,0,0,1.0,no_orderbook_api
2026-03-10 10:44:56,0,0,0,0,1.0,no_orderbook_api
2026-03-10 11:04:12,0,0,0,0,1.0,no_orderbook_api
2026-03-10 11:30:36,0,0,0,0,1.0,no_orderbook_api
2026-03-10 12:10:53,0,0,0,0,1.0,no_orderbook_api
2026-03-10 12:33:24,0,0,0,0,1.0,no_orderbook_api
2026-03-10 13:06:23,0,0,0,0,1.0,no_orderbook_api
2026-03-10 14:05:19,0,0,0,0,1.0,no_orderbook_api
2026-03-10 14:31:57,0,0,0,0,1.0,no_orderbook_api
