year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,190788258583,155080809640,2702184519734,2539766499160,190788258583,2702184519734,0.0639,0.2303,0.0,0.3153,1.0
2021,Q4,464743373689,190788258583,3396056746194,2702184519734,464743373689,3396056746194,0.2568,1.4359,0.0,0.7417,1.0
2022,Q4,220255942998,464743373689,3138910077125,3396056746194,220255942998,3138910077125,-0.0757,-0.5261,0.0,-0.5127,-1.0
2023,Q4,-216300854733,220255942998,1570751580937,3138910077125,-216300854733,1570751580937,-0.4996,-1.982,0.0,-0.7986,-1.0
2024,Q1,94147385350.0,0,415188930010.0,0.0,94147385350.0,415188930010.0,0,94147385350.0,0.0,0.0,0.0
2024,Q2,4988969993.0,0,472718727922.0,0.0,4988969993.0,472718727922.0,0,4988969993.0,0.0,0.0,0.0
2024,Q3,45037062682.0,0,462294976319.0,0.0,45037062682.0,462294976319.0,0,45037062682.0,0.0,0.0,0.0
2024,Q4,123165366343,-216300854733,1721564345604,1570751580937,123165366343,1721564345604,0.096,1.5694,0.0,0.7584,1.0
2025,Q1,1477491099.0,0,438464468656.0,0.0,1477491099.0,438464468656.0,0,1477491099.0,0.0,0.0,0.0
2025,Q2,144227490602.0,0,467295042292.0,0.0,144227490602.0,467295042292.0,0,144227490602.0,0.0,0.0,0.0
2025,Q3,18363781429.0,0,506018201707.0,0.0,18363781429.0,506018201707.0,0,18363781429.0,0.0,0.0,0.0
2025,Q4,136019801250,123165366343,1840036441822,1721564345604,136019801250,1840036441822,0.0688,0.1044,0.0,0.1727,1.0
