year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,138793355652,236828089086,2782554818809,3373447404431,138793355652,2782554818809,-0.1752,-0.4139,0.0,-0.4529,-1.0
2021,Q4,640562745995,138793355652,3538942985039,2782554818809,640562745995,3538942985039,0.2718,3.6152,0.0,0.8785,1.0
2022,Q4,64887143335,640562745995,3719325523137,3538942985039,64887143335,3719325523137,0.051,-0.8987,0.0,-0.6425,-1.0
2023,Q4,94366525424,64887143335,3436688023238,3719325523137,94366525424,3436688023238,-0.076,0.4543,0.0,0.4761,1.0
2024,Q1,25511349633.0,0,836823457909.0,0.0,25511349633.0,836823457909.0,0,25511349633.0,0.0,0.0,0.0
2024,Q2,-3250754613.0,0,564294199673.0,0.0,-3250754613.0,564294199673.0,0,-3250754613.0,0.0,0.0,0.0
2024,Q3,307736525202.0,0,577696598026.0,0.0,307736525202.0,577696598026.0,0,307736525202.0,0.0,0.0,0.0
2024,Q4,221133379310,94366525424,18894834299,3436688023238,221133379310,18894834299,-0.9945,1.3433,0.0,0.7288,1.0
2025,Q1,80852216810.0,0,553897669909.0,0.0,80852216810.0,553897669909.0,0,80852216810.0,0.0,0.0,0.0
2025,Q2,105239189088.0,0,601914227660.0,0.0,105239189088.0,601914227660.0,0,105239189088.0,0.0,0.0,0.0
2025,Q3,102147891136.0,0,612171789960.0,0.0,102147891136.0,612171789960.0,0,102147891136.0,0.0,0.0,0.0
2025,Q4,393021437826,221133379310,104762240142,18894834299,393021437826,104762240142,4.5445,0.7773,0.0,0.6086,1.0
