year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,457276029726.0,0.0,457276029726.0,,,,,0.0,0.0
2025,Q2,246063427020.0,0.0,-211212602706.0,,,,-1.4618930120447353,-0.7071067811865475,-1.0
2025,Q3,348608416956.0,0.0,102544989936.0,,,,-1.485506019158993,-0.040836213169443,-2.0
2025,Q4,1054380980188.0,1182487684188.0,705772563232.0,,,,5.882565044596369,1.1003968197826748,-1.0
2026,Q1,561563204569.0,0.0,561563204569.0,,,0.22806175715243357,-0.20432837173863871,0.6450803187181927,1.0
