날짜,시가,고가,저가,종가,거래량
2016-05-27,17491.0,17516.0,16865.0,17166.0,82402
2016-05-30,17190.0,17415.0,16865.0,17191.0,61469
2016-05-31,17340.0,17566.0,17040.0,17316.0,81091
2016-06-01,17466.0,17491.0,17015.0,17191.0,51609
2016-06-02,17265.0,17491.0,16940.0,17466.0,83028
2016-06-03,17516.0,19567.0,17365.0,19017.0,389555
2016-06-07,19242.0,20018.0,19242.0,19968.0,387429
2016-06-08,19993.0,21019.0,19567.0,20419.0,403021
2016-06-09,20919.0,21319.0,19417.0,20194.0,352846
2016-06-10,20293.0,20518.0,19843.0,19918.0,178252
2016-06-13,19668.0,19868.0,19167.0,19643.0,203207
2016-06-14,19868.0,20643.0,19317.0,20394.0,210925
2016-06-15,20168.0,20568.0,19793.0,20269.0,102358
2016-06-16,20168.0,20168.0,18817.0,18817.0,329611
2016-06-17,18867.0,19367.0,18592.0,18617.0,134118
2016-06-20,18942.0,19517.0,18817.0,19318.0,184521
2016-06-21,19617.0,19617.0,18366.0,18817.0,233715
2016-06-22,18667.0,18767.0,18416.0,18442.0,192669
2016-06-23,18216.0,18366.0,17491.0,18142.0,203307
2016-06-24,18592.0,18667.0,16765.0,18117.0,677213
2016-06-27,17491.0,18216.0,17491.0,17992.0,129998
2016-06-28,17641.0,18516.0,17641.0,18517.0,184649
2016-06-29,18767.0,18867.0,18316.0,18667.0,153216
2016-06-30,18867.0,20268.0,18717.0,20269.0,472376
2016-07-01,20769.0,20769.0,19993.0,20519.0,271446
2016-07-04,20668.0,20668.0,19668.0,19793.0,218770
2016-07-05,19768.0,20618.0,19517.0,20519.0,201510
2016-07-06,20418.0,21069.0,19868.0,20043.0,309374
2016-07-07,20268.0,21019.0,19793.0,20919.0,311592
2016-07-08,21069.0,22145.0,20919.0,21495.0,360840
2016-07-11,21569.0,22445.0,21444.0,22270.0,164488
2016-07-12,22370.0,22370.0,21644.0,21970.0,132074
2016-07-13,21845.0,22020.0,21119.0,21620.0,169218
2016-07-14,21519.0,23221.0,21269.0,22871.0,282366
2016-07-15,22870.0,23546.0,21594.0,21770.0,229748
2016-07-18,21820.0,22170.0,21219.0,21970.0,107744
2016-07-19,22120.0,22720.0,21494.0,22521.0,112975
2016-07-20,22770.0,24022.0,22420.0,23772.0,270620
2016-07-21,23771.0,25573.0,23771.0,24522.0,382769
2016-07-22,24922.0,25273.0,22095.0,23522.0,566749
2016-07-25,23271.0,23521.0,22020.0,22045.0,264163
2016-07-26,21895.0,22820.0,21694.0,22170.0,171831
2016-07-27,22170.0,22770.0,22145.0,22596.0,102991
2016-07-28,22820.0,22870.0,21744.0,21945.0,90797
2016-07-29,21970.0,22495.0,21769.0,21945.0,49793
2016-08-01,21870.0,21920.0,20418.0,20494.0,193162
2016-08-02,20493.0,21194.0,20018.0,21019.0,91051
2016-08-03,20719.0,22220.0,20518.0,21870.0,154794
2016-08-04,22020.0,22095.0,20844.0,20994.0,74500
2016-08-05,20844.0,21369.0,20043.0,20569.0,102739
2016-08-08,20969.0,20969.0,20243.0,20694.0,71317
2016-08-09,20393.0,21094.0,20393.0,20619.0,66099
2016-08-10,20668.0,22370.0,20543.0,22346.0,206296
2016-08-11,22570.0,23171.0,22045.0,22721.0,191009
2016-08-12,22996.0,23196.0,22420.0,23146.0,101787
2016-08-16,23171.0,23221.0,22495.0,22971.0,62555
2016-08-17,23021.0,23071.0,22245.0,22270.0,57583
2016-08-18,22270.0,22720.0,21794.0,21795.0,56338
2016-08-19,21469.0,23146.0,21469.0,23071.0,92924
2016-08-22,23071.0,23446.0,22770.0,23321.0,103488
2016-08-23,23446.0,24522.0,23246.0,24522.0,220018
2016-08-24,24497.0,24722.0,23346.0,23522.0,160180
2016-08-25,23421.0,23421.0,22470.0,22546.0,95228
2016-08-26,22545.0,22770.0,21970.0,22270.0,114252
2016-08-29,22120.0,22670.0,21669.0,21895.0,81056
2016-08-30,21794.0,22220.0,21219.0,21520.0,114887
2016-08-31,22020.0,22345.0,20518.0,21745.0,242527
2016-09-01,21369.0,21945.0,21144.0,21520.0,74072
2016-09-02,21519.0,21519.0,20919.0,21219.0,55918
2016-09-05,21219.0,21694.0,20819.0,21620.0,83819
2016-09-06,21644.0,21945.0,21119.0,21295.0,55630
2016-09-07,21444.0,21494.0,20994.0,21194.0,52568
2016-09-08,21044.0,21619.0,20869.0,20869.0,97046
2016-09-09,20844.0,21019.0,20293.0,20819.0,88202
2016-09-12,20268.0,20769.0,20018.0,20018.0,64880
2016-09-13,20468.0,20518.0,20018.0,20269.0,45400
2016-09-19,20268.0,20468.0,19918.0,20269.0,34307
2016-09-20,20093.0,20869.0,20018.0,20744.0,45989
2016-09-21,20744.0,21519.0,20443.0,21495.0,81564
2016-09-22,21519.0,21719.0,21219.0,21470.0,48886
2016-09-23,21544.0,22120.0,21319.0,22020.0,75443
2016-09-26,22120.0,22120.0,21619.0,21695.0,46965
2016-09-27,21369.0,21519.0,21044.0,21420.0,39693
2016-09-28,21419.0,21469.0,21019.0,21470.0,29281
2016-09-29,21619.0,21895.0,21419.0,21695.0,40011
2016-09-30,22020.0,22020.0,19993.0,20043.0,200736
2016-10-04,19442.0,20719.0,18291.0,19993.0,169013
2016-10-05,20193.0,20193.0,19618.0,19768.0,41321
2016-10-06,19868.0,20068.0,19092.0,19093.0,55371
2016-10-07,19092.0,19317.0,17516.0,18167.0,140357
2016-10-10,18141.0,18767.0,17791.0,18467.0,61984
2016-10-11,18767.0,20018.0,18767.0,19868.0,120931
2016-10-12,19868.0,20243.0,19267.0,19693.0,65102
2016-10-13,19818.0,19818.0,18942.0,19168.0,29646
2016-10-14,19267.0,19442.0,18567.0,18567.0,34870
2016-10-17,18516.0,19017.0,18016.0,18142.0,35162
2016-10-18,18016.0,18592.0,17941.0,18117.0,37991
2016-10-19,17966.0,18491.0,17866.0,18117.0,37720
2016-10-20,18116.0,18341.0,16865.0,17291.0,76620
2016-10-21,17415.0,17616.0,17040.0,17116.0,34013
2016-10-24,17015.0,17466.0,15864.0,15940.0,125440
2016-10-25,15939.0,16214.0,14763.0,15014.0,176606
2016-10-26,14688.0,15414.0,14488.0,15414.0,80449
2016-10-27,15464.0,17040.0,15314.0,16765.0,99181
2016-10-28,16565.0,16590.0,15839.0,15940.0,54268
2016-10-31,15739.0,15789.0,15038.0,15664.0,53046
2016-11-01,15514.0,15864.0,15339.0,15414.0,52728
2016-11-02,15414.0,15514.0,14713.0,14713.0,48311
2016-11-03,14513.0,15739.0,14513.0,15639.0,61130
2016-11-04,15314.0,16440.0,15163.0,16165.0,45201
2016-11-07,16164.0,16314.0,15864.0,16015.0,37495
2016-11-08,16515.0,16715.0,16014.0,16565.0,49991
2016-11-09,16565.0,16665.0,14863.0,15514.0,73853
2016-11-10,16490.0,18266.0,16365.0,17992.0,158381
2016-11-11,17991.0,18717.0,17616.0,18017.0,76724
2016-11-14,18016.0,18216.0,17215.0,17416.0,66380
2016-11-15,17616.0,17616.0,16865.0,17391.0,46656
2016-11-16,17415.0,18116.0,17340.0,18017.0,59422
2016-11-17,18116.0,18116.0,17340.0,17941.0,35540
2016-11-18,17841.0,18241.0,17466.0,18017.0,38113
2016-11-21,17741.0,17866.0,17415.0,17541.0,18852
2016-11-22,17516.0,17916.0,17466.0,17491.0,16298
2016-11-23,17466.0,17466.0,16840.0,17166.0,18258
2016-11-24,16965.0,17466.0,16765.0,17316.0,17909
2016-11-25,17040.0,17616.0,16915.0,17516.0,22164
2016-11-28,17290.0,17591.0,17265.0,17416.0,14680
2016-11-29,17466.0,17591.0,17115.0,17416.0,23944
2016-11-30,17566.0,17991.0,17415.0,17992.0,44980
2016-12-01,18116.0,18842.0,17891.0,18817.0,65164
2016-12-02,18817.0,18917.0,18416.0,18567.0,38899
2016-12-05,18542.0,18692.0,17841.0,17866.0,44061
2016-12-06,17991.0,18366.0,17365.0,18167.0,31162
2016-12-07,18191.0,18191.0,17040.0,17866.0,50190
2016-12-08,17866.0,19267.0,17741.0,19268.0,156952
2016-12-09,19492.0,19492.0,18542.0,19118.0,50026
2016-12-12,19167.0,19943.0,18642.0,18792.0,59405
2016-12-13,18992.0,19042.0,18391.0,18667.0,24485
2016-12-14,18917.0,18967.0,18466.0,18667.0,17988
2016-12-15,18667.0,18667.0,18416.0,18642.0,29099
2016-12-16,18642.0,18842.0,18341.0,18692.0,16482
2016-12-19,18692.0,19017.0,18116.0,18192.0,30423
2016-12-20,18266.0,18366.0,17415.0,17566.0,40220
2016-12-21,17441.0,17516.0,16915.0,17341.0,57755
2016-12-22,17516.0,17516.0,16740.0,16865.0,37713
2016-12-23,16665.0,17641.0,16665.0,16941.0,24411
2016-12-26,17115.0,17115.0,16239.0,16365.0,41763
2016-12-27,16515.0,16815.0,16014.0,16790.0,64898
2016-12-28,16790.0,17891.0,16565.0,17691.0,65366
2016-12-29,17516.0,17991.0,17365.0,17741.0,28113
2017-01-02,17265.0,17941.0,17265.0,17641.0,18791
2017-01-03,17591.0,17766.0,17040.0,17066.0,39041
2017-01-04,17115.0,17616.0,17065.0,17441.0,33901
2017-01-05,17365.0,18066.0,17340.0,17992.0,48731
2017-01-06,18066.0,18091.0,17641.0,18017.0,32237
2017-01-09,18041.0,18116.0,17115.0,17316.0,59299
2017-01-10,17215.0,17415.0,16940.0,17316.0,29773
2017-01-11,17340.0,17916.0,17165.0,17441.0,53240
2017-01-12,17766.0,17766.0,16740.0,16740.0,64231
2017-01-13,16540.0,17065.0,16515.0,16840.0,35066
2017-01-16,16915.0,16915.0,16239.0,16265.0,40095
2017-01-17,16089.0,16415.0,15514.0,15564.0,58504
2017-01-18,15539.0,15839.0,15063.0,15789.0,51631
2017-01-19,15564.0,16014.0,15289.0,15564.0,26443
2017-01-20,15564.0,15589.0,15238.0,15414.0,20576
2017-01-23,15188.0,15414.0,15013.0,15089.0,35697
2017-01-24,15113.0,15939.0,14988.0,15514.0,36879
2017-01-25,15514.0,15814.0,15264.0,15539.0,22759
2017-01-26,15539.0,15614.0,15339.0,15514.0,11463
2017-01-31,15514.0,15539.0,15163.0,15339.0,12178
2017-02-01,15113.0,15614.0,15088.0,15189.0,22965
2017-02-02,15188.0,15489.0,15113.0,15214.0,19862
2017-02-03,15264.0,15389.0,15088.0,15364.0,22074
2017-02-06,15364.0,15364.0,15038.0,15189.0,14212
2017-02-07,15088.0,15364.0,14463.0,14688.0,51595
2017-02-08,14388.0,14913.0,14213.0,14864.0,39307
2017-02-09,14863.0,14863.0,14388.0,14513.0,18567
2017-02-10,14338.0,14613.0,14238.0,14538.0,18912
2017-02-13,14538.0,14563.0,13762.0,13988.0,59158
2017-02-14,13987.0,14188.0,13362.0,13512.0,35567
2017-02-15,13762.0,14162.0,13512.0,13988.0,49071
2017-02-16,13862.0,14062.0,13562.0,13713.0,25471
2017-02-17,13662.0,13862.0,13412.0,13813.0,26653
2017-02-20,13712.0,14037.0,13712.0,13963.0,26392
2017-02-21,13912.0,14538.0,13762.0,14488.0,39692
2017-02-22,14463.0,14663.0,14288.0,14488.0,28359
2017-02-23,14638.0,14638.0,14313.0,14463.0,19137
2017-02-24,14313.0,14963.0,13937.0,13963.0,37695
2017-02-27,13962.0,14313.0,13762.0,13963.0,24154
2017-02-28,13962.0,13962.0,13312.0,13788.0,35726
2017-03-02,13912.0,13912.0,13162.0,13162.0,41950
2017-03-03,13011.0,13262.0,12536.0,12562.0,35985
2017-03-06,12511.0,12936.0,12261.0,12812.0,38151
2017-03-07,12886.0,12886.0,12411.0,12712.0,20120
2017-03-08,12711.0,13137.0,12486.0,13137.0,34088
2017-03-09,13137.0,13412.0,12911.0,13237.0,19439
2017-03-10,13237.0,13412.0,12736.0,13387.0,22595
2017-03-13,13387.0,13462.0,13187.0,13462.0,11516
2017-03-14,13312.0,13462.0,12911.0,13137.0,25485
2017-03-15,12911.0,13137.0,12661.0,12987.0,24217
2017-03-16,12986.0,13187.0,12686.0,12862.0,13645
