year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,51629000000,83839000000,1695815000000,1628751000000,51629000000,1695815000000,0.0412,-0.3842,0.0,-0.4345,-1.0
2021,Q4,-108991000000,51629000000,1706532000000,1695815000000,-108991000000,1706532000000,0.0063,-3.111,0.0,-0.8615,-1.0
2022,Q4,6625000000,-108991000000,1788163000000,1706532000000,6625000000,1788163000000,0.0478,1.0608,0.0,0.6796,1.0
2023,Q4,-108787000000,6625000000,53666000000,1788163000000,-108787000000,53666000000,-0.97,-17.4207,0.0,-0.9721,-1.0
2024,Q1,11899000000.0,0,467581000000.0,0.0,11899000000.0,467581000000.0,0,11899000000.0,0.0,0.0,0.0
2024,Q2,-39544000000.0,0,484800000000.0,0.0,-39544000000.0,484800000000.0,0,-39544000000.0,0.0,0.0,0.0
2024,Q3,32907000000.0,0,453768000000.0,0.0,32907000000.0,453768000000.0,0,32907000000.0,0.0,0.0,0.0
2024,Q4,7252000000,-108787000000,42152000000,53666000000,7252000000,42152000000,-0.2145,1.0667,0.0,0.6809,1.0
2025,Q1,5454000000.0,0,410066000000.0,0.0,5454000000.0,410066000000.0,0,5454000000.0,0.0,0.0,0.0
2025,Q2,5339000000.0,0,507777000000.0,0.0,5339000000.0,507777000000.0,0,5339000000.0,0.0,0.0,0.0
2025,Q3,5794000000.0,0,452208000000.0,0.0,5794000000.0,452208000000.0,0,5794000000.0,0.0,0.0,0.0
2025,Q4,67074000000,7252000000,13552000000,42152000000,67074000000,13552000000,-0.6785,8.249,0.0,0.9429,1.0
