year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,66649466315,13725362614,257385897660,120377520384,66649466315,257385897660,1.1382,3.8559,0.0,0.8852,1.0
2021,Q4,122419465500,66649466315,373169401913,257385897660,122419465500,373169401913,0.4498,0.8368,0.0,0.626,1.0
2022,Q4,111859422080,122419465500,327592058714,373169401913,111859422080,327592058714,-0.1221,-0.0863,0.0,-0.1471,-1.0
2023,Q4,34571410992,111859422080,159008528366,327592058714,34571410992,159008528366,-0.5146,-0.6909,0.0,-0.5802,-1.0
2024,Q1,28705687176.0,0,-11228775538.0,0.0,28705687176.0,-11228775538.0,0,28705687176.0,0.0,0.0,0.0
2024,Q2,55438446471.0,0,-50818522075.0,0.0,55438446471.0,-50818522075.0,0,55438446471.0,0.0,0.0,0.0
2024,Q3,99304856058.0,0,-131757438725.0,0.0,99304856058.0,-131757438725.0,0,99304856058.0,0.0,0.0,0.0
2024,Q4,255391604854,34571410992,558917191547,159008528366,255391604854,558917191547,2.515,6.3874,0.0,0.9274,1.0
2025,Q1,69632218786.0,0,8446425638.0,0.0,69632218786.0,8446425638.0,0,69632218786.0,0.0,0.0,0.0
2025,Q2,86308097687.0,0,-71758022649.0,0.0,86308097687.0,-71758022649.0,0,86308097687.0,0.0,0.0,0.0
2025,Q3,67822011689.0,0,8707732410.0,0.0,67822011689.0,8707732410.0,0,67822011689.0,0.0,0.0,0.0
2025,Q4,251390142142,255391604854,576684619527,558917191547,251390142142,576684619527,0.0318,-0.0157,0.0,-0.0304,-1.0
