date,open,high,low,close,volume
2026-01-21,248.88999938964844,251.30999755859375,244.67999267578125,250.07000732421875,8160700
2026-01-22,252.0,254.13999938964844,249.77999877929688,251.41000366210938,9742600
2026-01-23,252.74000549316406,253.77000427246094,249.02000427246094,252.14999389648438,7078700
2026-01-26,251.49000549316406,251.58999633789062,247.41000366210938,248.42999267578125,8469200
2026-01-27,242.5,254.35000610351562,238.75,244.55999755859375,20509200
2026-01-28,244.08999633789062,245.86000061035156,237.10000610351562,241.58999633789062,9999200
2026-01-29,242.0800018310547,243.77000427246094,233.35000610351562,234.0399932861328,9142500
2026-01-30,233.5,234.64999389648438,229.94000244140625,233.72000122070312,6916100
2026-02-02,232.63999938964844,236.2899932861328,230.3300018310547,233.02000427246094,6105300
2026-02-03,236.4199981689453,238.85000610351562,228.9600067138672,233.14999389648438,7655200
2026-02-04,233.24000549316406,236.57000732421875,229.91000366210938,235.9499969482422,7053400
2026-02-05,234.11000061035156,240.3300018310547,232.60000610351562,236.9499969482422,7377300
2026-02-06,239.39999389648438,246.3000030517578,239.39999389648438,243.02999877929688,6701200
2026-02-09,242.0,245.83999633789062,240.5,244.7100067138672,4707200
2026-02-10,245.0,247.86000061035156,240.86000061035156,242.58999633789062,5184400
2026-02-11,244.47999572753906,244.6999969482422,235.5,236.25999450683594,5791000
2026-02-12,239.25999450683594,245.6699981689453,235.97000122070312,239.35000610351562,6980800
2026-02-13,241.24000549316406,246.50999450683594,240.72000122070312,242.9600067138672,6835400
2026-02-17,243.61000061035156,245.4199981689453,238.92999267578125,244.0399932861328,4864700
2026-02-18,244.5500030517578,245.0800018310547,238.60000610351562,238.92999267578125,4923000
2026-02-19,238.91000366210938,240.0,233.4199981689453,233.7100067138672,5827500
2026-02-20,232.6300048828125,236.0800018310547,231.13999938964844,232.02999877929688,5460900
2026-02-23,231.5,233.5,227.4600067138672,230.44000244140625,5380000
2026-02-24,229.27000427246094,236.1300048828125,228.38999938964844,233.38999938964844,4408900
2026-02-25,234.10000610351562,234.16000366210938,229.19000244140625,230.36000061035156,4442600
2026-02-26,230.3800048828125,230.66000366210938,225.6699981689453,229.41000366210938,4613300
2026-02-27,227.47000122070312,228.8000030517578,224.91000366210938,227.52999877929688,6278100
2026-03-02,226.0,230.22999572753906,223.6199951171875,229.74000549316406,4709000
2026-03-03,225.75,226.5,221.11000061035156,224.1199951171875,6211600
2026-03-04,226.3800048828125,227.52999877929688,221.7899932861328,227.30999755859375,5068700
2026-03-05,226.1199951171875,227.67999267578125,218.1300048828125,222.05999755859375,7199300
2026-03-06,219.47999572753906,231.9600067138672,218.63999938964844,231.11000061035156,10684700
2026-03-09,226.75,227.58999633789062,220.4499969482422,225.0,8400100
2026-03-10,224.10000610351562,226.11000061035156,217.02999877929688,217.75999450683594,9285300
2026-03-11,217.94000244140625,217.94000244140625,213.52999877929688,214.10000610351562,7937400
2026-03-12,212.2100067138672,212.61000061035156,204.3000030517578,204.75999450683594,10758600
2026-03-13,205.0,210.83999633789062,204.9199981689453,209.88999938964844,8926600
2026-03-16,210.75,216.14999389648438,210.75,213.47000122070312,7347100
2026-03-17,214.67999267578125,217.14999389648438,206.6699981689453,210.82000732421875,7308100
2026-03-18,209.0,210.5,205.75,205.99000549316406,5881900
2026-03-19,203.0500030517578,203.0500030517578,197.4600067138672,201.17999267578125,9967600
2026-03-20,201.0500030517578,201.99000549316406,192.5399932861328,195.1199951171875,12925400
2026-03-23,198.91000366210938,201.69000244140625,197.19000244140625,198.41000366210938,6247900
