date,open,high,low,close,volume
2026-01-21,509.8732926125729,527.2871026934471,508.3218656530455,526.6008911132812,1620600
2026-01-22,526.3522772221038,529.6838481811064,518.2967418662714,519.5100708007812,1159300
2026-01-23,515.4127350801059,518.7642157419878,503.6377866355782,511.603759765625,1590500
2026-01-26,512.8865852300916,515.8104351843316,509.7539278718659,513.7020874023438,750600
2026-01-27,514.487818811031,518.6249371663162,511.02689656880665,516.3375854492188,1043300
2026-01-28,517.083457593701,525.864962663495,516.2381517645995,522.1256103515625,1106700
2026-01-29,527.0882142055648,534.3083379460898,518.6746710476267,527.1578369140625,1493500
2026-01-30,522.0460413427755,527.0782394101843,515.850288220011,525.0991821289062,1517800
2026-02-02,524.3533362464314,531.7624187610515,519.5200512142824,529.3258666992188,1557900
2026-02-03,530.3303070013403,542.3240475604636,530.0717257158472,542.0057983398438,1605300
2026-02-04,544.9892980279294,568.419857391064,544.9892980279294,564.1434936523438,3209200
2026-02-05,560.7323621354083,571.7813097626126,558.1168063727357,562.6218872070312,1913100
2026-02-06,564.879460613791,580.851226033434,564.4319207321406,579.9064331054688,1440400
2026-02-09,576.8134993299545,584.5109663159365,571.1448028000215,582.4523315429688,1101800
2026-02-10,582.8898985946879,590.4978937942324,580.3837847441112,590.1497802734375,1609100
2026-02-11,589.2448340174291,610.9648728349596,587.2558219194799,609.3239135742188,1826300
2026-02-12,609.5028930175031,622.8093882769148,593.5013253209836,594.823974609375,2767800
2026-02-13,595.5698519902672,607.6034110788263,593.9189987287725,599.6075439453125,1565100
2026-02-17,589.7918212540962,603.7049516638375,589.7918212540962,597.5390625,1863200
2026-02-18,600.4926919684638,600.4926919684638,587.6734944940098,590.0106201171875,2558200
2026-02-19,630.128935991536,670.4860067172342,625.2657870534819,658.3629760742188,6653300
2026-02-20,660.6006210616758,663.2559351281768,642.8487129577901,658.8502807617188,2989900
2026-02-23,648.5969441986213,666.1201358299901,640.8994771335155,643.2863159179688,2074700
2026-02-24,639.7657235891805,644.2509555429357,631.2726638569027,640.9989013671875,1399200
2026-02-25,641.7249338097099,643.3757871332133,620.0645630566042,620.1838989257812,2100500
2026-02-26,621.5265461755026,623.5553167416691,611.223416979125,616.0567626953125,1421700
2026-02-27,611.6212213835016,628.0405259979815,610.1195075344731,626.2504272460938,2015300
2026-03-02,622.3220746444466,632.9533460479706,616.3848423523865,627.4139404296875,996900
2026-03-03,616.5937370013701,620.1242212587505,605.8630388174305,615.8179931640625,1071400
2026-03-04,615.8279314431696,619.2987476739423,609.5824653221406,610.6664428710938,1073200
2026-03-05,604.271788040364,607.0066795944413,583.0788671893075,587.4447631835938,1642100
