close,high,low,open,volume
86.0,90.0,85.0,88.0,0
88.0,89.0,85.0,86.0,300305084
86.0,88.0,85.0,88.0,275678391
88.0,89.0,85.0,85.0,303887775
87.0,89.0,86.0,89.0,179681772
87.0,88.0,86.0,87.0,52883453
89.0,90.0,87.0,87.0,520701129
90.0,91.0,88.0,89.0,275544189
91.0,92.0,90.0,90.0,142604576
91.0,91.0,89.0,91.0,143236295
91.0,92.0,90.0,91.0,58186925
92.0,93.0,91.0,92.0,133503653
92.0,93.0,91.0,92.0,60241174
92.0,94.0,91.0,93.0,181348319
92.0,93.0,91.0,92.0,110172750
93.0,94.0,91.0,91.0,269596208
94.0,95.0,93.0,94.0,188936947
94.0,95.0,93.0,94.0,167368643
94.0,95.0,94.0,94.0,119637619
94.0,95.0,92.0,95.0,0
95.0,95.0,93.0,93.0,176468714
96.0,96.0,95.0,95.0,80859065
97.0,97.0,96.0,96.0,24881954
97.0,98.0,96.0,96.0,208965384
98.0,99.0,96.0,97.0,297171341
97.0,99.0,97.0,98.0,292804987
97.0,98.0,96.0,97.0,177571599
96.0,98.0,96.0,97.0,333603761
95.0,97.0,95.0,96.0,179106465
96.0,96.0,94.0,95.0,56524453
97.0,97.0,95.0,95.0,40423778
96.0,97.0,96.0,97.0,26525908
96.0,97.0,96.0,97.0,4806898
96.0,98.0,96.0,96.0,118580791
98.0,98.0,96.0,97.0,21980599
98.0,98.0,97.0,97.0,35237950
99.0,99.0,97.0,97.0,289483163
99.0,100.0,98.0,99.0,194398968
99.0,100.0,98.0,100.0,54185058
99.0,100.0,99.0,100.0,29848482
99.0,100.0,98.0,99.0,44442795
100.0,100.0,98.0,99.0,54427182
100.0,100.0,99.0,100.0,11374019
99.0,100.0,98.0,100.0,84164519
99.0,100.0,98.0,99.0,243735557
99.0,100.0,98.0,99.0,114941549
99.0,100.0,98.0,98.0,61821590
100.0,100.0,99.0,99.0,11703281
100.0,101.0,99.0,99.0,319597042
101.0,101.0,100.0,100.0,5761763
101.0,101.0,100.0,101.0,25710259
100.0,101.0,100.0,101.0,37276289
102.0,102.0,100.0,100.0,197635702
101.0,102.0,100.0,101.0,116181728
101.0,101.0,100.0,101.0,49184346
100.0,102.0,99.0,101.0,0
99.0,102.0,99.0,100.0,96703307
99.0,101.0,99.0,99.0,163668044
101.0,102.0,100.0,100.0,228471412
103.0,103.0,100.0,101.0,124998905
102.0,103.0,102.0,103.0,11501685
102.0,104.0,102.0,102.0,263169921
101.0,103.0,100.0,102.0,88337503
100.0,101.0,99.0,101.0,71570893
102.0,102.0,100.0,100.0,42000282
102.0,102.0,100.0,102.0,40983066
101.0,102.0,100.0,102.0,33279198
