date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-19,0.0,0,0.0
2026-02-20,0.541,0,0.27
2026-02-23,0.0,0,0.0
2026-02-24,0.0,0,0.0
2026-02-25,0.609,0,0.304
2026-02-26,0.0,0,0.0
2026-02-27,0.0,0,0.0
2026-03-03,1.365,0,0.682
2026-03-04,1.613,0,0.806
2026-03-05,0.0,0,0.0
2026-03-06,0.0,0,0.0
2026-03-09,0.614,0,0.307
2026-03-10,0.0,0,0.0
2026-03-11,1.283,1,1.142
2026-03-12,0.0,0,0.0
2026-03-13,0.526,0,0.263
2026-03-16,0.49,0,0.245
2026-03-17,0.0,0,0.0
2026-03-18,0.0,0,0.0
2026-03-19,0.0,0,0.0
2026-03-20,1.007,0,0.503
2026-03-23,1.116,0,0.558
2026-03-24,0.0,0,0.0
2026-03-25,0.0,0,0.0
2026-03-26,0.0,1,0.5
2026-03-27,0.0,0,0.0
2026-03-30,0.636,0,0.318
2026-03-31,0.906,0,0.453
2026-04-01,0.0,0,0.0
2026-04-02,1.003,0,0.501
2026-04-03,0.0,0,0.0
2026-04-06,0.0,0,0.0
2026-04-07,0.657,0,0.328
2026-04-08,0.0,0,0.0
2026-04-09,1.037,0,0.518
2026-04-10,0.76,0,0.38
2026-04-13,0.819,0,0.41
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.0,0,0.0
2026-04-17,0.0,0,0.0
2026-04-20,0.0,0,0.0
2026-04-21,0.0,0,0.0
2026-04-22,1.182,0,0.591
2026-04-23,0.0,0,0.0
2026-04-24,0.0,0,0.0
2026-04-27,0.0,0,0.0
2026-04-28,0.0,0,0.0
2026-04-29,0.0,0,0.0
2026-04-30,0.832,0,0.416
2026-05-04,0.0,0,0.0
2026-05-06,0.939,0,0.47
2026-05-07,0.94,0,0.47
2026-05-08,1.516,1,1.258
2026-05-11,1.119,0,0.56
2026-05-12,0.0,0,0.0
2026-05-13,0.0,1,0.5
2026-05-14,0.0,0,0.0
2026-05-15,0.83,1,0.915
2026-05-18,0.565,1,0.782
2026-05-19,0.0,0,0.0
2026-07-21,0.0,0,0.0
