date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source
2021-08-12,9711.0,2319,0,0,0.0,0.0,,0.0,ohlcv_proxy
2021-08-13,9652.0,3087,0,0,0.0,0.0,,0.0,ohlcv_proxy
2021-08-17,9347.0,2879,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-18,9376.0,3120,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-19,9035.0,30789,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2021-08-20,8684.0,5929,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2021-08-23,8995.0,7451,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2021-08-24,9247.0,15735,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-25,9227.0,1246,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-26,9312.0,21878,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-27,9242.0,2110,0,0,-0.0,0.0,-0.02137,0.0,ohlcv_proxy
2021-08-30,9282.0,1619,0,0,-0.0,0.0,-0.016531,0.0,ohlcv_proxy
2021-08-31,9312.0,873,0,0,-0.0,0.0,-0.014208,0.0,ohlcv_proxy
2021-09-01,9337.0,2657,0,0,0.0,0.0,-0.013196,0.0,ohlcv_proxy
2021-09-02,9267.0,1984,0,0,-0.0,0.0,-0.013563,0.0,ohlcv_proxy
2021-09-03,9227.0,10979,0,0,-0.0,0.0,-0.014505,0.0,ohlcv_proxy
2021-09-06,9277.0,947,0,0,-0.0,0.0,-0.002738,0.0,ohlcv_proxy
2021-09-07,9352.0,959,0,0,0.0,0.0,0.004296,0.0,ohlcv_proxy
2021-09-08,9163.0,2765,0,0,-0.0,0.0,0.003813,0.0,ohlcv_proxy
2021-09-09,9158.0,1695,0,0,-0.0,0.0,0.003703,0.0,ohlcv_proxy
2021-09-10,9055.0,4895,0,0,-0.0,0.0,-0.003235,0.0,ohlcv_proxy
2021-09-13,8916.0,2074,0,0,-0.0,0.0,-0.006696,0.0,ohlcv_proxy
2021-09-14,9143.0,2010,0,0,-0.0,0.0,-0.007383,0.0,ohlcv_proxy
2021-09-15,9104.0,3075,0,0,-0.0,0.0,-0.007871,0.0,ohlcv_proxy
2021-09-16,9045.0,1180,0,0,-0.0,0.0,-0.013092,0.0,ohlcv_proxy
2021-09-17,9070.0,997,0,0,-0.0,0.0,-0.016289,0.0,ohlcv_proxy
2021-09-23,9133.0,1458,0,0,-0.0,0.0,-0.013212,0.0,ohlcv_proxy
2021-09-24,9118.0,4261,0,0,-0.0,0.0,-0.012259,0.0,ohlcv_proxy
2021-09-27,9347.0,23016,0,0,0.0,0.1,0.003828,0.0,ohlcv_proxy
2021-09-28,9381.0,6743,0,0,0.0,0.2,0.007275,0.0,ohlcv_proxy
2021-09-29,9376.0,5171,0,0,0.0,0.2,0.007868,0.0,ohlcv_proxy
2021-09-30,9701.0,19213,0,0,1e-06,0.3,0.012086,0.0,ohlcv_proxy
2021-10-01,9629.0,9021,0,0,0.0,0.2,0.014478,0.0,ohlcv_proxy
2021-10-05,9701.0,7480,0,0,0.0,0.2,0.023206,0.0,ohlcv_proxy
2021-10-06,9529.0,5841,0,0,0.0,0.2,0.024624,0.0,ohlcv_proxy
2021-10-07,9909.0,21176,0,0,1e-06,0.3,0.025707,0.0,ohlcv_proxy
2021-10-08,9831.0,8741,0,0,0.0,0.3,0.026379,0.0,ohlcv_proxy
2021-10-12,9534.0,9399,0,0,0.0,0.3,0.02429,0.0,ohlcv_proxy
2021-10-13,9589.0,5085,0,0,0.0,0.2,0.022385,0.0,ohlcv_proxy
2021-10-14,9786.0,6845,0,0,0.0,0.1,0.023821,0.0,ohlcv_proxy
2021-10-15,9998.0,6972,0,0,1e-06,0.1,0.016405,0.0,ohlcv_proxy
2021-10-18,10245.0,83068,0,0,1e-06,0.1,0.028549,0.0,ohlcv_proxy
2021-10-19,10467.0,137948,0,0,1e-06,0.3,0.026268,0.0,ohlcv_proxy
2021-10-20,10764.0,268802,0,0,1e-06,0.4,0.019403,0.0,ohlcv_proxy
2021-10-21,10839.0,198584,0,0,1e-06,0.5,0.016332,0.0,ohlcv_proxy
2021-10-22,10874.0,188587,0,0,1e-06,0.5,0.014187,0.0,ohlcv_proxy
2021-10-25,10706.0,151860,0,0,1e-06,0.4,0.015992,0.0,ohlcv_proxy
2021-10-26,11021.0,152287,0,0,1e-06,0.5,0.018528,0.0,ohlcv_proxy
2021-10-27,11145.0,222540,0,0,1e-06,0.6,0.018541,0.0,ohlcv_proxy
2021-10-28,10834.0,237703,0,0,1e-06,0.5,0.016247,0.1,ohlcv_proxy
2021-10-29,10878.0,122978,0,0,1e-06,0.5,0.015481,0.1,ohlcv_proxy
2021-11-01,10983.0,93234,0,0,1e-06,0.4,0.017836,0.1,ohlcv_proxy
2021-11-02,11116.0,157685,0,0,1e-06,0.4,0.016685,0.1,ohlcv_proxy
2021-11-03,10898.0,77938,0,0,0.0,0.3,0.010516,0.1,ohlcv_proxy
2021-11-04,10997.0,107803,0,0,0.0,0.2,0.014452,0.1,ohlcv_proxy
2021-11-05,11170.0,97527,0,0,1e-06,0.1,0.017746,0.1,ohlcv_proxy
2021-11-08,11392.0,432475,0,0,1e-06,0.3,0.025847,0.1,ohlcv_proxy
2021-11-09,11492.0,179815,0,0,1e-06,0.2,0.028901,0.1,ohlcv_proxy
2021-11-10,11377.0,109927,0,0,1e-06,0.1,0.031247,0.1,ohlcv_proxy
2021-11-11,11487.0,189610,0,0,1e-06,0.2,0.034128,0.0,ohlcv_proxy
2021-11-12,11570.0,335394,0,0,1e-06,0.3,0.034826,0.0,ohlcv_proxy
2021-11-15,11729.0,145543,0,0,1e-06,0.3,0.037221,0.0,ohlcv_proxy
2021-11-16,11901.0,348272,0,0,1e-06,0.3,0.039086,0.0,ohlcv_proxy
2021-11-17,12148.0,630456,0,0,1e-06,0.4,0.041689,0.0,ohlcv_proxy
2021-11-18,12198.0,283832,0,0,1e-06,0.4,0.042786,0.0,ohlcv_proxy
2021-11-19,11991.0,274589,0,0,1e-06,0.4,0.04466,0.0,ohlcv_proxy
2021-11-22,11507.0,301367,0,0,0.0,0.3,0.036825,0.0,ohlcv_proxy
2021-11-23,11323.0,224759,0,0,-0.0,0.3,0.030196,0.0,ohlcv_proxy
2021-11-24,11225.0,122913,0,0,-0.0,0.3,0.012425,0.0,ohlcv_proxy
2021-11-25,11101.0,124418,0,0,-0.0,0.3,-0.007455,0.0,ohlcv_proxy
2021-11-26,10769.0,94612,0,0,-0.0,0.2,-0.027676,0.0,ohlcv_proxy
2021-11-29,10706.0,36921,0,0,-0.0,0.2,-0.040917,0.0,ohlcv_proxy
2021-11-30,10453.0,63943,0,0,-1e-06,0.1,-0.057765,0.0,ohlcv_proxy
2021-12-01,10414.0,44324,0,0,-1e-06,0.0,-0.071649,0.0,ohlcv_proxy
2021-12-02,10058.0,39043,0,0,-1e-06,0.0,-0.092869,0.0,ohlcv_proxy
2021-12-03,10472.0,48713,0,0,-0.0,0.0,-0.101997,0.0,ohlcv_proxy
2021-12-06,10265.0,6448,0,0,-1e-06,0.0,-0.10867,0.0,ohlcv_proxy
2021-12-07,10350.0,10868,0,0,-0.0,0.0,-0.11219,0.0,ohlcv_proxy
2021-12-08,10325.0,38439,0,0,-0.0,0.0,-0.11404,0.0,ohlcv_proxy
2021-12-09,10502.0,30700,0,0,-0.0,0.0,-0.103884,0.0,ohlcv_proxy
2021-12-10,10390.0,5823,0,0,-0.0,0.0,-0.106816,0.0,ohlcv_proxy
2021-12-13,10205.0,12144,0,0,-0.0,0.0,-0.107172,0.0,ohlcv_proxy
2021-12-14,10148.0,7026,0,0,-0.0,0.0,-0.10489,0.0,ohlcv_proxy
2021-12-15,10113.0,3038,0,0,-0.0,0.0,-0.087776,0.0,ohlcv_proxy
2021-12-16,10152.0,5552,0,0,-0.0,0.0,-0.088718,0.0,ohlcv_proxy
2021-12-17,10073.0,2007,0,0,-0.0,0.0,-0.077973,0.0,ohlcv_proxy
2021-12-20,9886.0,7608,0,0,-1e-06,0.0,-0.073398,0.0,ohlcv_proxy
2021-12-21,10068.0,4214,0,0,-0.0,0.0,-0.062627,0.0,ohlcv_proxy
2021-12-22,10182.0,177273,0,0,-0.0,0.1,-0.031682,0.0,ohlcv_proxy
2021-12-23,10172.0,11100,0,0,-0.0,0.1,-0.020333,0.0,ohlcv_proxy
2021-12-24,10275.0,4198,0,0,-0.0,0.1,-0.01367,0.0,ohlcv_proxy
2021-12-27,10245.0,2164,0,0,-0.0,0.1,-0.009841,0.0,ohlcv_proxy
2021-12-28,10532.0,36652,0,0,0.0,0.1,-0.003903,0.0,ohlcv_proxy
2021-12-29,10444.0,8982,0,0,0.0,0.1,0.015537,0.0,ohlcv_proxy
2021-12-30,10487.0,2461,0,0,0.0,0.1,0.018844,0.0,ohlcv_proxy
2022-01-03,10612.0,54612,0,0,0.0,0.2,0.024113,0.0,ohlcv_proxy
2022-01-04,10365.0,50205,0,0,-0.0,0.1,0.017732,0.1,ohlcv_proxy
2022-01-05,10023.0,24699,0,0,-0.0,0.1,0.010349,0.1,ohlcv_proxy
2022-01-06,9554.0,24267,0,0,-1e-06,0.0,0.001172,0.1,ohlcv_proxy
2022-01-07,9701.0,6433,0,0,-1e-06,0.0,0.000994,0.1,ohlcv_proxy
2022-01-10,9514.0,20496,0,0,-1e-06,0.0,-0.022863,0.1,ohlcv_proxy
2022-01-11,9449.0,1590,0,0,-1e-06,0.0,-0.04876,0.1,ohlcv_proxy
2022-01-12,9614.0,4774,0,0,-0.0,0.0,-0.062452,0.1,ohlcv_proxy
2022-01-13,9519.0,1998,0,0,-1e-06,0.0,-0.062158,0.1,ohlcv_proxy
2022-01-14,9381.0,2180,0,0,-1e-06,0.0,-0.065957,0.1,ohlcv_proxy
2022-01-17,9302.0,2663,0,0,-1e-06,-0.1,-0.069317,0.1,ohlcv_proxy
2022-01-18,9237.0,7282,0,0,-1e-06,0.0,-0.077272,0.0,ohlcv_proxy
2022-01-19,9099.0,5558,0,0,-1e-06,0.0,-0.089581,0.0,ohlcv_proxy
2022-01-20,9464.0,12196,0,0,-0.0,0.0,-0.078945,0.0,ohlcv_proxy
2022-01-21,9439.0,10179,0,0,-0.0,0.0,-0.073714,0.0,ohlcv_proxy
2022-01-24,9050.0,34387,0,0,-1e-06,-0.1,-0.077491,0.1,ohlcv_proxy
2022-01-25,8793.0,9311,0,0,-1e-06,-0.1,-0.079847,0.1,ohlcv_proxy
2022-01-26,8545.0,11580,0,0,-1e-06,-0.1,-0.076639,0.1,ohlcv_proxy
