date,rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency,year,report_type,thstrm_add_amount,frmtrm_add_amount
2023-12-31,20241230000635,11014,2023,688996,105560,OFS,재무제표,IS,손익계산서,순수수료손익,제 16 기3분기,2023.01.01 ~ 2023.09.30,"-2,139,000,000",제 15 기3분기,2022.01.01 ~ 2022.09.30,"-963,000,000",,,,68,KRW,2023,3Q,"-6,475,000,000","-5,098,000,000"
2024-12-31,20241114002984,11014,2024,688996,105560,OFS,재무제표,IS,손익계산서,순수수료손익,제 17 기3분기,2024.01.01 ~ 2024.09.30,"-1,193,000,000",제 16 기3분기,2023.01.01 ~ 2023.09.30,"-2,139,000,000",,,,68,KRW,2024,3Q,"-4,759,000,000","-6,475,000,000"
2025-12-31,20251114003011,11014,2025,688996,105560,OFS,재무제표,IS,손익계산서,순수수료손익,제 18 기3분기,2025.01.01 ~ 2025.09.30,"-1,476,000,000",제 17 기3분기,2024.01.01 ~ 2024.09.30,"-1,193,000,000",,,,68,KRW,2025,3Q,"-4,819,000,000","-4,759,000,000"
