date,rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency,year,report_type,thstrm_add_amount,frmtrm_add_amount
2017-12-31,20171114001806,11014,2017,877059,207940,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 7 기3분기,2017.01.01 ~ 2017.09.30,"-31,699,167,213",제 6 기3분기,2016.01.01 ~ 2016.09.30,"-44,105,310,635",,,,30,KRW,2017,3Q,"-86,871,138,521","-119,841,894,389"
2018-12-31,20190314001332,11014,2018,877059,207940,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 8 기3분기,2018.01.01 ~ 2018.09.30,"-25,678,643,137",제 7 기3분기,2017.01.01 ~ 2017.09.30,"-37,990,859,508",,,,28,KRW,2018,3Q,"-94,165,849,723","-106,913,619,179"
2019-12-31,20191114001378,11014,2019,877059,207940,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 9 기3분기,2019.01.01 ~ 2019.09.30,"44,143,524,407",제 8 기3분기,2018.01.01 ~ 2018.09.30,"-26,982,596,967",,,,30,KRW,2019,3Q,"-7,717,827,464","-93,172,466,805"
2020-12-31,20201116001280,11014,2020,877059,207940,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 10 기3분기,2020.01.01 ~ 2020.09.30,"40,015,216,741",제 9 기3분기,2019.01.01 ~ 2019.09.30,"21,361,518,736",,,,30,KRW,2020,3Q,"149,892,121,822","-27,920,772,432"
2021-12-31,20211115002085,11014,2021,877059,207940,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 11 기3분기,2021.01.01 ~ 2021.09.30,"134,253,008,068",제 10 기3분기,2020.01.01 ~ 2020.09.30,"40,015,216,741",,,,30,KRW,2021,3Q,"326,163,240,212","149,892,121,822"
2022-12-31,20221114002081,11014,2022,877059,207940,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 12 기3분기,2022.01.01 ~ 2022.09.30,"129,570,399,916",제 11 기3분기,2021.01.01 ~ 2021.09.30,"134,253,008,068",,,,30,KRW,2022,3Q,"372,697,706,475","326,163,240,212"
2023-12-31,20231114002501,11014,2023,877059,207940,OFS,재무제표,IS,손익계산서,총포괄손익,제 13 기3분기,2023.01.01 ~ 2023.09.30,"282,314,896,543",제 12 기3분기,2022.01.01 ~ 2022.09.30,"129,743,489,925",,,,64,KRW,2023,3Q,"657,504,831,453","371,815,848,511"
2024-12-31,20241114002286,11014,2024,877059,207940,OFS,재무제표,IS,손익계산서,총포괄손익,제 14 기3분기,2024.01.01 ~ 2024.09.30,"322,991,004,991",제 13 기3분기,2023.01.01 ~ 2023.09.30,"282,314,896,543",,,,64,KRW,2024,3Q,"778,270,258,369","657,504,831,453"
2025-12-31,20251114001632,11014,2025,877059,207940,OFS,재무제표,IS,손익계산서,총포괄손익,제 15 기3분기,2025.01.01 ~ 2025.09.30,"495,956,423,002",제 14 기3분기,2024.01.01 ~ 2024.09.30,"322,991,004,991",,,,64,KRW,2025,3Q,"1,148,140,597,303","778,270,258,369"
