date,rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency,year,report_type,thstrm_add_amount,frmtrm_add_amount
2023-12-31,20231114001992,11014,2023,382199,55550,OFS,재무제표,IS,손익계산서,순수수료손익,제 23 기3분기,2023.01.01 ~ 2023.09.30,"17,343,000,000",제 22 기3분기,2022.01.01 ~ 2022.09.30,"18,387,000,000",,,,68,KRW,2023,3Q,"51,744,000,000","52,308,000,000"
2024-12-31,20241114001711,11014,2024,382199,55550,OFS,재무제표,IS,손익계산서,순수수료손익,제 24 기3분기,2024.01.01 ~ 2024.09.30,"17,426,000,000",제 23 기3분기,2023.01.01 ~ 2023.09.30,"17,343,000,000",,,,68,KRW,2024,3Q,"52,761,000,000","51,744,000,000"
2025-12-31,20251114002208,11014,2025,382199,55550,OFS,재무제표,IS,손익계산서,순수수료손익,제 25 기3분기,2025.01.01 ~ 2025.09.30,"17,642,000,000",제 24 기3분기,2024.01.01 ~ 2024.09.30,"17,426,000,000",,,,68,KRW,2025,3Q,"52,581,000,000","52,761,000,000"
