date,rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency,year,report_type,thstrm_add_amount,frmtrm_add_amount
2023-12-31,20231114002055,11014,2023,137997,1500,OFS,재무제표,IS,손익계산서,영업비용,제 70 기3분기,2023.01.01 ~ 2023.09.30,"304,716,973,695",제 69 기3분기,2022.01.01 ~ 2022.09.30,"390,377,018,462",,,,66,KRW,2023,3Q,"1,063,342,066,126","879,691,070,131"
2024-12-31,20241114001935,11014,2024,137997,1500,OFS,재무제표,IS,손익계산서,영업비용,제 71 기3분기,2024.01.01 ~ 2024.09.30,"227,370,000,000",제 70 기3분기,2023.01.01 ~ 2023.09.30,"304,715,000,000",,,,66,KRW,2024,3Q,"1,092,362,000,000","1,063,340,000,000"
2025-12-31,20251114001015,11014,2025,137997,1500,OFS,재무제표,IS,손익계산서,순수수료손익,제 72 기3분기,2025.01.01 ~ 2025.09.30,"59,906,000,000",제 71 기3분기,2024.01.01 ~ 2024.09.30,"47,302,000,000",,,,68,KRW,2025,3Q,"152,980,000,000","122,272,000,000"
