year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,548972000000,859667000000,16970859000000,17278792000000,548972000000,16970859000000,-0.0178,-0.3614,0.0,-0.4196,-1.0
2021,Q4,753504000000,548972000000,18065534000000,16970859000000,753504000000,18065534000000,0.0645,0.3726,0.0,0.427,1.0
2022,Q4,574902000000,753504000000,21239082000000,18065534000000,574902000000,21239082000000,0.1757,-0.237,0.0,-0.3216,-1.0
2023,Q4,785430000000,574902000000,29651357000000,21239082000000,785430000000,29651357000000,0.3961,0.3662,0.0,0.4228,1.0
2024,Q1,250913000000.0,0,8545258000000.0,0.0,250913000000.0,8545258000000.0,0,250913000000.0,0.0,0.0,0.0
2024,Q2,147303000000.0,0,8621236000000.0,0.0,147303000000.0,8621236000000.0,0,147303000000.0,0.0,0.0,0.0
2024,Q3,114291000000.0,0,8256906000000.0,0.0,114291000000.0,8256906000000.0,0,114291000000.0,0.0,0.0,0.0
2024,Q4,-1263420000000,785430000000,32670268000000,29651357000000,-1263420000000,32670268000000,0.1018,-2.6086,0.0,-0.8392,-1.0
2025,Q1,213697000000.0,0,7455579000000.0,0.0,213697000000.0,7455579000000.0,0,213697000000.0,0.0,0.0,0.0
2025,Q2,217001000000.0,0,7720720000000.0,0.0,217001000000.0,7720720000000.0,0,217001000000.0,0.0,0.0,0.0
2025,Q3,103538000000.0,0,7826469000000.0,0.0,103538000000.0,7826469000000.0,0,103538000000.0,0.0,0.0,0.0
2025,Q4,653006000000,-1263420000000,31062912000000,32670268000000,653006000000,31062912000000,-0.0492,1.5169,0.0,0.7521,1.0
