날짜,Open,High,Low,Close,Volume
2016-01-04,97396,97800,97396,97800,1005
2016-01-05,97808,97808,96974,97442,2135
2016-01-06,97451,97724,97435,97597,5644
2016-01-07,97817,98040,97800,97895,695
2016-01-08,97895,97895,97622,97622,11604
2016-01-11,96957,97808,96957,97729,86
2016-01-12,97729,97903,97641,97767,200
2016-01-13,97771,97803,97771,97803,64
2016-01-14,98009,98103,97855,97891,1044
2016-01-15,97855,97855,97583,97583,17
2016-01-18,97907,97907,97907,97907,438
2016-01-19,97687,97888,97426,97492,411
2016-01-20,98049,98049,97646,97949,1510
2016-01-21,98073,98073,97879,97879,608
2016-01-22,98058,98091,97720,97720,494
2016-01-25,97733,97879,97733,97879,604
2016-01-26,98164,98210,98116,98178,456
2016-01-27,98053,98091,97916,97995,1537
2016-01-28,97995,97995,97875,97985,237
2016-01-29,97937,98236,97738,98236,1701
2016-02-01,98311,98780,98311,98780,244
2016-02-02,98996,99184,98573,98856,884
2016-02-03,99162,99174,99130,99130,1367
2016-02-04,99115,99188,98917,99188,1911
2016-02-05,99370,99370,99112,99112,85
2016-02-11,99702,100026,99702,100026,1382
2016-02-12,100034,100200,99920,99920,51
2016-02-15,100085,100085,99473,99620,552
2016-02-16,99615,100151,99448,100114,4586
2016-02-17,100039,100039,99890,99978,264
2016-02-18,99920,99920,99720,99894,83
2016-02-19,100039,100039,99841,99841,144
2016-02-22,99743,99743,99543,99743,295
2016-02-23,100283,100283,99734,99802,13
2016-02-24,99802,99802,99396,99765,963
2016-02-25,99794,99794,99661,99785,52
2016-02-26,99869,100034,99814,100034,155
2016-02-29,99960,100080,99960,100064,54
2016-03-02,100026,100026,99769,99769,144
2016-03-03,100351,100351,99328,99469,1167
2016-03-04,99356,99356,99283,99283,103
2016-03-07,99679,99679,99196,99287,112
2016-03-08,99574,99574,99574,99574,14
2016-03-09,99732,99732,99453,99523,914
2016-03-10,99462,99462,99207,99430,895
2016-03-11,99425,99425,99027,99112,742
2016-03-14,98975,98975,98719,98939,656
2016-03-15,98964,99055,98964,99055,185
2016-03-16,99055,99055,98875,99018,560
2016-03-17,99269,99387,99263,99387,3977
2016-03-18,99392,99725,99392,99725,86
2016-03-21,99725,99823,99725,99814,152
2016-03-22,99561,99710,99561,99694,44
2016-03-23,99685,99685,99396,99406,1155
2016-03-24,99565,99725,99565,99640,615
2016-03-25,99623,99661,99623,99632,650
2016-03-28,99574,99811,99574,99694,664
2016-03-29,99890,99969,99890,99901,1311
2016-03-30,100218,100312,100185,100253,881
2016-03-31,100253,100253,99934,100135,860
2016-04-01,99697,100135,99697,100130,169
2016-04-04,100164,100276,100164,100185,131
2016-04-05,100185,100283,100102,100102,233
2016-04-06,100102,100244,99748,100192,2382
2016-04-07,99993,100117,99993,100030,371
2016-04-08,100239,100253,100018,100047,5606
2016-04-11,100034,100214,100021,100196,279
2016-04-12,100192,100192,100030,100192,65
2016-04-14,100009,100009,99732,99732,869
2016-04-15,99587,99794,99587,99794,193
2016-04-18,99702,100071,99702,99789,1809
2016-04-19,99674,99869,99637,99789,628
2016-04-20,100222,100222,99739,100026,3281
2016-04-21,100200,100200,99901,99948,1031
2016-04-22,99911,100009,99880,100009,1328
2016-04-25,99911,99916,99911,99916,3
2016-04-26,99916,100105,99843,100105,265
2016-04-27,100105,100105,100098,100102,172
2016-04-28,100188,100385,100102,100102,247
2016-04-29,100188,100302,100188,100262,1153
2016-05-02,100262,100271,100262,100267,743
2016-05-03,99943,100249,99943,100249,1038
2016-05-04,99440,100487,99440,100487,498
2016-05-09,99964,100496,99964,100496,126
2016-05-10,100496,100524,100404,100524,81
2016-05-11,100630,100630,100630,100630,21
2016-05-12,100630,100630,100607,100607,54
2016-05-13,100582,100582,100546,100558,608
2016-05-16,100504,100562,100499,100538,95
2016-05-17,100496,100496,100426,100426,160
2016-05-18,100317,100457,100292,100321,473
2016-05-19,100292,100292,99924,100076,2205
2016-05-20,100034,100375,100034,100375,2629
2016-05-23,100514,100514,100283,100302,1200
2016-05-24,100302,100487,100302,100479,28
2016-05-25,100579,100579,100496,100496,168
2016-05-26,100476,100487,100408,100476,68
2016-05-27,100385,100516,100385,100516,66
2016-05-30,99715,100397,99715,100330,1773
2016-05-31,100367,100429,100355,100355,391
2016-06-01,100492,100720,100492,100720,20
2016-06-02,100720,100904,100562,100695,793
2016-06-03,100904,100904,100699,100699,264
2016-06-07,101364,101364,100975,101173,27
2016-06-08,101318,101318,101039,101238,49
2016-06-09,101306,101488,101198,101488,420
2016-06-10,102423,102423,101480,101696,126
2016-06-13,101804,101876,101770,101876,745
2016-06-14,101780,101908,101750,101768,424
2016-06-15,101812,101851,101775,101804,23
2016-06-16,102058,102137,102058,102099,456
2016-06-17,102099,102099,101958,102095,185
2016-06-20,101780,101903,101717,101881,456
2016-06-21,101784,101826,101739,101812,1969
2016-06-22,101817,101862,101817,101829,273
2016-06-23,101826,101891,101729,101891,183
2016-06-24,101885,103029,101885,102710,8546
2016-06-27,102328,103357,102328,103101,531
2016-06-28,103101,103207,103101,103207,49
2016-06-29,103207,103305,103192,103263,279
2016-06-30,103324,103367,103138,103367,115
2016-07-01,103367,103810,103367,103810,189
2016-07-04,103857,103931,103762,103778,623
2016-07-05,103773,103960,103773,103887,28
2016-07-06,104484,104484,103887,103948,1839
2016-07-07,104861,104861,103927,104056,986
