날짜,시가,고가,저가,종가,거래량,등락률
2017-02-09,19088,19122,18969,19122,66870,-0.7216655417683402
2017-02-10,18991,19037,18585,18664,6752,-2.395146951155737
2017-02-13,18646,18834,18556,18811,3001,0.7876125160737247
2017-02-14,18877,18910,18464,18561,7739,-1.3290096220296634
2017-02-15,18561,18585,18529,18542,2632,-0.10236517429017833
2017-02-16,18617,18954,18585,18954,4121,2.2219825261568333
2017-02-17,18973,19231,18973,19231,3104,1.4614329429144244
2017-02-20,19252,19373,19182,19368,3370,0.7123914513025843
2017-02-21,19387,19456,19284,19456,6382,0.45435770342833537
2017-02-22,19532,19606,19434,19434,4454,-0.11307565789473685
2017-02-23,19378,19378,19055,19127,53510,-1.5797056704744263
2017-02-24,19168,19168,18677,18746,1220,-1.9919485543995399
2017-02-27,18668,18736,18469,18612,34876,-0.7148191614211031
2017-02-28,18787,18811,18719,18741,2913,0.6931012250161186
2017-03-02,18736,18751,18646,18733,315,-0.042687156501787525
2017-03-03,18719,18719,18491,18542,607,-1.0195910959269738
2017-03-06,18542,19117,18542,19112,4581,3.0741020386150364
2017-03-07,19093,19163,19055,19117,278,0.026161573880284637
2017-03-08,19206,19206,19019,19093,1440,-0.12554271067636136
2017-03-09,19163,19206,19064,19107,326,0.07332530246687267
2017-03-10,19011,19294,18991,19289,934,0.9525304862092427
2017-03-13,19439,19532,19341,19532,11894,1.259785369899943
2017-03-14,19657,19657,19443,19513,1390,-0.09727626459143969
2017-03-15,19243,19243,19187,19206,660,-1.5733101009583355
2017-03-16,19359,19359,19016,19122,1133,-0.43736332396126215
2017-03-17,19122,19122,18756,18910,63774,-1.1086706411463236
2017-03-20,18954,18954,18724,18910,66021,0.0
2017-03-21,19011,19046,18886,18886,1687,-0.12691697514542571
2017-03-22,18759,18969,18759,18928,477,0.2223869532987398
2017-03-23,19037,19037,18796,18924,4097,-0.021132713440405747
2017-03-24,19037,19122,19011,19107,14965,0.9670259987317692
2017-03-27,19211,19326,19211,19211,5419,0.5443031349767101
2017-03-28,19270,19289,19122,19275,5535,0.3331424704596325
2017-03-29,19368,19634,19368,19596,7024,1.6653696498054475
2017-03-30,19686,19686,19485,19591,43,-0.025515411308430293
2017-03-31,19700,19700,19498,19606,4325,0.07656576999642693
2017-04-03,19671,19981,19671,19981,4908,1.9126797919004388
2017-04-04,20070,20162,20005,20131,11337,0.7507131775186427
2017-04-05,20126,20131,19870,20044,5549,-0.4321692911430133
2017-04-06,19909,19981,19793,19861,12827,-0.9129914188784674
2017-04-07,19866,20084,19851,20084,5065,1.1228034842152963
2017-04-10,20122,20150,19803,19821,1542,-1.3095000995817567
2017-04-11,19842,20104,19764,19986,1739,0.8324504313606781
2017-04-12,19986,20005,19931,20005,1236,0.09506654658260782
2017-04-13,20053,20113,19957,20104,4799,0.49487628092976754
2017-04-14,20094,20218,20019,20019,583,-0.4228014325507362
2017-04-17,20199,20285,20195,20255,665,1.1788800639392578
2017-04-18,20326,20715,20318,20703,2303,2.2117995556652676
2017-04-19,20730,20753,20683,20683,2969,-0.09660435685649423
2017-04-20,20683,20688,20589,20633,3839,-0.2417444277909394
2017-04-21,20795,20795,20628,20710,2513,0.3731885813987302
2017-04-24,20815,20815,20614,20614,768,-0.4635441815548045
2017-04-25,20633,20703,20568,20703,1170,0.43174541573687786
2017-04-26,21059,21114,21017,21046,7902,1.6567647200888762
2017-04-27,21159,21159,20909,20953,3294,-0.4418891950964554
2017-04-28,20998,21120,20948,21012,6415,0.28158258960530713
2017-05-02,21173,21369,21173,21272,11847,1.237388159147154
2017-05-04,21314,21523,21314,21518,3871,1.1564497931553215
2017-05-08,21656,21846,21544,21846,2632,1.5243052328283297
2017-05-10,21950,22024,21609,21642,4270,-0.9338093930238945
2017-05-11,21700,22126,21690,22126,12444,2.236392200351169
2017-05-12,22005,22009,21836,21887,2315,-1.0801771671336888
2017-05-15,21906,22067,21887,22014,956,0.5802531182893955
2017-05-16,22116,22201,21742,21785,6285,-1.0402471154719724
2017-05-17,21766,21766,21642,21724,832,-0.2800091806288731
2017-05-18,21356,21780,21356,21780,3047,0.2577794144724728
2017-05-19,21770,21813,21675,21675,1365,-0.4820936639118457
2017-05-22,21813,21915,21800,21911,517,1.08881199538639
2017-05-23,22009,22009,21790,21865,12681,-0.2099402126785633
2017-05-24,21987,21987,21935,21945,1679,0.3658815458495312
2017-05-25,22076,22076,21624,21695,6877,-1.1392116655274551
2017-05-26,21817,21891,21715,21891,1676,0.9034339709610509
2017-05-29,22126,22294,21983,22081,18677,0.8679365949476954
2017-05-30,22192,22327,22024,22210,15088,0.5842126715275576
2017-05-31,22210,22388,22131,22262,272281,0.23412877082395317
2017-06-01,22262,22262,22113,22238,1787,-0.10780702542449017
2017-06-02,22388,22505,22388,22456,11247,0.9803039841712385
2017-06-05,22668,22668,22362,22417,1287,-0.17367296045600286
2017-06-07,22398,22649,22327,22649,3142,1.034928848641656
2017-06-08,22739,23015,22649,23015,3927,1.6159653847852002
2017-06-09,23138,23377,23024,23377,1326,1.572887247447317
2017-06-12,23081,23133,22664,22744,6940,-2.707789707832485
2017-06-13,22739,22907,22739,22907,29313,0.7166725290186423
2017-06-14,23171,23268,23044,23049,5456,0.6198978478194438
2017-06-15,23095,23095,22645,23044,2134,-0.021692915093930322
2017-06-16,23044,23254,23029,23222,1748,0.7724353410866169
2017-06-19,23391,23742,23349,23742,2631,2.23925587804668
2017-06-20,24063,24068,23458,23523,82269,-0.9224159716957291
2017-06-21,23405,23551,23077,23466,58688,-0.24231603111847977
2017-06-22,23727,23732,23405,23448,8316,-0.0767067246228586
2017-06-23,23461,23771,23368,23766,2520,1.3561924257932445
2017-06-26,23911,24468,23911,24468,88954,2.953799545569301
2017-06-27,24571,24862,24428,24760,14135,1.19339545528854
2017-06-28,24616,24933,24291,24334,15880,-1.7205169628432957
2017-06-29,24616,24665,24301,24509,3100,0.719158379222487
2017-06-30,24129,24395,24129,24395,6126,-0.4651352564364111
2017-07-03,24363,24363,23632,23732,19802,-2.7177700348432055
2017-07-04,23613,23915,23395,23622,39430,-0.4635091859093207
2017-07-05,23618,24134,23618,24082,9677,1.9473372280077894
2017-07-06,24334,24334,23997,24246,3777,0.6810065609168674
2017-07-07,24100,24349,23930,24181,7190,-0.26808545739503425
2017-07-10,24213,24213,23920,24157,44959,-0.09925147843348084
2017-07-11,24228,24320,24171,24320,3318,0.6747526596845634
2017-07-12,24410,24473,24325,24349,4582,0.11924342105263158
2017-07-13,24621,25088,24596,25008,16402,2.7064766520185635
2017-07-14,25177,25334,24946,25023,6234,0.05998080614203454
2017-07-17,25248,25273,25083,25273,4000,0.9990808456220277
2017-07-18,25238,25500,25162,25466,7487,0.7636608238040596
2017-07-19,25561,25797,25561,25797,4538,1.2997722453467369
2017-07-20,25939,26036,25782,25997,34457,0.775283947745862
2017-07-21,25929,25944,25661,25905,9530,-0.35388698696003384
2017-07-24,25857,26291,25857,26215,10563,1.1966801775718972
2017-07-25,26245,26245,25284,25293,34241,-3.5170703795536906
2017-07-26,25339,25424,24504,24631,17823,-2.6173249515676273
2017-07-27,24839,25200,24661,24900,12089,1.0921196865738299
2017-07-28,24661,24661,23723,23894,67759,-4.040160642570282
2017-07-31,23603,24105,23542,24105,13033,0.8830668787143215
2017-08-01,24048,24270,23925,24077,3020,-0.11615847334577889
2017-08-02,24463,24616,24381,24616,7345,2.238650994725256
2017-08-03,24481,24481,23532,23585,12635,-4.188332791680208
2017-08-04,23866,23866,23077,23353,5531,-0.9836760652957388
2017-08-07,23420,23532,23291,23438,3555,0.36397893204299236
2017-08-08,23641,23851,23410,23851,12562,1.7620957419575047
2017-08-09,23598,23641,23301,23306,50903,-2.285019496037902
2017-08-10,23232,23420,22848,23217,26795,-0.3818759117823737
2017-08-11,22466,22931,22461,22554,9306,-2.8556661067321363
2017-08-14,22926,23207,22889,23207,2385,2.895273565664627
2017-08-16,23723,23723,23349,23349,66173,0.6118843452406602
2017-08-17,23489,23719,23489,23714,8326,1.5632361128956274
2017-08-18,23301,23903,23296,23826,11597,0.4722948469258666
2017-08-21,23826,23944,23752,23752,5507,-0.3105850751280114
2017-08-22,23939,24038,23886,24001,3154,1.0483327719770967
2017-08-23,24232,24232,24072,24181,91581,0.7499687513020291
2017-08-24,24129,24270,24082,24166,4576,-0.06203217402092552
2017-08-25,24251,24251,24095,24193,5426,0.11172722006124307
2017-08-28,24193,24237,23831,24006,3173,-0.7729508535526806
2017-08-29,23866,23939,23650,23889,15717,-0.4873781554611347
2017-08-30,24100,24100,24082,24082,2577,0.807903219054795
2017-08-31,24223,24291,24166,24291,1578,0.8678681172660078
2017-09-01,24301,24514,24208,24473,9192,0.7492486929315385
2017-09-04,23650,24134,23650,23944,8326,-2.1615658072161157
2017-09-05,24053,24100,23807,24100,5101,0.6515202138322753
2017-09-06,24091,24428,24091,24288,36285,0.7800829875518672
2017-09-07,24311,24711,24311,24504,5647,0.8893280632411068
2017-09-08,24683,24829,24552,24606,1430,0.416258570029383
2017-09-11,24900,25046,24900,25042,91976,1.7719255466146469
2017-09-12,25315,25500,25238,25457,20935,1.657215877326092
2017-09-13,25609,25877,25466,25703,8385,0.966335389087481
2017-09-14,25743,25852,25605,25852,4843,0.5796988678364393
2017-09-15,25680,25892,25661,25892,9009,0.1547269070091289
2017-09-18,26165,26235,26107,26180,54635,1.1123126834543489
2017-09-19,26180,26180,25833,25905,14567,-1.050420168067227
2017-09-20,26074,26136,25703,25819,49950,-0.3319822428102683
2017-09-21,25814,25819,25273,25641,12028,-0.6894147720670823
2017-09-22,25590,25828,25276,25406,20281,-0.9165009165009165
2017-09-25,25288,25833,25288,25695,56737,1.1375265685271196
2017-09-26,25561,25706,25329,25420,78926,-1.0702471297917884
2017-09-27,25476,25762,25420,25632,52620,0.8339889850511409
2017-09-28,25838,25924,25600,25733,99020,0.3940387016229713
2017-09-29,25743,25809,25632,25743,5834,0.03886060700268138
2017-10-10,26188,26628,26061,26549,25891,3.130948218933302
2017-10-11,26637,26774,26572,26699,25963,0.5649930317526084
2017-10-12,26709,26742,26642,26689,149443,-0.03745458631409416
2017-10-13,26684,26684,25957,26083,15182,-2.270598373861891
2017-10-16,26151,26203,25496,25792,16036,-1.1156692098301577
2017-10-17,25806,26193,25806,25847,7031,0.21324441687344914
2017-10-18,25957,25957,25433,25710,12723,-0.5300421712384416
2017-10-19,25575,25939,25575,25767,32940,0.22170361726954493
2017-10-20,25857,26011,25777,25949,3463,0.7063298016843249
2017-10-23,26121,26156,26041,26156,4738,0.7977186018729046
2017-10-24,26151,26220,26036,26097,6381,-0.22556965896926134
2017-10-25,26031,26478,26031,26478,11803,1.4599379238992989
2017-10-26,26314,26314,25699,25706,9309,-2.9156280685852405
2017-10-27,25706,25767,25542,25724,2943,0.07002256282579943
2017-10-30,25997,26151,25882,25993,3462,1.0457160628207123
2017-10-31,26056,26525,26021,26488,21483,1.9043588658484976
2017-11-01,26609,26609,26333,26535,11144,0.1774388402295379
2017-11-02,26544,26544,26225,26225,4076,-1.1682683248539665
2017-11-03,26352,26421,26046,26380,5337,0.5910390848427073
2017-11-06,26455,26473,26291,26473,18604,0.3525398028809705
2017-11-07,26441,26614,26399,26483,7841,0.037774336116042764
2017-11-08,26436,26599,26404,26507,3745,0.09062417399841408
2017-11-09,26464,26464,26203,26362,10552,-0.547025314067982
2017-11-10,26329,26590,26329,26554,5518,0.7283210682042334
2017-11-13,26647,26709,26599,26694,8549,0.5272275363410409
2017-11-14,26769,27291,26769,27197,24990,1.884318573462201
2017-11-15,27320,27320,26779,26918,9207,-1.0258484391660845
2017-11-16,26923,27192,26628,27120,4109,0.7504272234192733
2017-11-17,27125,27257,27125,27201,13785,0.29867256637168144
2017-11-20,27272,27272,26872,27009,10225,-0.7058564023381494
2017-11-21,27177,27423,26961,27296,15199,1.0626087600429486
2017-11-22,27436,27720,27404,27705,18405,1.498388042203986
2017-11-23,27705,27705,27427,27602,9737,-0.3717740480057751
2017-11-24,27602,27812,27544,27812,3690,0.7608144337366858
2017-11-27,28067,28095,27247,27461,5544,-1.2620451603624334
2017-11-28,27362,27362,26837,27089,6266,-1.3546484104730345
2017-11-29,27085,27282,26966,27182,9852,0.34331278378677693
2017-11-30,26760,26760,26203,26203,39341,-3.6016481495107056
2017-12-01,26367,26436,26056,26333,5072,0.4961263977407167
2017-12-04,26512,26512,25772,26254,15972,-0.30000379751642425
2017-12-05,26102,26399,25914,26151,6080,-0.3923211701074122
2017-12-06,26259,26259,25636,25699,3916,-1.7284233872509653
2017-12-07,25792,25792,25032,25243,42138,-1.7743881084867117
2017-12-08,25349,25471,25263,25263,1451,0.07922988551281543
2017-12-11,25344,25814,25253,25814,1064,2.181055298262281
2017-12-12,25747,25747,25410,25551,1567,-1.0188269931045169
2017-12-13,25513,25757,25447,25757,780,0.8062306759030958
2017-12-14,25792,25905,25710,25809,1134,0.2018868657064099
2017-12-15,25728,25752,25442,25632,1078,-0.6858072765314426
2017-12-18,25728,25728,25369,25369,1044,-1.0260611735330838
2017-12-19,25532,25872,25532,25847,1951,1.8841893649729986
2017-12-20,25847,25977,25802,25833,1935,-0.054164893411227606
2017-12-21,25632,25632,25032,25063,1253,-2.9806836217241512
2017-12-22,25042,25720,25003,25706,1261,2.565534852172525
2017-12-26,25706,25867,25457,25476,46344,-0.8947327472185481
2017-12-27,25872,26136,25772,26136,15673,2.5906735751295336
2017-12-28,26107,26207,25977,26198,1573,0.23722069176614632
2018-01-02,26417,26417,26002,26151,6527,-0.17940300786319566
2018-01-03,26352,26507,26056,26175,92717,0.09177469312836985
2018-01-04,26305,26357,25743,25743,20294,-1.6504297994269341
2018-01-05,25814,26107,25814,25981,2616,0.9245231713475508
2018-01-08,26111,26111,25177,25461,25820,-2.001462607289943
2018-01-09,25424,25517,25204,25219,6000,-0.9504732728486706
2018-01-10,25248,25248,24651,24820,12827,-1.58214044966097
2018-01-11,24794,25315,24789,25315,8939,1.9943593875906527
2018-01-12,25204,25219,24646,25219,17703,-0.37922180525380206
2018-01-15,25058,25058,24807,25008,8301,-0.8366707641064277
2018-01-16,25037,25972,25037,25949,161199,3.7627959053103
