날짜,시가,고가,저가,종가,거래량,등락률
2016-10-26,9090,9095,8928,8982,4994,-2.2526934378060726
2016-10-27,8973,8999,8879,8982,6710,0.0
2016-10-28,8960,8977,8902,8977,1199,-0.055666889334224
2016-10-31,8875,8910,8842,8900,1470,-0.857747577141584
2016-11-01,8831,8957,8792,8958,1924,0.651685393258427
2016-11-02,8916,8955,8852,8893,1234,-0.7256083947309667
2016-11-03,8889,8948,8836,8950,898,0.6409535589789722
2016-11-04,8939,8939,8874,8877,450,-0.8156424581005586
2016-11-07,8976,9074,8976,9077,9395,2.2530134054297624
2016-11-08,9108,9122,9055,9087,12235,0.11016855789357717
2016-11-09,9123,9153,8655,8782,10603,-3.356443270606361
2016-11-10,8943,9044,8934,9030,5093,2.8239580961056707
2016-11-11,8999,9052,8907,8982,2324,-0.53156146179402
2016-11-14,8977,9065,8912,9047,9561,0.723669561344912
2016-11-15,9021,9153,8929,9126,4819,0.8732176412070299
2016-11-16,9238,9238,9084,9117,5349,-0.09861932938856016
2016-11-17,9069,9074,8987,9047,571,-0.767796424262367
2016-11-18,9036,9036,8935,8939,580,-1.1937658892450536
2016-11-21,8936,8981,8907,8909,1165,-0.3356080098445016
2016-11-22,8971,9052,8971,9056,4357,1.650016836906499
2016-11-23,9052,9119,9052,9110,5865,0.5962897526501767
2016-11-24,9054,9054,8888,8900,1943,-2.305159165751921
2016-11-25,8932,8941,8863,8919,1260,0.21348314606741575
2016-11-28,8876,8889,8809,8867,1385,-0.5830250028030048
2016-11-29,8862,8936,8862,8900,6920,0.37216645990752223
2016-11-30,8899,8899,8785,8859,220914,-0.4606741573033708
2016-12-01,8986,8999,8942,8973,1365,1.2868269556383338
2016-12-02,8967,8976,8871,8900,1446,-0.8135517664103422
2016-12-05,8897,8971,8862,8904,199,0.0449438202247191
2016-12-06,8972,9114,8972,9101,11433,2.2124887690925426
2016-12-07,9087,9114,9052,9106,850,0.0549390176903637
2016-12-08,9144,9296,9144,9298,15821,2.1084998901822973
2016-12-09,9263,9290,9203,9255,1189,-0.46246504624650464
2016-12-12,9333,9341,9206,9227,2403,-0.302539168017288
2016-12-13,9269,9308,9226,9311,221782,0.9103717351251761
2016-12-14,9323,9328,9218,9223,1840,-0.9451186768338525
2016-12-15,9153,9383,9153,9383,15331,1.734793451154722
2016-12-16,9371,9371,9275,9278,1743,-1.1190450815304274
2016-12-19,9312,9343,9283,9286,1311,0.08622547962923044
2016-12-20,9298,9298,9223,9255,56,-0.33383588197286235
2016-12-21,9308,9357,9308,9339,422,0.9076175040518639
2016-12-22,9357,9357,9299,9335,1608,-0.042831138237498664
2016-12-23,9339,9383,9312,9383,632,0.5141938939475094
2016-12-26,9386,9404,9335,9355,32321,-0.2984120217414473
2016-12-27,9352,9423,9352,9427,8094,0.7696419027258151
2016-12-28,9530,9554,9485,9537,2856,1.1668611435239207
2016-12-29,9482,9558,9444,9562,42804,0.26213694033763235
2017-01-02,9432,9596,9432,9599,3644,0.3869483371679565
2017-01-03,9605,9791,9592,9794,6256,2.0314616105844356
2017-01-04,9783,9788,9736,9776,3465,-0.1837859914233204
2017-01-05,9771,9771,9647,9691,6664,-0.8694762684124385
2017-01-06,9686,9778,9686,9730,1335,0.4024352492002889
2017-01-09,9726,9740,9682,9721,7766,-0.09249743062692703
2017-01-10,9676,9689,9637,9643,710,-0.8023865857422076
2017-01-11,9656,9912,9656,9916,18392,2.831069169345639
2017-01-12,9938,10020,9938,9967,14288,0.5143202904396934
2017-01-13,9965,10034,9960,9972,6588,0.05016554630279924
2017-01-16,9986,9986,9864,9944,7265,-0.2807862013638187
2017-01-17,9939,9999,9916,9955,2994,0.11061946902654868
2017-01-18,9961,9961,9811,9865,11729,-0.9040683073832245
2017-01-19,9889,9916,9774,9840,9689,-0.25342118601115055
2017-01-20,9810,9810,9691,9704,26139,-1.3821138211382114
2017-01-23,9760,9760,9700,9735,1123,0.3194558944765045
2017-01-24,9717,9727,9665,9730,4257,-0.05136106831022085
2017-01-25,9771,9789,9691,9721,633,-0.09249743062692703
2017-01-26,9734,9852,9726,9814,9357,0.9566916983849397
2017-01-31,9759,9759,9574,9594,5559,-2.2416955369879763
2017-02-01,9593,9731,9593,9735,11898,1.4696685428392746
2017-02-02,9711,9869,9711,9801,19609,0.6779661016949152
2017-02-03,9812,9835,9647,9651,2586,-1.5304560759106214
2017-02-06,9800,9800,9625,9651,4582,0.0
2017-02-07,9645,9645,9496,9500,3332,-1.564604704175733
2017-02-08,9538,9567,9462,9554,4014,0.5684210526315789
2017-02-09,9587,9616,9550,9609,3731,0.575675109901612
2017-02-10,9632,9810,9632,9814,4413,2.1334165886148404
2017-02-13,9822,9898,9810,9898,3642,0.8559201141226819
2017-02-14,9912,9922,9824,9845,10139,-0.5354617094362498
2017-02-15,9841,9912,9841,9916,1284,0.7211782630777044
2017-02-16,9913,9913,9760,9781,13913,-1.3614360629286002
2017-02-17,9777,9875,9777,9818,416,0.37828442899499026
2017-02-20,9805,9805,9678,9696,5761,-1.2426156039926666
2017-02-21,9714,9778,9710,9743,1573,0.4847359735973597
2017-02-22,9797,9797,9736,9761,3100,0.18474802422251874
2017-02-23,9756,9756,9735,9747,629,-0.1434279274664481
2017-02-24,9776,9789,9622,9626,2459,-1.2414076125987483
2017-02-27,9630,9630,9538,9634,585,0.083108248493663
2017-02-28,9629,9709,9611,9709,4341,0.7784928378658916
2017-03-02,9765,9770,9686,9735,14694,0.2677927695952209
2017-03-03,9726,9726,9581,9651,2954,-0.8628659476117103
2017-03-06,9620,9620,9426,9580,10226,-0.7356750595793182
2017-03-07,9578,9690,9549,9678,3221,1.022964509394572
2017-03-08,9625,9673,9607,9655,4989,-0.23765240752221534
2017-03-09,9641,9641,9537,9558,5397,-1.0046607975142414
2017-03-10,9554,9554,9480,9528,7926,-0.31387319522912743
2017-03-13,9521,9637,9521,9631,7367,1.081024349286314
2017-03-14,9677,9700,9630,9634,10140,0.03114941335271519
2017-03-15,9629,9691,9629,9696,50787,0.6435540793024704
2017-03-16,9779,9890,9775,9855,7147,1.6398514851485149
2017-03-17,9880,9880,9789,9879,3314,0.24353120243531204
2017-03-20,9877,9877,9824,9874,1316,-0.05061241016297195
2017-03-21,9903,10070,9903,10067,7836,1.954628316791574
2017-03-22,10010,10010,9850,9879,9880,-1.8674878315287573
2017-03-23,9896,9972,9873,9883,52970,0.04048992813037757
2017-03-24,9922,9922,9847,9850,1348,-0.33390670848932513
2017-03-27,9873,9873,9755,9776,1049,-0.751269035532995
2017-03-28,9920,9971,9920,9963,2564,1.9128477905073649
2017-03-29,10031,10062,9977,10062,3920,0.9936766034327009
2017-03-30,10061,10176,10049,10075,6983,0.12919896640826875
2017-03-31,10141,10219,10141,10185,11038,1.0918114143920596
2017-04-03,10198,10203,10105,10176,8456,-0.08836524300441827
2017-04-04,10060,10070,9965,9999,15015,-1.7393867924528301
2017-04-05,10027,10070,9934,10031,2528,0.32003200320032005
2017-04-06,9982,10017,9951,10022,633,-0.089721862227096
2017-04-07,10017,10026,9956,10026,1856,0.039912193175014966
2017-04-10,10014,10014,9847,9874,32505,-1.5160582485537601
2017-04-11,9877,9956,9873,9916,2236,0.42535953007899535
2017-04-12,9913,9941,9894,9944,559,0.28237192416296897
2017-04-13,9938,9938,9797,9840,5853,-1.0458567980691875
2017-04-14,9811,9829,9768,9798,4144,-0.426829268292683
2017-04-17,9860,9877,9806,9865,7848,0.6838130230659318
2017-04-18,9896,9896,9759,9818,12068,-0.476431829700963
2017-04-19,9801,9882,9790,9801,2109,-0.17315135465471582
2017-04-20,9798,9860,9750,9865,7589,0.6529945923885317
2017-04-21,9873,9901,9849,9888,7326,0.2331474911302585
2017-04-24,9898,9933,9863,9898,205874,0.10113268608414239
2017-04-25,9930,10045,9930,10048,212657,1.5154576682158012
2017-04-26,10078,10219,10078,10141,5030,0.9255573248407643
2017-04-27,10209,10209,10101,10136,1863,-0.04930480228774283
2017-04-28,10047,10047,9953,10006,2851,-1.282557221783741
2017-05-02,10002,10134,9997,10060,20854,0.5396761942834299
2017-05-04,10069,10141,10025,10028,16517,-0.31809145129224653
2017-05-08,10025,10121,9979,10122,3544,0.9373753490227364
2017-05-10,10181,10272,10052,10096,1109,-0.2568662319699664
2017-05-11,10115,10289,10115,10292,2242,1.941362916006339
2017-05-12,10327,10354,10281,10357,9868,0.6315584920326467
2017-05-15,10353,10358,10268,10326,2000,-0.29931447330308003
2017-05-16,10341,10397,10341,10389,3435,0.610110400929692
2017-05-17,10380,10380,10217,10249,3024,-1.3475791702762536
2017-05-18,10155,10246,10137,10249,2078,0.0
2017-05-19,10235,10285,10230,10279,3030,0.2927114840472241
2017-05-22,10295,10519,10295,10479,25551,1.945714563673509
2017-05-23,10503,10633,10503,10587,16062,1.030632693959347
2017-05-24,10612,10636,10556,10578,379170,-0.0850099178237461
2017-05-25,10587,10789,10587,10725,8501,1.3896766874645492
2017-05-26,10754,10790,10700,10793,14433,0.634032634032634
2017-05-29,10810,10981,10810,10892,21753,0.9172611878069118
2017-05-30,10890,10937,10778,10866,33659,-0.23870730811604846
2017-05-31,10863,10867,10749,10808,10633,-0.5337750782256581
2017-06-01,10788,10825,10713,10766,124576,-0.38860103626943004
2017-06-02,10762,10762,10596,10640,9640,-1.1703511053315996
2017-06-05,10636,10636,10512,10550,15810,-0.8458646616541353
2017-06-07,10552,10552,10462,10514,19922,-0.3412322274881517
2017-06-08,10487,10487,10331,10474,2146,-0.38044512079132586
2017-06-09,10471,10578,10471,10546,10233,0.687416459805232
2017-06-12,10583,10650,10476,10479,12679,-0.6353119666224161
2017-06-13,10513,10588,10503,10587,2449,1.030632693959347
2017-06-14,10574,10574,10381,10408,5604,-1.6907528100500613
2017-06-15,10380,10380,10173,10276,21020,-1.2682551883166795
2017-06-16,10388,10392,10332,10352,1989,0.7395873880887505
2017-06-19,10376,10430,10359,10399,2602,0.45401854714064915
2017-06-20,10393,10393,10318,10330,1809,-0.6635253389749014
2017-06-21,10268,10379,10186,10357,7118,0.26137463697967084
2017-06-22,10354,10413,10273,10415,8013,0.5600077242444723
2017-06-23,10411,10411,10322,10408,2007,-0.06721075372059529
2017-06-26,10402,10430,10350,10357,6966,-0.49000768639508074
2017-06-27,10370,10402,10322,10366,24840,0.08689775031379744
2017-06-28,10371,10403,10304,10317,7581,-0.4726992089523442
2017-06-29,10426,10426,10327,10366,9491,0.47494426674420853
2017-06-30,10313,10499,10304,10500,23647,1.2926876326451862
2017-07-03,10534,10605,10498,10600,167958,0.9523809523809524
2017-07-04,10659,10659,10430,10479,21589,-1.1415094339622642
2017-07-05,10472,10514,10389,10514,9021,0.33400133600534404
2017-07-06,10462,10474,10388,10469,3987,-0.4280007608902416
2017-07-07,10411,10465,10402,10465,3938,-0.03820804279300793
2017-07-10,10461,10539,10380,10542,13860,0.7357859531772575
2017-07-11,10539,10705,10539,10668,22097,1.1952191235059761
2017-07-12,10663,10699,10572,10635,19355,-0.3093363329583802
2017-07-13,10673,10803,10673,10766,14080,1.2317818523742359
2017-07-14,10767,10951,10767,10955,23217,1.7555266579973992
2017-07-17,11013,11016,10945,11016,10767,0.5568233683249658
2017-07-18,11020,11061,10944,11064,7151,0.4357298474945534
2017-07-19,11061,11061,10971,11016,6802,-0.43383947939262474
2017-07-20,11084,11178,11084,11173,21686,1.425199709513435
2017-07-21,11163,11191,11074,11136,12956,-0.33115546406515706
2017-07-24,11172,11212,11096,11216,7041,0.7183908045977011
2017-07-25,11211,11254,11132,11199,27192,-0.1515691868758916
2017-07-26,11264,11326,11101,11213,9257,0.12501116171086704
2017-07-27,11244,11340,11239,11302,6439,0.7937215731739944
2017-07-28,11295,11295,11139,11181,7135,-1.0706069722173066
2017-07-31,11126,11392,11126,11370,76980,1.6903675878722835
2017-08-01,11365,11593,11365,11515,225123,1.2752858399296394
2017-08-02,11504,11518,11422,11520,6575,0.04342162396873643
2017-08-03,11487,11487,11203,11289,20572,-2.0052083333333335
2017-08-04,11269,11645,11269,11636,23852,3.0737886438125606
2017-08-07,11654,11738,11555,11559,10060,-0.6617394293571675
2017-08-08,11555,11577,11364,11559,10821,0.0
2017-08-09,11434,11489,11395,11430,57520,-1.1160134959771606
2017-08-10,11408,11467,11241,11407,15151,-0.20122484689413822
2017-08-11,11148,11371,11140,11322,21207,-0.7451564828614009
2017-08-14,11408,11520,11408,11506,9220,1.6251545663310367
2017-08-16,11533,11533,11279,11352,7886,-1.338432122370937
2017-08-17,11304,11420,11284,11416,14815,0.5637773079633545
2017-08-18,11304,11471,11304,11444,5441,0.2452697967764541
2017-08-21,11542,11583,11480,11482,8694,0.33205173016427825
2017-08-22,11489,11655,11489,11649,7341,1.454450444173489
2017-08-23,11683,11683,11547,11597,11003,-0.4463902480899648
2017-08-24,11592,11791,11592,11746,9420,1.2848150383719927
2017-08-25,11739,11763,11628,11731,11906,-0.12770304784607525
2017-08-28,11739,11813,11699,11816,3586,0.7245759099820988
2017-08-29,11728,11812,11619,11794,11181,-0.1861882193635748
2017-08-30,11830,11981,11830,11983,17160,1.6025097507207056
2017-08-31,12087,12231,11969,12023,38988,0.3338062254861053
2017-09-01,12118,12118,11960,11973,84043,-0.41586958329867757
2017-09-04,11682,12020,11682,11947,9703,-0.21715526601520088
2017-09-05,12029,12029,11754,11856,17545,-0.7616974972796519
2017-09-06,11855,11970,11805,11876,16177,0.16869095816464239
2017-09-07,11923,11961,11854,11938,25516,0.5220613001010441
2017-09-08,11912,11912,11817,11866,11251,-0.603116099849221
2017-09-11,11907,12241,11907,12239,8934,3.1434350244395755
2017-09-12,12285,12285,12156,12178,19173,-0.4984067325761909
2017-09-13,12228,12449,12228,12398,8290,1.8065363770734109
2017-09-14,12414,12430,12223,12335,14281,-0.5081464752379415
2017-09-15,12251,12304,12071,12146,19309,-1.5322253749493313
2017-09-18,12159,12210,12098,12146,70125,0.0
2017-09-19,12127,12204,12106,12178,22579,0.2634612218014161
2017-09-20,12172,12208,11984,12023,12403,-1.272786992938085
2017-09-21,12046,12087,11966,11978,35335,-0.37428262496880976
2017-09-22,11976,11976,11481,11593,132144,-3.214226081148773
2017-09-25,11530,11607,11457,11602,3959,0.07763305442939704
2017-09-26,11605,11735,11605,11712,3148,0.9481123944147561
2017-09-27,11708,11767,11691,11700,88951,-0.10245901639344263
2017-09-28,11714,11800,11583,11803,3107,0.8803418803418804
2017-09-29,11892,11936,11832,11922,14932,1.00821824959756
2017-10-10,12033,12111,11894,12015,52182,0.7800704579768495
2017-10-11,12106,12164,11900,11902,18525,-0.9404910528506035
2017-10-12,11930,12041,11930,12028,18054,1.0586456057805411
2017-10-13,12024,12097,11916,11956,14736,-0.5986032590621883
2017-10-16,12019,12050,11839,11883,16303,-0.6105720976915356
2017-10-17,11951,11968,11853,11961,6063,0.6563998990154002
2017-10-18,11989,12067,11936,11983,12904,0.18393110943901012
2017-10-19,12043,12106,12016,12083,67371,0.8345155637152633
2017-10-20,12106,12116,11992,12059,10613,-0.19862616899776545
2017-10-23,12071,12186,12071,12178,28539,0.9868148271000913
2017-10-24,12146,12196,12107,12133,6475,-0.3695188044013796
2017-10-25,12147,12174,12067,12092,57195,-0.33792137146624907
2017-10-26,12097,12168,11997,12042,15706,-0.4134965266291763
2017-10-27,12088,12227,12088,12205,18910,1.3535957482145822
2017-10-30,12285,12285,12119,12154,7052,-0.4178615321589512
2017-10-31,12152,12152,12003,12074,4772,-0.6582195162086556
2017-11-01,12038,12324,12038,12326,66466,2.087129368891834
2017-11-02,12321,12361,12236,12299,39046,-0.21904916436800262
2017-11-03,12318,12341,12237,12316,6391,0.1382226197251809
2017-11-06,12313,12430,12242,12281,8956,-0.28418317635595974
2017-11-07,12357,12405,12238,12267,12001,-0.11399723149580653
2017-11-08,12213,12331,12204,12281,21147,0.11412733349637239
2017-11-09,12367,12386,12282,12340,5328,0.48041690416089894
2017-11-10,12322,12322,12209,12271,13221,-0.5591572123176661
2017-11-13,12260,12260,11901,11917,16269,-2.8848504604351723
2017-11-14,11952,11994,11877,11998,20424,0.6797012670974238
2017-11-15,11951,11951,11758,11826,9679,-1.433572262043674
2017-11-16,11781,12174,11759,12064,20461,2.0125147979029254
2017-11-17,12130,12203,12070,12108,11775,0.3647214854111406
2017-11-20,12146,12164,12012,12032,1931,-0.6276841757515692
2017-11-21,12052,12143,12030,12146,5556,0.9474734042553192
2017-11-22,12205,12226,12178,12226,24990,0.6586530545035403
2017-11-23,12269,12331,12256,12271,16971,0.368068051693113
2017-11-24,12310,12376,12273,12345,3670,0.6030478363621546
2017-11-27,12423,12423,12269,12345,13704,0.0
2017-11-28,12291,12362,12291,12340,2429,-0.04050222762251924
2017-11-29,12337,12449,12304,12390,10106,0.4051863857374392
2017-11-30,12430,12430,12315,12330,33710,-0.48426150121065376
2017-12-01,12341,12341,12142,12231,16121,-0.8029197080291971
2017-12-04,12245,12384,12245,12381,39599,1.226391954868776
2017-12-05,12353,12396,12291,12398,8571,0.1373071642032146
2017-12-06,12393,12416,12281,12294,5927,-0.8388449749959672
2017-12-07,12264,12264,12002,12047,11938,-2.0091101350252156
2017-12-08,12151,12151,12020,12083,3445,0.29882958412882876
2017-12-11,12079,12204,12079,12200,2091,0.9683025738641067
2017-12-12,12208,12208,11955,12032,6362,-1.377049180327869
2017-12-13,12047,12206,12043,12210,33893,1.4793882978723405
2017-12-14,12205,12319,12201,12205,162353,-0.040950040950040956
2017-12-15,12238,12268,12178,12263,6801,0.4752150757886113
2017-12-18,12277,12290,12205,12267,9483,0.032618445731060916
2017-12-19,12264,12304,12187,12263,1197,-0.03260780957039211
2017-12-20,12259,12314,12252,12258,1078,-0.04077305716382614
2017-12-21,12256,12285,12179,12200,20618,-0.4731603850546582
2017-12-22,12196,12268,12164,12224,8358,0.19672131147540983
2017-12-26,12250,12374,12250,12357,23889,1.0880235602094241
2017-12-27,12489,12512,12403,12515,43423,1.2786274985837986
2017-12-28,12512,12714,12471,12718,10291,1.6220535357570915
2018-01-02,12758,12789,12668,12771,206408,0.4167321905960057
2018-01-03,12724,12800,12682,12745,10561,-0.203586250097878
2018-01-04,12762,12777,12490,12492,28743,-1.9850921930168692
2018-01-05,12529,12702,12520,12704,45288,1.697086135126481
2018-01-08,12749,12855,12661,12857,12871,1.2043450881612092
2018-01-09,12878,12999,12792,12826,14171,-0.24111379015322393
2018-01-10,12882,12971,12840,12976,12348,1.169499454233588
2018-01-11,12969,12984,12791,12884,8810,-0.7090012330456227
