날짜,시가,고가,저가,종가,거래량,등락률
2018-03-26,9911,9931,9858,9926,18549,0.0
2018-03-27,9921,9921,9868,9881,8888,-0.45335482571025587
2018-03-28,9881,9881,9799,9853,5948,-0.2833721283270924
2018-03-29,9823,9838,9799,9838,1455,-0.15223789708718158
2018-03-30,9886,9891,9853,9876,4968,0.38625736938402117
2018-04-02,9871,9871,9818,9818,4442,-0.587282300526529
2018-04-03,9765,9818,9765,9809,2834,-0.09166836422896721
2018-04-04,9799,9799,9745,9760,2579,-0.49954123763890307
2018-04-05,9780,9818,9780,9809,1937,0.5020491803278688
2018-04-06,9799,9833,9780,9833,6333,0.24467325925170763
2018-04-09,9843,9868,9823,9863,5020,0.3050950879690837
2018-04-10,9863,9863,9818,9858,3963,-0.050694514853492856
2018-04-11,9858,9868,9828,9848,5039,-0.10144045445323595
2018-04-12,9863,9891,9858,9871,4630,0.23354995938261575
2018-04-13,9871,9886,9848,9881,2449,0.10130685847431871
2018-04-16,9871,9886,9843,9871,9314,-0.10120433154539016
2018-04-17,9871,9886,9848,9853,3581,-0.18235234525377367
2018-04-18,9853,9886,9848,9881,1901,0.28417740789607226
2018-04-19,9891,9891,9858,9881,5629,0.0
2018-04-20,9868,9881,9853,9868,3814,-0.13156563100900717
2018-04-23,9838,9863,9838,9853,10974,-0.15200648561005267
2018-04-24,9871,9871,9838,9871,2163,0.1826854765046179
2018-04-25,9848,9863,9814,9863,7608,-0.08104548677945497
2018-04-26,9838,9901,9838,9901,3291,0.3852783128865457
2018-04-27,9916,9941,9901,9936,6064,0.35349964650035354
2018-04-30,9911,9916,9868,9916,5321,-0.20128824476650561
2018-05-02,9886,9936,9886,9931,4725,0.15127067365873337
2018-05-03,9931,9936,9911,9921,2090,-0.1006947940791461
2018-05-04,9926,9926,9868,9896,3075,-0.2519907267412559
2018-05-08,9868,9936,9868,9881,2957,-0.15157639450282942
2018-05-09,9881,9881,9843,9868,2372,-0.13156563100900717
2018-05-10,9838,9868,9823,9848,8716,-0.20267531414673692
2018-05-11,9853,9863,9838,9863,3832,0.15231519090170592
2018-05-14,9863,9868,9818,9858,3306,-0.050694514853492856
2018-05-15,9843,9843,9809,9818,3505,-0.4057618178129438
2018-05-16,9809,9838,9804,9838,3006,0.2037074760643716
2018-05-17,9833,9848,9809,9828,2813,-0.10164667615368977
2018-05-18,9838,9838,9809,9818,2925,-0.10175010175010174
2018-05-21,9828,9901,9804,9891,3283,0.7435322876349562
2018-05-23,9886,9896,9848,9896,1458,0.05055100596501871
2018-05-24,9916,9916,9881,9911,2751,0.15157639450282942
2018-05-25,9906,9906,9886,9901,7358,-0.1008979921299566
2018-05-28,9901,9916,9868,9911,13928,0.100999899000101
2018-05-29,9901,9926,9886,9916,2515,0.0504489960649783
2018-05-30,9941,9976,9886,9891,8161,-0.25211778943122226
2018-05-31,9863,9863,9814,9858,3434,-0.33363663936912347
2018-06-01,9868,9886,9833,9876,3001,0.18259281801582472
2018-06-04,9828,9853,9818,9853,2584,-0.23288780882948562
2018-06-05,9833,9858,9814,9858,2513,0.050745965695727195
2018-06-07,9828,9868,9828,9868,2187,0.10144045445323595
2018-06-08,9848,9876,9838,9868,1008,0.0
2018-06-11,9868,9906,9843,9906,13826,0.38508309687880016
2018-06-12,9871,9911,9853,9868,1998,-0.38360589541691903
2018-06-14,9891,9901,9848,9863,6236,-0.05066882853668423
2018-06-15,9858,9926,9858,9916,5889,0.5373618574470242
2018-06-18,9941,9941,9886,9886,8595,-0.30254134731746674
2018-06-19,9926,9936,9886,9911,1874,0.2528828646570908
2018-06-20,9911,9946,9891,9926,4159,0.15134698819493492
2018-06-21,9881,9916,9868,9901,2199,-0.25186379206125326
2018-06-22,9871,9901,9858,9901,1735,0.0
2018-06-25,9901,9985,9901,9985,7266,0.8483991516008484
2018-06-26,9941,9966,9911,9966,4753,-0.19028542814221333
2018-06-27,9966,9971,9941,9971,2255,0.05017057997190447
2018-06-28,9971,10000,9946,9981,2704,0.10029084344599339
2018-06-29,9966,9966,9896,9931,11649,-0.5009518084360285
2018-07-02,9936,9941,9876,9881,7216,-0.5034739703957305
2018-07-03,9876,9886,9838,9881,8365,0.0
2018-07-04,9876,9881,9838,9853,2505,-0.2833721283270924
2018-07-05,9853,9853,9823,9853,2005,0.0
2018-07-06,9853,9876,9843,9868,1900,0.15223789708718158
2018-07-09,9871,9881,9838,9881,15449,0.131738954195379
2018-07-10,9863,9881,9848,9881,6223,0.0
2018-07-11,9891,9906,9848,9901,4488,0.20240866309078032
2018-07-12,9906,9951,9906,9946,10791,0.4544995455004545
2018-07-13,9936,9971,9911,9966,2226,0.20108586366378445
2018-07-16,9946,10000,9946,9990,4394,0.2408187838651415
2018-07-17,9946,9976,9936,9951,15303,-0.39039039039039036
2018-07-18,9976,10000,9966,9981,797,0.3014772384684956
2018-07-19,9985,9985,9941,9976,11482,-0.05009518084360284
2018-07-20,9990,10010,9971,10010,9614,0.3408179631114675
2018-07-23,9976,9976,9916,9946,2890,-0.6393606393606394
2018-07-24,9941,9951,9911,9941,810,-0.05027146591594611
2018-07-25,9946,9946,9891,9906,3545,-0.3520772558092747
2018-07-26,9881,9891,9863,9886,6211,-0.20189783969311528
2018-07-27,9911,9911,9868,9886,2523,0.0
2018-07-30,9886,9886,9858,9886,3253,0.0
2018-07-31,9881,9901,9863,9901,7934,0.15172971879425448
2018-08-01,9876,9916,9876,9916,1521,0.1514998485001515
2018-08-02,9891,9891,9853,9871,14724,-0.4538120209762001
2018-08-03,9871,9916,9868,9916,13833,0.4558808631344342
2018-08-06,9921,9926,9876,9896,4588,-0.20169423154497781
2018-08-07,9911,9916,9871,9916,3131,0.20210185933710592
2018-08-08,9906,9911,9876,9901,1982,-0.15127067365873337
2018-08-09,9886,9886,9863,9881,1663,-0.201999798000202
2018-08-10,9921,9921,9868,9921,1540,0.40481732618156063
2018-08-13,9951,9951,9886,9921,1058,0.0
2018-08-14,9916,9936,9881,9891,6062,-0.3023888720895071
2018-08-16,9891,9891,9833,9868,6606,-0.23253462743908607
2018-08-17,9858,9863,9838,9848,2899,-0.20267531414673692
2018-08-20,9848,9858,9828,9848,3244,0.0
2018-08-21,9828,9876,9809,9876,967,0.2843216896831844
2018-08-22,9871,9896,9858,9896,1834,0.2025111381125962
2018-08-23,9906,9906,9871,9901,4907,0.05052546483427648
2018-08-24,9931,9931,9881,9906,944,0.0504999495000505
2018-08-27,9901,9916,9871,9916,6832,0.10094891984655764
2018-08-28,9916,9916,9868,9911,5257,-0.050423557886244454
2018-08-29,9876,9896,9853,9896,1596,-0.15134698819493492
2018-08-30,9886,9886,9863,9886,1636,-0.10105092966855296
2018-08-31,9906,9916,9871,9916,2741,0.30345943758850896
2018-09-03,9936,9936,9886,9896,4889,-0.20169423154497781
2018-09-04,9891,9906,9858,9906,1686,0.10105092966855296
2018-09-05,9926,9931,9871,9906,11717,0.0
2018-09-06,9881,9911,9853,9906,2262,0.0
2018-09-07,9863,9876,9863,9876,1171,-0.30284675953967294
2018-09-10,9843,9906,9843,9906,9519,0.3037667071688943
2018-09-11,9906,9921,9868,9886,1555,-0.20189783969311528
2018-09-12,9868,9868,9833,9848,7386,-0.384381954278778
2018-09-13,9843,9848,9828,9848,2434,0.0
2018-09-14,9868,9891,9853,9876,16070,0.2843216896831844
2018-09-17,9871,9896,9853,9896,4325,0.2025111381125962
2018-09-18,9896,9901,9868,9891,1763,-0.05052546483427648
2018-09-19,9843,9876,9833,9863,4372,-0.28308563340410475
2018-09-20,9871,9886,9858,9858,7045,-0.050694514853492856
2018-09-21,9858,9886,9843,9871,5411,0.13187259078920674
2018-09-27,9863,9886,9863,9886,4838,0.15196028771147807
2018-09-28,9906,9906,9848,9868,7287,-0.1820756625531054
2018-10-01,9876,9876,9838,9868,6184,0.0
2018-10-02,9868,9868,9833,9858,2803,-0.10133765707336846
2018-10-04,9858,9868,9780,9809,6795,-0.49705822682085615
2018-10-05,9809,9809,9750,9804,3808,-0.05097359567743908
2018-10-08,9795,9795,9755,9780,8045,-0.24479804161566704
2018-10-10,9785,9785,9745,9770,1788,-0.10224948875255625
2018-10-11,9770,9770,9680,9700,6192,-0.7164790174002047
2018-10-12,9690,9690,9547,9675,4583,-0.25773195876288657
2018-10-15,9675,9675,9611,9655,7549,-0.20671834625322996
2018-10-16,9655,9660,9576,9611,1610,-0.45572242361470744
2018-10-17,9631,9665,9616,9655,1625,0.45780876079492244
2018-10-18,9650,9665,9611,9650,11041,-0.05178663904712584
2018-10-19,9650,9650,9611,9650,3723,0.0
2018-10-22,9650,9650,9586,9640,3075,-0.10362694300518134
2018-10-23,9640,9640,9556,9601,14360,-0.40456431535269716
2018-10-24,9586,9621,9566,9571,2161,-0.3124674513071555
2018-10-25,9566,9566,9483,9556,11239,-0.15672343537770347
2018-10-26,9556,9556,9488,9522,25681,-0.35579740477187105
2018-10-29,9522,9532,9478,9512,6153,-0.10501995379122034
2018-10-30,9503,9522,9478,9522,10652,0.10513036164844407
2018-10-31,9508,9512,9468,9512,3781,-0.10501995379122034
2018-11-01,9542,9542,9468,9493,2113,-0.19974768713204374
2018-11-02,9493,9542,9483,9542,3822,0.5161698093331929
2018-11-05,9522,9522,9438,9493,2262,-0.5135191783693146
2018-11-06,9483,9517,9468,9508,1421,0.15801116612240598
2018-11-07,9512,9542,9483,9512,318,0.04206983592763988
2018-11-08,9542,9551,9503,9503,1913,-0.09461732548359966
2018-11-09,9498,9527,9473,9527,999,0.25255182573924023
2018-11-12,9508,9586,9508,9586,1810,0.619292537000105
2018-11-13,9576,9576,9512,9561,3631,-0.26079699561861047
2018-11-14,9532,9561,9517,9556,4688,-0.05229578495973225
2018-11-15,9556,9581,9517,9581,2208,0.2616157388028464
2018-11-16,9581,9601,9581,9586,1268,0.052186619350798456
2018-11-19,9581,9621,9571,9621,2654,0.3651157938660547
2018-11-20,9581,9591,9566,9571,1549,-0.5196964972456085
2018-11-21,9561,9581,9512,9581,1242,0.10448229025180232
2018-11-22,9581,9581,9522,9566,2455,-0.15655985805239536
2018-11-23,9551,9551,9522,9542,1291,-0.2508885636629731
2018-11-26,9542,9591,9542,9591,4026,0.5135191783693146
2018-11-27,9591,9616,9566,9616,2026,0.2606610363882807
2018-11-28,9631,9636,9601,9626,711,0.10399334442595673
2018-11-29,9636,9640,9606,9616,1613,-0.10388531061707874
2018-11-30,9616,9631,9581,9601,1722,-0.1559900166389351
2018-12-03,9606,9611,9586,9596,2582,-0.052077908551192584
2018-12-04,9566,9586,9532,9551,4283,-0.46894539391413087
2018-12-05,9522,9611,9517,9606,1937,0.5758559313160926
2018-12-06,9596,9596,9537,9581,2484,-0.2602540079117218
2018-12-07,9596,9596,9571,9596,394,0.15655985805239536
2018-12-10,9591,9606,9561,9606,1491,0.10421008753647354
2018-12-11,9626,9626,9576,9606,5852,0.0
2018-12-12,9611,9626,9601,9626,1403,0.2082032063293775
2018-12-13,9626,9631,9591,9616,1364,-0.10388531061707874
2018-12-14,9596,9616,9561,9586,2334,-0.3119800332778702
2018-12-17,9591,9636,9581,9636,3785,0.5215939912372209
2018-12-18,9626,9631,9591,9601,1123,-0.3632212536322125
2018-12-19,9626,9626,9596,9621,7070,0.20831163420477034
2018-12-20,9626,9631,9591,9631,2303,0.10393929944912171
2018-12-21,9601,9606,9571,9596,937,-0.3634098224483439
2018-12-24,9596,9606,9576,9606,4555,0.10421008753647354
2018-12-26,9601,9601,9537,9586,7190,-0.2082032063293775
2018-12-27,9576,9591,9359,9532,16681,-0.5633215105361986
2018-12-28,9547,9626,9547,9591,1967,0.6189676877885019
2019-01-02,9571,9645,9571,9591,4567,0.0
2019-01-03,9606,9650,9591,9631,12025,0.4170576582212491
2019-01-04,9636,9660,9626,9660,1134,0.3011109957429135
2019-01-07,9591,9660,9591,9650,3098,-0.10351966873706005
2019-01-08,9640,9655,9611,9611,2230,-0.4041450777202073
2019-01-09,9606,9675,9601,9675,1235,0.6659036520653419
2019-01-10,9675,9690,9665,9690,1650,0.15503875968992248
2019-01-11,9700,9705,9665,9705,397,0.15479876160990713
2019-01-14,9705,9720,9675,9720,1946,0.1545595054095827
2019-01-15,9710,9770,9705,9770,3486,0.51440329218107
2019-01-16,9745,9780,9740,9775,945,0.0511770726714432
2019-01-17,9755,9785,9750,9785,3223,0.10230179028132991
2019-01-18,9770,9795,9760,9785,3203,0.0
2019-01-21,9790,9833,9775,9833,4250,0.4905467552376086
2019-01-22,9790,9833,9790,9833,499,0.0
2019-01-23,9833,9843,9799,9838,1084,0.050849181328180615
2019-01-24,9799,9863,9799,9858,1690,0.20329335230737955
2019-01-25,9871,9921,9871,9921,5037,0.6390748630553865
2019-01-28,9868,9906,9868,9901,2754,-0.20159258139300476
2019-01-29,9906,9906,9858,9906,9890,0.0504999495000505
2019-01-30,9911,9956,9886,9951,1774,0.4542701393095093
2019-01-31,9971,9981,9946,9971,6643,0.20098482564566375
2019-02-01,10005,10005,9971,10005,7006,0.3409888677163775
2019-02-07,10005,10044,9985,10025,8108,0.19990004997501248
2019-02-08,9981,10015,9966,9985,1697,-0.399002493765586
2019-02-11,9946,9995,9946,9995,5741,0.10015022533800699
2019-02-12,9995,10000,9956,9990,3848,-0.05002501250625312
2019-02-13,9995,10000,9951,9990,1087,0.0
2019-02-14,9985,9990,9966,9990,611,0.0
2019-02-15,10029,10034,9990,10029,3348,0.39039039039039036
2019-02-18,10039,10039,10005,10034,2139,0.049855419284076184
2019-02-19,10015,10029,10000,10029,930,-0.049830576041459046
2019-02-20,10034,10054,10020,10044,10342,0.14956625785222855
2019-02-21,10049,10054,10010,10044,12276,0.0
2019-02-22,10054,10054,10020,10054,992,0.09956192751891675
2019-02-25,10025,10059,10025,10059,3086,0.04973145016908693
2019-02-26,10034,10044,10010,10039,2882,-0.19882692116512576
2019-02-27,10039,10059,10020,10059,2496,0.19922303018228907
2019-02-28,10020,10034,9981,9981,5472,-0.7754249925439904
2019-03-04,9990,9990,9936,9956,3590,-0.25047590421801424
2019-03-05,9956,9956,9901,9926,8272,-0.3013258336681398
2019-03-06,9926,9956,9911,9956,1688,0.30223655047350395
2019-03-07,9956,9966,9921,9946,596,-0.1004419445560466
2019-03-08,9946,9966,9921,9961,1999,0.15081439774783834
2019-03-11,9936,9961,9921,9951,1922,-0.10039152695512497
2019-03-12,9916,9966,9911,9966,1976,0.1507386192342478
2019-03-13,9956,9966,9901,9966,607,0.0
2019-03-14,9966,9981,9926,9981,1833,0.15051173991571343
2019-03-15,9961,10039,9961,10039,4779,0.581104097785793
2019-03-18,10039,10044,10015,10029,2375,-0.09961151509114453
2019-03-19,10020,10025,10005,10010,655,-0.1894505932794895
2019-03-20,10000,10015,9926,10015,12156,0.04995004995004995
2019-03-21,10015,10049,10015,10025,4924,0.0998502246630055
2019-03-22,10049,10084,10044,10064,1827,0.3890274314214464
2019-03-25,10049,10069,10025,10069,7013,0.04968203497615262
2019-03-26,10044,10064,10025,10054,4141,-0.14897209256132685
2019-03-27,10044,10064,10029,10064,2308,0.09946290033817386
2019-03-28,10069,10079,10059,10074,1515,0.09936406995230523
2019-03-29,10044,10084,10039,10084,1870,0.09926543577526306
2019-04-01,10104,10104,10074,10094,1414,0.09916699722332406
2019-04-02,10059,10113,10054,10113,6983,0.1882306320586487
2019-04-03,10113,10132,10094,10132,5749,0.18787699001285474
2019-04-04,10118,10157,10118,10157,2262,0.24674299249901302
2019-04-05,10152,10167,10152,10167,3264,0.09845426799251747
2019-04-08,10182,10227,10157,10227,15403,0.5901445854234287
2019-04-09,10212,10227,10182,10217,4228,-0.09778038525471791
2019-04-10,10207,10232,10162,10232,9064,0.14681413330723303
2019-04-11,10212,10237,10197,10202,2443,-0.29319781078967944
2019-04-12,10202,10227,10187,10212,3537,0.09801999607920014
2019-04-15,10172,10212,10162,10197,13864,-0.14688601645123384
2019-04-16,10187,10207,10162,10182,7944,-0.14710208884966167
2019-04-17,10182,10212,10157,10157,9723,-0.2455313297976822
2019-04-18,10182,10187,10127,10127,14421,-0.29536280397755243
2019-04-19,10202,10217,10187,10207,7404,0.789967413844179
2019-04-22,10127,10182,10127,10177,15224,-0.29391594004114824
2019-04-23,10172,10177,10137,10162,1364,-0.14739117618158593
2019-04-24,10177,10182,10162,10167,1220,0.04920291281243849
2019-04-25,10237,10262,10217,10262,8502,0.9343955935870955
2019-04-26,10242,10242,10182,10197,8228,-0.6334047943870591
2019-04-29,10207,10272,10182,10272,6097,0.7355104442483084
2019-04-30,10272,10321,10252,10321,14443,0.47702492211838005
2019-05-02,10321,10326,10282,10326,6092,0.04844491812808836
2019-05-03,10326,10326,10286,10316,2978,-0.09684292078249081
2019-05-07,10311,10311,10247,10277,9569,-0.3780535091120589
2019-05-08,10272,10286,10242,10282,5121,0.048652330446628395
2019-05-09,10291,10291,10202,10212,7076,-0.6808014005057382
2019-05-10,10207,10262,10187,10232,1593,0.19584802193497847
2019-05-13,10182,10232,10177,10232,1035,0.0
2019-05-14,10232,10237,10207,10237,4544,0.0488663017982799
2019-05-15,10237,10262,10207,10262,3772,0.2442121715346293
2019-05-16,10232,10272,10207,10227,1458,-0.34106412005457026
2019-05-17,10262,10262,10202,10202,5045,-0.24445096313679476
2019-05-20,10232,10237,10207,10227,3476,0.2450499901980004
2019-05-21,10157,10247,10157,10207,4578,-0.19556077050943582
2019-05-22,10217,10242,10187,10207,2212,0.0
2019-05-23,10232,10232,10197,10197,2333,-0.09797198001371607
2019-05-24,10207,10247,10192,10192,3485,-0.049034029616553884
2019-05-27,10207,10217,10147,10202,13807,0.09811616954474096
2019-05-28,10207,10232,10167,10227,7243,0.2450499901980004
2019-05-29,10217,10257,10187,10257,2615,0.2933411557641537
2019-05-30,10207,10247,10202,10222,2001,-0.34123037925319294
2019-05-31,10222,10282,10222,10257,3318,0.3423987477988652
2019-06-03,10237,10341,10237,10341,3298,0.8189529102076631
2019-06-04,10361,10361,10301,10326,2437,-0.1450536698578474
2019-06-05,10326,10346,10291,10321,2494,-0.048421460391245404
2019-06-07,10316,10331,10272,10331,4135,0.09688983625617673
2019-06-10,10331,10401,10321,10401,9159,0.677572355047914
2019-06-11,10371,10401,10341,10401,7741,0.0
2019-06-12,10396,10406,10376,10406,4482,0.048072300740313434
2019-06-13,10406,10411,10361,10406,1968,0.0
2019-06-14,10411,10411,10366,10391,1980,-0.14414760714972133
2019-06-17,10366,10411,10366,10411,4968,0.192474256568184
2019-06-18,10416,10416,10376,10411,5290,0.0
2019-06-19,10421,10426,10391,10401,2819,-0.09605225242531937
2019-06-20,10401,10436,10401,10416,9269,0.1442169022209403
2019-06-21,10381,10406,10361,10406,3072,-0.09600614439324116
2019-06-24,10361,10371,10316,10356,4199,-0.48049202383240436
2019-06-25,10356,10376,10321,10371,5007,0.14484356894553882
2019-06-26,10371,10391,10331,10376,13031,0.04821135859608524
2019-06-27,10321,10401,10321,10396,1242,0.1927525057825752
2019-06-28,10396,10451,10386,10396,12795,0.0
2019-07-01,10376,10406,10336,10406,9777,0.09619084263178146
2019-07-02,10406,10431,10366,10431,3586,0.24024601191620218
2019-07-03,10431,10456,10416,10441,3445,0.09586808551433228
2019-07-04,10396,10446,10396,10441,5785,0.0
2019-07-05,10446,10475,10416,10475,6507,0.3256393065798295
2019-07-08,10426,10426,10381,10421,8418,-0.5155131264916467
2019-07-09,10421,10421,10346,10346,3517,-0.7197006045485078
2019-07-10,10411,10411,10356,10381,2600,0.3382949932341001
2019-07-11,10376,10421,10376,10416,2351,0.33715441672285906
2019-07-12,10396,10396,10351,10381,14334,-0.33602150537634407
2019-07-15,10406,10421,10356,10416,14913,0.33715441672285906
2019-07-16,10446,10446,10401,10431,958,0.14400921658986177
2019-07-17,10426,10426,10366,10416,8340,-0.14380212827149844
2019-07-18,10411,10451,10376,10401,3053,-0.14400921658986177
2019-07-19,10411,10446,10391,10441,4993,0.38457840592250747
2019-07-22,10441,10465,10406,10465,6393,0.2298630399387032
2019-07-23,10456,10500,10436,10495,8074,0.2866698518872432
2019-07-24,10461,10480,10431,10441,2543,-0.5145307289185327
2019-07-25,10431,10461,10401,10461,22702,0.19155253328225266
2019-07-26,10456,10465,10411,10465,3076,0.03823726221202562
2019-07-29,10465,10465,10356,10391,5729,-0.7071189679885332
2019-07-30,10411,10411,10366,10391,1934,0.0
2019-07-31,10381,10381,10321,10371,3185,-0.192474256568184
2019-08-01,10386,10396,10346,10361,7165,-0.09642271719217048
2019-08-02,10411,10431,10391,10411,6479,0.4825789016504199
2019-08-05,10441,10515,10441,10515,26929,0.9989434252233216
2019-08-06,10520,10520,10431,10456,7806,-0.5611031859248692
2019-08-07,10441,10470,10436,10461,2448,0.0478194338179036
2019-08-08,10461,10461,10421,10451,4064,-0.09559315553006405
2019-08-09,10451,10485,10441,10480,4712,0.2774854080949192
2019-08-12,10500,10510,10461,10505,5970,0.2385496183206107
2019-08-13,10475,10520,10475,10500,1707,-0.047596382674916705
2019-08-14,10441,10510,10441,10480,2806,-0.19047619047619047
2019-08-16,10520,10520,10485,10510,4798,0.2862595419847328
2019-08-19,10515,10535,10465,10535,3693,0.23786869647954328
2019-08-20,10525,10545,10485,10545,6658,0.09492168960607499
2019-08-21,10540,10550,10510,10530,2398,-0.1422475106685633
2019-08-22,10490,10510,10480,10510,1663,-0.1899335232668566
2019-08-23,10490,10525,10475,10515,6200,0.04757373929590866
2019-08-26,10540,10555,10515,10540,5825,0.23775558725630053
2019-08-27,10540,10555,10525,10535,2001,-0.04743833017077799
2019-08-28,10545,10580,10525,10580,6830,0.42714760322733747
2019-08-29,10595,10595,10550,10585,19426,0.04725897920604915
2019-08-30,10535,10609,10535,10609,9665,0.2267359470949457
2019-09-02,10560,10604,10560,10600,3097,-0.0848336318220379
2019-09-03,10590,10619,10580,10604,6486,0.03773584905660377
2019-09-04,10609,10624,10595,10614,5619,0.09430403621274991
2019-09-05,10633,10653,10619,10648,11283,0.3203316374599586
2019-09-06,10600,10609,10570,10609,4657,-0.36626596543951917
2019-09-09,10614,10624,10560,10624,2178,0.14138938637006315
2019-09-10,10580,10619,10550,10619,2332,-0.047063253012048195
2019-09-11,10604,10604,10550,10604,5784,-0.1412562388172144
2019-09-16,10600,10600,10456,10515,23789,-0.8393059222934741
2019-09-17,10515,10525,10490,10515,19721,0.0
2019-09-18,10540,10565,10505,10560,3560,0.42796005706134094
2019-09-19,10629,10648,10609,10629,6137,0.6534090909090908
2019-09-20,10633,10643,10629,10638,3043,0.0846740050804403
2019-09-23,10648,10648,10629,10643,8185,0.04700131603684903
2019-09-24,10672,10701,10653,10701,13664,0.544959128065395
2019-09-25,10706,10756,10701,10721,16695,0.18689842070834503
2019-09-26,10706,10736,10676,10706,10546,-0.13991232161178993
2019-09-27,10716,10716,10662,10676,10739,-0.28021670091537454
2019-09-30,10672,10696,10643,10686,3703,0.09366804046459348
2019-10-01,10686,10721,10676,10706,2779,0.18716077110237694
2019-10-02,10731,10731,10657,10667,5034,-0.3642817111899869
2019-10-04,10676,10736,10667,10676,8147,0.08437236336364488
