,Open,High,Low,Close,Volume
2016-01-04,,,,8615,874773
2016-01-05,,,,8635,778349
2016-01-06,,,,8955,1459028
2016-01-07,,,,8875,1200143
2016-01-08,,,,9034,941685
2016-01-11,,,,8516,796253
2016-01-12,,,,8298,598065
2016-01-13,,,,8836,809710
2016-01-14,,,,8735,571690
2016-01-15,,,,8794,700211
2016-01-18,,,,8695,456284
2016-01-19,,,,8596,647326
2016-01-20,,,,8914,2247331
2016-01-21,,,,8635,713356
2016-01-22,,,,8836,593230
2016-01-25,,,,8615,1152145
2016-01-26,,,,7959,1416856
2016-01-27,,,,7780,1319156
2016-01-28,,,,7959,523148
2016-01-29,,,,8138,646846
2016-02-01,,,,7919,612918
2016-02-02,,,,7860,552690
2016-02-03,,,,8337,1697170
2016-02-04,,,,7919,699790
2016-02-05,,,,7700,616877
2016-02-11,,,,7043,878871
2016-02-12,,,,6347,1998539
2016-02-15,,,,6506,980033
2016-02-16,,,,6646,521526
2016-02-17,,,,6307,740201
2016-02-18,,,,6367,545740
2016-02-19,,,,6307,409500
2016-02-22,,,,6764,849349
2016-02-23,,,,6565,458138
2016-02-24,,,,6585,400117
2016-02-25,,,,6903,1044879
2016-02-26,,,,6983,415143
2016-02-29,,,,7062,509179
2016-03-02,,,,7023,543888
2016-03-03,,,,7442,834545
2016-03-04,,,,7521,592822
2016-03-07,,,,7382,630193
2016-03-08,,,,7481,398282
2016-03-09,,,,7481,427216
2016-03-10,,,,7461,405824
2016-03-11,,,,7043,632041
2016-03-14,,,,7043,341472
2016-03-15,,,,6864,402033
2016-03-16,,,,6844,325598
2016-03-17,,,,6804,333512
2016-03-18,,,,6903,971043
2016-03-21,,,,6685,842786
2016-03-22,,,,6446,864931
2016-03-23,,,,6465,413457
2016-03-24,,,,6347,611572
2016-03-25,,,,6626,540534
2016-03-28,,,,6367,393418
2016-03-29,,,,6407,415358
2016-03-30,,,,6626,399941
2016-03-31,,,,7083,1669590
2016-04-01,,,,7282,1132928
2016-04-04,,,,7880,2097766
2016-04-05,,,,7880,944251
2016-04-06,,,,7840,1938424
2016-04-07,,,,7820,598931
2016-04-08,,,,7402,1004929
2016-04-11,,,,7163,1215389
2016-04-12,,,,7123,692216
2016-04-14,,,,6964,779258
2016-04-15,,,,7062,580819
2016-04-18,,,,7083,464473
2016-04-19,,,,7004,561466
2016-04-20,,,,6785,514038
2016-04-21,,,,6646,669688
2016-04-22,,,,6844,478779
2016-04-25,,,,6804,410031
2016-04-26,,,,6864,424746
2016-04-27,,,,7103,1148599
2016-04-28,,,,6964,496157
2016-04-29,,,,6785,671862
2016-05-02,,,,6785,266945
2016-05-03,,,,6964,429424
2016-05-04,,,,7302,1161093
2016-05-09,,,,7163,720737
2016-05-10,,,,7840,2539769
2016-05-11,,,,8018,2433579
2016-05-12,,,,8078,911149
2016-05-13,,,,7880,1025056
2016-05-16,,,,7561,633593
2016-05-17,,,,8078,1637433
2016-05-18,,,,7800,932923
2016-05-19,,,,7860,1173198
2016-05-20,,,,8398,2200022
2016-05-23,,,,8398,1331292
2016-05-24,,,,8197,770894
2016-05-25,,,,8138,829097
2016-05-26,,,,7978,597133
2016-05-27,,,,7919,458301
2016-05-30,,,,7820,514741
2016-05-31,,,,8157,786193
2016-06-01,,,,8058,406092
2016-06-02,,,,8058,576016
2016-06-03,,,,7999,565193
2016-06-07,,,,8277,1134598
2016-06-08,,,,9292,3926857
2016-06-09,,,,8994,3413916
2016-06-10,,,,8994,1790232
2016-06-13,,,,9034,2070444
2016-06-14,,,,9013,1434428
2016-06-15,,,,8655,1011228
2016-06-16,,,,8398,1731451
2016-06-17,,,,7939,1569268
2016-06-20,,,,8099,726061
2016-06-21,,,,8177,566038
2016-06-22,,,,7999,727424
2016-06-23,,,,7919,782924
2016-06-24,,,,7362,2294871
2016-06-27,,,,7302,1013264
2016-06-28,,,,7939,1836867
2016-06-29,,,,8298,1970612
2016-06-30,,,,8277,1025163
2016-07-01,,,,8377,929740
2016-07-04,,,,8536,943916
2016-07-05,,,,8576,655625
2016-07-06,,,,8258,922106
2016-07-07,,,,8277,634647
2016-07-08,,,,8138,777306
2016-07-11,,,,8377,688664
2016-07-12,,,,8794,1346473
2016-07-13,,,,8774,1057915
2016-07-14,,,,8774,813142
2016-07-15,,,,8635,1153017
2016-07-18,,,,8596,541885
2016-07-19,,,,8855,802246
2016-07-20,,,,8934,935106
2016-07-21,,,,8774,624215
2016-07-22,,,,8794,976812
2016-07-25,,,,9052,1810000
2016-07-26,,,,9073,674180
2016-07-27,,,,8456,2173770
2016-07-28,,,,8476,681085
2016-07-29,,,,8217,866237
2016-08-01,,,,8237,654409
2016-08-02,,,,8038,579268
2016-08-03,,,,8456,784941
2016-08-04,,,,8357,609142
2016-08-05,,,,8377,421911
2016-08-08,,,,8417,409025
2016-08-09,,,,8476,373012
2016-08-10,,,,8197,687303
2016-08-11,,,,8277,520908
2016-08-12,,,,8298,287909
2016-08-16,,,,8217,229184
2016-08-17,,,,8138,337489
2016-08-18,,,,7978,449254
2016-08-19,,,,8018,329377
2016-08-22,,,,7800,499229
2016-08-23,,,,7720,387914
2016-08-24,,,,7521,797137
2016-08-25,,,,7620,536296
2016-08-26,,,,7639,412502
2016-08-29,,,,7302,526574
2016-08-30,,,,7282,355424
2016-08-31,,,,7183,530171
2016-09-01,,,,7362,310798
2016-09-02,,,,7402,227979
2016-09-05,,,,7521,280612
2016-09-06,,,,7481,204299
2016-09-07,,,,7183,279255
2016-09-08,,,,7282,414680
2016-09-09,,,,7362,290667
2016-09-12,,,,7163,315589
2016-09-13,,,,7263,203518
2016-09-19,,,,7263,234748
2016-09-20,,,,7760,853776
2016-09-21,,,,7680,246570
2016-09-22,,,,8157,2825635
2016-09-23,,,,7959,1012493
2016-09-26,,,,8217,1461305
2016-09-27,,,,8157,1870297
2016-09-28,,,,7939,967151
2016-09-29,,,,7999,365044
2016-09-30,,,,7639,811562
2016-10-04,,,,7700,511738
2016-10-05,,,,7800,361376
2016-10-06,,,,8157,2881762
2016-10-07,,,,8317,1237445
2016-10-10,,,,8398,514361
2016-10-11,,,,8357,498979
2016-10-12,,,,8197,398716
2016-10-13,,,,8157,244277
2016-10-14,,,,8398,469537
2016-10-17,,,,8099,406081
2016-10-18,,,,7939,385605
2016-10-19,,,,7860,306444
2016-10-20,,,,7840,282501
2016-10-21,,,,8078,559928
2016-10-24,,,,7999,273432
2016-10-25,,,,7899,372175
2016-10-26,,,,8038,466195
2016-10-27,,,,8118,324943
2016-10-28,,,,8078,396450
2016-10-31,,,,7741,431352
2016-11-01,,,,7880,365093
2016-11-02,,,,7720,315830
2016-11-03,,,,7639,208905
2016-11-04,,,,7661,151833
2016-11-07,,,,7661,253204
2016-11-08,,,,7620,332156
2016-11-09,,,,7302,1184776
2016-11-10,,,,7880,940155
2016-11-11,,,,7978,540265
2016-11-14,,,,7780,282676
2016-11-15,,,,7561,536456
2016-11-16,,,,7700,269311
2016-11-17,,,,7600,167847
2016-11-18,,,,7561,199582
2016-11-21,,,,7461,228755
2016-11-22,,,,7362,319463
2016-11-23,,,,7402,214732
2016-11-24,,,,7183,251085
2016-11-25,,,,7123,252272
2016-11-28,,,,6465,1011802
2016-11-29,,,,6565,851013
2016-11-30,,,,6128,930630
2016-12-01,,,,6208,567815
2016-12-02,,,,5770,1010556
2016-12-05,,,,4954,2372638
2016-12-06,,,,5153,1639931
2016-12-07,,,,4754,1628346
2016-12-08,,,,5531,2426944
2016-12-09,,,,5590,1020588
