year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,354033884928,306510648996,7723311404491,7350259327184,354033884928,7723311404491,0.0508,0.155,0.0,0.2367,1.0
2021,Q4,744588607216,354033884928,10808699503695,7723311404491,744588607216,10808699503695,0.3995,1.1032,0.0,0.6881,1.0
2022,Q4,941306774707,744588607216,13775295981364,10808699503695,941306774707,13775295981364,0.2745,0.2642,0.0,0.3457,1.0
2023,Q4,567544768592,941306774707,12062362764029,13775295981364,567544768592,12062362764029,-0.1243,-0.3971,0.0,-0.4426,-1.0
2024,Q1,175035000000.0,0,2743083000000.0,0.0,175035000000.0,2743083000000.0,0,175035000000.0,0.0,0.0,0.0
2024,Q2,199733000000.0,0,3021256000000.0,0.0,199733000000.0,3021256000000.0,0,199733000000.0,0.0,0.0,0.0
2024,Q3,259204000000.0,0,3100974000000.0,0.0,259204000000.0,3100974000000.0,0,259204000000.0,0.0,0.0,0.0
2024,Q4,765480000000,567544768592,12272959000000,12062362764029,765480000000,12272959000000,0.0175,0.3488,0.0,0.4109,1.0
2025,Q1,219888000000.0,0,3203535000000.0,0.0,219888000000.0,3203535000000.0,0,219888000000.0,0.0,0.0,0.0
2025,Q2,238893000000.0,0,3310850000000.0,0.0,238893000000.0,3310850000000.0,0,238893000000.0,0.0,0.0,0.0
2025,Q3,255172000000.0,0,3306008000000.0,0.0,255172000000.0,3306008000000.0,0,255172000000.0,0.0,0.0,0.0
2025,Q4,887427000000,765480000000,13214884000000,12272959000000,887427000000,13214884000000,0.0767,0.1593,0.0,0.2416,1.0
