year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,431046202741.0,0.0,431046202741.0,,,,,0.0,0.0
2025,Q2,370083817468.0,0.0,-60962385273.0,,,,-1.1414288883310963,-0.7071067811865475,-1.0
2025,Q3,157543951103.0,0.0,-212539866365.0,,,,2.486409946284255,-0.7877630812084546,-2.0
2025,Q4,1113589428051.0,2110200077994.0,956045476948.0,,,,-5.498193648556075,1.2816320121352704,-1.0
2026,Q1,517384321919.0,0.0,517384321919.0,,,0.2002989902914826,-0.45882875407699786,0.40355718414396746,1.0
