year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2022,Q4,-50650984769,0,13865732451,0,-50650984769,13865732451,0.0,0,0.0,0.0,0.0
2023,Q4,-42216718386,-50650984769,79586669,13865732451,-42216718386,79586669,-0.9943,0.1665,0.0,0.2498,1.0
2024,Q1,-12801692520.0,0,5140301216.0,0.0,-12801692520.0,5140301216.0,0,-12801692520.0,0.0,0.0,0.0
2024,Q2,-19944473878.0,0,12230018629.0,0.0,-19944473878.0,12230018629.0,0,-19944473878.0,0.0,0.0,0.0
2024,Q3,-16434306080.0,0,16769899203.0,0.0,-16434306080.0,16769899203.0,0,-16434306080.0,0.0,0.0,0.0
2024,Q4,-67672567880,-42216718386,107284279,79586669,-67672567880,107284279,0.348,-0.603,0.0,-0.5467,-1.0
2025,Q1,-20665942918.0,0,19202522016.0,0.0,-20665942918.0,19202522016.0,0,-20665942918.0,0.0,0.0,0.0
2025,Q2,-21109356694.0,0,17874628422.0,0.0,-21109356694.0,17874628422.0,0,-21109356694.0,0.0,0.0,0.0
2025,Q3,-21555812087.0,0,19575722788.0,0.0,-21555812087.0,19575722788.0,0,-21555812087.0,0.0,0.0,0.0
2025,Q4,-83103910311,-67672567880,151025492,107284279,-83103910311,151025492,0.4077,-0.228,0.0,-0.3132,-1.0
