year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,920569000000,2033142000000,15444214000000,17786063000000,920569000000,15444214000000,-0.1317,-0.5472,0.0,-0.5225,-1.0
2021,Q4,2640272000000,920569000000,20240085000000,15444214000000,2640272000000,20240085000000,0.3105,1.8681,0.0,0.7889,1.0
2022,Q4,5005127000000,2640272000000,28777048000000,20240085000000,5005127000000,28777048000000,0.4218,0.8957,0.0,0.6418,1.0
2023,Q4,3721802000000,5005127000000,25978494000000,28777048000000,3721802000000,25978494000000,-0.0972,-0.2564,0.0,-0.339,-1.0
2024,Q1,0,0,271410000000.0,0.0,0,271410000000.0,0,0.0,0.0,0.0,0.0
2024,Q2,0,0,414226000000.0,0.0,0,414226000000.0,0,0.0,0.0,0.0,0.0
2024,Q3,0,0,295342000000.0,0.0,0,295342000000.0,0,0.0,0.0,0.0,0.0
2024,Q4,3060163000000,3721802000000,25297467000000,25978494000000,3060163000000,25297467000000,-0.0262,-0.1778,0.0,-0.2623,-1.0
2025,Q1,0,0,-43170000000.0,0.0,0,-43170000000.0,0,0.0,0.0,0.0,0.0
2025,Q2,3491000000.0,0,-2108000000.0,0.0,3491000000.0,-2108000000.0,0,3491000000.0,0.0,0.0,0.0
2025,Q3,141000000.0,0,-128544000000.0,0.0,141000000.0,-128544000000.0,0,141000000.0,0.0,0.0,0.0
2025,Q4,2936061000000,3060163000000,25184127000000,25297467000000,2936061000000,25184127000000,-0.0045,-0.0406,0.0,-0.075,-1.0
