ticker,ask_price_1,ask_vol_1,ask_price_2,ask_vol_2,ask_price_3,ask_vol_3,ask_price_4,ask_vol_4,ask_price_5,ask_vol_5,bid_price_1,bid_vol_1,bid_price_2,bid_vol_2,bid_price_3,bid_vol_3,bid_price_4,bid_vol_4,bid_price_5,bid_vol_5,total_ask_vol,total_bid_vol,order_imbalance,spread,spread_pct,bid_depth_ratio,timestamp
241560,74900,154,75000,829,75100,1043,75200,35,75300,264,74800,71,74700,84,74600,2,74500,30,74400,70,2325,257,-0.8009295120030948,100,0.1336898395721746,0.2762645914289391,2026-05-06 09:00:30
241560,73200,206,73300,708,73400,585,73500,510,73600,1,73100,282,73000,751,72900,26,72800,546,72700,141,2010,1746,-0.0702875399359151,100,0.1367989056087364,0.1615120274904839,2026-05-06 09:18:18
241560,73100,29,73200,587,73300,1199,73400,457,73700,16,73000,368,72900,882,72800,436,72700,169,72600,569,2288,2424,0.0288624787775278,100,0.1369863013698442,0.1518151815175255,2026-05-06 09:26:18
241560,73500,715,73600,966,73700,356,73800,2,73900,84,73400,1077,73300,1164,73200,662,73100,355,73000,170,2123,3428,0.2350927760759591,100,0.1362397820163302,0.3141773628928991,2026-05-06 09:34:48
241560,73600,961,73700,132,73800,429,73900,34,74000,477,73500,945,73400,528,73300,200,73200,279,73100,394,2033,2346,0.0714775062798093,100,0.1360544217686889,0.4028132992310195,2026-05-06 09:52:37
241560,73500,384,73600,38,73700,851,73800,539,73900,114,73400,100,73300,349,73200,352,73100,398,73000,1174,1926,2373,0.1039776692251594,100,0.1362397820163302,0.0421407501051742,2026-05-06 10:00:23
241560,73200,1297,73300,1232,73400,1012,73500,460,73600,436,73100,1260,73000,1427,72900,680,72800,165,72700,170,4437,3702,-0.0903059343898632,100,0.1367989056087364,0.3403565640185296,2026-05-06 10:08:51
241560,73100,720,73200,310,73300,706,73400,567,73500,551,73000,1422,72900,925,72800,179,72700,251,72600,532,2854,3309,0.0738276813239107,100,0.1369863013698442,0.4297370806877312,2026-05-06 10:16:47
241560,73400,540,73500,507,73600,403,73700,681,73800,398,73300,15,73200,1153,73100,716,73000,445,72900,651,2529,2980,0.0818660373932077,100,0.1364256480218095,0.0050335570469629,2026-05-06 10:24:43
241560,73400,28,73500,648,73600,503,73700,681,73800,398,73300,162,73200,919,73100,395,73000,949,72900,716,2258,3141,0.1635488053340182,100,0.1364256480218095,0.0515759312319274,2026-05-06 10:32:24
241560,73800,332,73900,207,74000,615,74100,287,74200,71,73700,364,73600,1536,73500,998,73400,233,73300,4,1512,3135,0.3492575855383059,100,0.1356852103120575,0.1161084529501878,2026-05-06 10:41:02
241560,73900,46,74000,539,74100,287,74200,73,74300,284,73800,284,73700,733,73600,1487,73500,562,73400,53,1229,3119,0.4346826126944925,100,0.1355013550135317,0.0910548252642159,2026-05-06 10:49:37
241560,73900,744,74000,732,74100,943,74200,599,74300,785,73800,868,73700,271,73600,1320,73500,562,73400,53,3803,3074,-0.1060055256651068,100,0.1355013550135317,0.2823682498364269,2026-05-06 10:58:19
241560,73600,101,73700,120,73800,362,73900,9,74000,634,73500,200,73400,165,73300,167,73200,54,73100,562,1226,1148,-0.0328559393427428,100,0.1360544217686889,0.1742160278730469,2026-05-06 11:06:27
241560,73500,385,73600,178,73800,344,73900,1,74000,634,73400,1031,73300,336,73200,662,73100,139,73000,1249,1542,3417,0.3781004234717118,100,0.1362397820163302,0.3017266608126961,2026-05-06 11:14:46
241560,73700,119,73800,151,73900,40,74000,679,74100,914,73600,223,73500,122,73400,457,73300,187,73200,586,1903,1575,-0.0943070730302061,100,0.1358695652173728,0.1415873015864026,2026-05-06 11:23:58
241560,73700,211,73800,164,73900,241,74000,681,74100,914,73600,173,73500,196,73400,254,73300,159,73200,577,2211,1359,-0.2386554621842054,100,0.1358695652173728,0.1272994849144422,2026-05-06 11:31:51
241560,73600,1509,73700,88,73800,138,73900,252,74000,720,73500,453,73400,597,73300,245,73200,587,73100,174,2707,2056,-0.136678563930009,100,0.1360544217686889,0.2203307392985392,2026-05-06 11:39:30
241560,73600,1122,73700,87,73800,127,73900,251,74000,775,73500,308,73400,172,73300,155,73200,112,73100,694,2362,1441,-0.2421772285031759,100,0.1360544217686889,0.2137404580137839,2026-05-06 11:47:48
