date,name,position,change_dir,shares_before,shares_after,change_amount
2024-05-24,정신동,,,0,0,0
2024-06-24,정신동,,,0,0,0
2024-07-02,정신동,,,0,0,0
2024-07-24,정신동,,,0,0,0
2024-08-12,서기원,,,0,0,0
2024-09-02,오상원,,,0,0,0
2024-09-24,서영호,,,0,0,0
2024-10-04,조영서,,,0,0,0
2024-11-04,김재관,,,0,0,0
2024-12-11,김재관,,,0,0,0
2024-12-11,서기원,,,0,0,0
2024-12-11,나상록,,,0,0,0
2024-12-11,권봉중,,,0,0,0
2024-12-13,전효성,,,0,0,0
2024-12-16,정신동,,,0,0,0
2024-12-17,차대현,,,0,0,0
2024-12-17,박진영,,,0,0,0
2025-01-09,이창권,,,0,0,0
2025-01-09,박명화,,,0,0,0
2025-02-11,나상록,,,0,0,0
2025-02-11,박진영,,,0,0,0
2025-02-11,조영서,,,0,0,0
2025-02-11,권봉중,,,0,0,0
2025-02-11,전효성,,,0,0,0
2025-02-11,염홍선,,,0,0,0
2025-02-11,오상원,,,0,0,0
2025-02-11,박영준,,,0,0,0
2025-02-11,이창권,,,0,0,0
2025-02-11,김경남,,,0,0,0
2025-02-11,차대현,,,0,0,0
2025-02-11,정신동,,,0,0,0
2025-02-12,박효익,,,0,0,0
2025-02-18,이재근,,,0,0,0
2025-04-02,이환주,,,0,0,0
2025-04-09,박영세,,,0,0,0
2025-05-21,임대환,,,0,0,0
2025-06-11,이창권,,,0,0,0
2025-11-14,이현정,,,0,0,0
2025-11-14,박명화,,,0,0,0
2025-11-17,박명화,,,0,0,0
2026-01-06,최석문,,,0,0,0
2026-01-06,강승호,,,0,0,0
2026-01-06,박선현,,,0,0,0
2026-01-06,이재용,,,0,0,0
2026-01-07,조영서,,,0,0,0
2026-01-08,김성현,,,0,0,0
2026-01-12,윤희승,,,0,0,0
2026-02-27,박형주,,,0,0,0
2026-03-11,이경종,,,0,0,0
2026-04-30,나상록,,,0,0,0
2026-05-04,김성현,,,0,0,0
2026-06-01,박선현,,,0,0,0
2026-06-10,오상원,,,0,0,0
2026-06-11,주동욱,,,0,0,0
2024-08-12,서기원,,,0,0,0
2024-09-02,오상원,,,0,0,0
2024-09-24,서영호,,,0,0,0
2024-10-04,조영서,,,0,0,0
2024-11-04,김재관,,,0,0,0
2024-12-11,서기원,,,0,0,0
2024-12-11,김재관,,,0,0,0
2024-12-11,권봉중,,,0,0,0
2024-12-11,나상록,,,0,0,0
2024-12-13,전효성,,,0,0,0
2024-12-16,정신동,,,0,0,0
2024-12-17,차대현,,,0,0,0
2024-12-17,박진영,,,0,0,0
2025-01-09,이창권,,,0,0,0
2025-01-09,박명화,,,0,0,0
2025-02-11,김경남,,,0,0,0
2025-02-11,차대현,,,0,0,0
2025-02-11,정신동,,,0,0,0
2025-02-11,오상원,,,0,0,0
2025-02-11,나상록,,,0,0,0
2025-02-11,박진영,,,0,0,0
2025-02-11,조영서,,,0,0,0
2025-02-11,권봉중,,,0,0,0
2025-02-11,전효성,,,0,0,0
2025-02-11,염홍선,,,0,0,0
2025-02-11,이창권,,,0,0,0
2025-02-11,박영준,,,0,0,0
2025-02-12,박효익,,,0,0,0
2025-02-18,이재근,,,0,0,0
2025-04-02,이환주,,,0,0,0
2025-04-09,박영세,,,0,0,0
2025-05-21,임대환,,,0,0,0
2025-06-11,이창권,,,0,0,0
2025-11-14,이현정,,,0,0,0
2025-11-14,박명화,,,0,0,0
2025-11-17,박명화,,,0,0,0
2026-01-06,최석문,,,0,0,0
2026-01-06,강승호,,,0,0,0
2026-01-06,이재용,,,0,0,0
2026-01-06,박선현,,,0,0,0
2026-01-07,조영서,,,0,0,0
2026-01-08,김성현,,,0,0,0
2026-01-12,윤희승,,,0,0,0
2026-02-27,박형주,,,0,0,0
2026-03-11,이경종,,,0,0,0
2026-04-30,나상록,,,0,0,0
2026-05-04,김성현,,,0,0,0
2026-06-01,박선현,,,0,0,0
2026-06-10,오상원,,,0,0,0
2026-06-11,주동욱,,,0,0,0
