date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-23,0.0,0,0.0
2026-02-24,0.0,0,0.0
2026-02-25,0.0,0,0.0
2026-02-26,0.829,0,0.414
2026-02-27,1.053,0,0.526
2026-03-03,1.376,0,0.688
2026-03-04,1.527,0,0.764
2026-03-05,0.0,0,0.0
2026-03-06,0.727,0,0.364
2026-03-09,0.924,0,0.462
2026-03-10,0.0,0,0.0
2026-03-11,0.641,0,0.32
2026-03-12,0.0,0,0.0
2026-03-13,0.816,0,0.408
2026-03-16,1.06,0,0.53
2026-03-17,0.0,0,0.0
2026-03-18,0.0,0,0.0
2026-03-19,0.991,0,0.496
2026-03-20,0.0,0,0.0
2026-03-23,0.769,0,0.384
2026-03-24,0.0,0,0.0
2026-03-25,0.0,0,0.0
2026-03-26,0.571,0,0.286
2026-03-27,0.0,0,0.0
2026-03-30,0.719,0,0.36
2026-03-31,0.0,0,0.0
2026-04-01,0.0,0,0.0
2026-04-02,1.201,0,0.6
2026-04-03,0.652,0,0.326
2026-04-06,0.0,0,0.0
2026-04-07,0.858,0,0.429
2026-04-08,0.0,0,0.0
2026-04-09,0.0,0,0.0
2026-04-10,0.0,1,0.5
2026-04-13,1.021,0,0.51
2026-04-14,0.0,0,0.0
2026-04-15,0.0,1,0.5
2026-04-16,0.0,1,0.5
2026-04-17,0.962,1,0.981
2026-04-20,0.0,0,0.0
2026-04-21,0.0,0,0.0
2026-04-22,0.0,0,0.0
2026-04-23,0.0,0,0.0
2026-04-24,0.0,0,0.0
2026-04-27,0.0,0,0.0
2026-04-28,0.0,1,0.5
2026-04-29,0.0,0,0.0
2026-04-30,1.11,1,1.055
2026-05-04,1.048,1,1.024
2026-05-06,0.876,0,0.438
2026-05-07,0.0,1,0.5
2026-05-08,0.845,0,0.422
2026-05-11,0.972,0,0.486
2026-05-12,1.669,0,0.834
2026-05-13,1.271,0,0.636
2026-05-14,0.0,1,0.5
2026-05-15,1.054,0,0.527
2026-05-18,0.451,1,0.726
2026-05-19,0.734,1,0.867
2026-05-20,0.879,0,0.44
2026-05-21,0.0,0,0.0
