Date,Price,SMA_50,SMA_200,Price_vs_SMA50,Price_vs_SMA200,RSI_14,Momentum_20,Volatility_20,Market_Regime
1990-10-15 00:00:00-04:00,303.2300109863281,318.62940002441405,338.9268502807617,-4.833009457666493,-10.53231376176389,45.475810768153934,-4.575629710179518,23.12124063763642,Bear_Strong
1990-10-16 00:00:00-04:00,298.9200134277344,317.9192004394531,338.62300033569335,-5.976105559354872,-11.724834659370298,44.58555599271669,-6.17702206489823,23.42252048169161,Bear_Strong
1990-10-17 00:00:00-04:00,298.760009765625,317.1978009033203,338.32300033569334,-5.812710896856121,-11.69385189029799,47.90601728344655,-5.634869233722517,23.407223199386152,Bear_Strong
1990-10-18 00:00:00-04:00,305.739990234375,316.5456005859375,338.07335021972654,-3.4136030737944023,-9.564007326912003,49.71648316315252,-1.842821545362372,24.58712779761925,Bear_Strong
1990-10-19 00:00:00-04:00,312.4800109863281,315.99640075683595,337.87475021362303,-1.1127942476831354,-7.5160216060060625,47.65804540095538,0.3726081314463281,25.893141974482724,Bear_Strong
1990-10-22 00:00:00-04:00,314.760009765625,315.581201171875,337.6796002197266,-0.2602155651859505,-6.78737786919551,49.587400333885334,3.3389190551263104,24.649453334085504,Bear_Strong
1990-10-23 00:00:00-04:00,312.3599853515625,315.0516009521484,337.49330017089846,-0.8543411912370291,-7.447055928698154,50.9036049404845,1.3300381029166752,24.54910396557298,Bear_Recovering
1990-10-24 00:00:00-04:00,312.6000061035156,314.51580078125,337.319750213623,-0.6091250973641271,-7.328282466251235,49.91358155656349,2.47164774315376,24.19359572555902,Bear_Strong
1990-10-25 00:00:00-04:00,310.1700134277344,313.9180010986328,337.12795028686526,-1.1939384354453852,-7.996351781628352,48.752593932559186,3.0567871115782186,23.818128272622666,Bear_Strong
1990-10-26 00:00:00-04:00,304.7099914550781,313.3644006347656,336.95185028076173,-2.761771650562961,-9.568684308698227,42.27856658451995,-0.4378357756371076,24.03100041911407,Bear_Strong
1990-10-29 00:00:00-05:00,301.8800048828125,312.84540100097655,336.7762503051758,-3.505052681957066,-10.361848672743823,46.85792732134827,-4.146820809472596,21.5904570745324,Bear_Strong
1990-10-30 00:00:00-05:00,304.05999755859375,312.3564007568359,336.5928002929688,-2.656069534077121,-9.665329355250208,53.76716963258678,-3.537322483025862,21.82019929289685,Bear_Recovering
1990-10-31 00:00:00-05:00,304.0,311.9992010498047,336.4258003234863,-2.5638530556774675,-9.638321523589354,59.73996050262051,-2.376362890663475,21.475623570151328,Bear_Recovering
1990-11-01 00:00:00-05:00,307.0199890136719,311.80860107421876,336.26995025634767,-1.535753678394225,-8.698357144424518,58.26434591848516,-1.813301795217093,21.76018531522199,Bear_Recovering
1990-11-02 00:00:00-05:00,311.8500061035156,311.9044012451172,336.1334503173828,-0.017439683885323,-7.22434622050806,59.813281525766214,0.1123615099568597,22.49790491147906,Bear_Recovering
1990-11-05 00:00:00-05:00,314.5899963378906,311.9660009765625,336.0545002746582,0.8411158116955475,-6.387209193516108,68.50055414397366,0.3540848898371695,22.60307404105771,Bear_Recovering
1990-11-06 00:00:00-05:00,311.6199951171875,311.7696008300781,335.95455032348633,-0.0479859846797992,-7.2434069378930594,64.23823695570493,2.1370006172532596,20.608373369814036,Bear_Recovering
1990-11-07 00:00:00-05:00,306.010009765625,311.4630010986328,335.83330032348636,-1.75076696550579,-8.880385158093173,50.308311589839654,1.8708994450980176,20.90005750498522,Bear_Recovering
1990-11-08 00:00:00-05:00,307.6099853515625,311.13140075683594,335.74095031738284,-1.1318097102084534,-8.37877087654263,43.699836476289065,4.112229827344205,19.895043589830586,Bear_Strong
1990-11-09 00:00:00-05:00,313.739990234375,311.03200073242186,335.68065032958987,0.8706465879962044,-6.536170635296468,48.79997702205882,4.569540216264589,20.350572322492575,Bear_Strong
1990-11-12 00:00:00-05:00,319.4800109863281,310.97040100097655,335.6520503234863,2.7364694382359778,-4.818096395231997,57.76617168802032,5.358968245637352,20.93759297264175,Bear_Recovering
1990-11-13 00:00:00-05:00,317.6700134277344,310.86200134277345,335.62550033569335,2.1900431881521687,-5.349857770044242,55.34698396554943,6.272581010884015,20.22985375782467,Bear_Recovering
1990-11-14 00:00:00-05:00,320.3999938964844,310.7822009277344,335.58210037231447,3.0947052115724016,-4.524110928141334,60.721011155460026,7.243266643295332,20.270370738250623,Bear_Recovering
1990-11-15 00:00:00-05:00,317.0199890136719,310.71340087890627,335.5232502746582,2.029712306236653,-5.514747859005187,63.4889466439986,3.689409020602707,19.437838667742454,Bear_Recovering
1990-11-16 00:00:00-05:00,317.1199951171875,310.5878009033203,335.45425018310544,2.1031715330958933,-5.465500900915787,67.76224154292454,1.484889902625608,17.919709303243884,Bear_Recovering
1990-11-19 00:00:00-05:00,319.3399963378906,310.54200073242185,335.39170013427736,2.833109719367566,-4.785957371622573,67.7922784933375,1.4550725728074363,17.905776457420277,Bear_Recovering
1990-11-20 00:00:00-05:00,315.30999755859375,310.4274005126953,335.31995010375977,1.5728627813892837,-5.967420828666537,62.05500323326477,0.9444270538401468,18.300282129500452,Bear_Recovering
1990-11-21 00:00:00-05:00,316.0299987792969,310.2972003173828,335.2313500976563,1.847518590580366,-5.72779106511544,60.09864685520392,1.0972465159343026,18.31076392505194,Bear_Recovering
1990-11-23 00:00:00-05:00,315.1000061035156,310.22620056152346,335.1420501708984,1.5710489743195,-5.980163950528672,53.991652073788,1.5894485160893534,18.09649125498813,Bear_Recovering
1990-11-26 00:00:00-05:00,316.510009765625,310.2198010253906,335.05650024414064,2.027661909214995,-5.535332239488455,52.437804313846144,3.872540658807533,16.75786026324456,Bear_Recovering
1990-11-27 00:00:00-05:00,318.1000061035156,310.2264013671875,334.99660034179686,2.538018911874884,-5.04381065988182,58.52633709262012,5.372996209868086,16.246694810110217,Bear_Recovering
1990-11-28 00:00:00-05:00,317.95001220703125,310.2134014892578,334.93125045776367,2.4939640520467155,-5.070066835365017,68.34666641657367,4.568182187714731,16.1902442841069,Bear_Recovering
1990-11-29 00:00:00-05:00,316.4200134277344,310.20980163574217,334.8533004760742,2.001939255060825,-5.504884384335618,63.56641167995173,4.085530732807352,16.36601158439509,Bear_Recovering
1990-11-30 00:00:00-05:00,322.2200012207031,310.4246014404297,334.78995040893557,3.799763203541384,-3.754577810020476,63.19230736362747,4.950821689448492,17.154500459135242,Bear_Recovering
1990-12-03 00:00:00-05:00,324.1000061035156,310.6802014160156,334.7468504333496,4.319491434064782,-3.180565945893443,58.16831736590272,3.928170517955265,16.486753086722693,Bear_Recovering
1990-12-04 00:00:00-05:00,326.3500061035156,311.11540161132814,334.7386505126953,4.89676962737442,-2.5060280300262305,65.11142327669015,3.7382020733405463,16.398538167133147,Bear_Recovering
1990-12-05 00:00:00-05:00,329.9200134277344,311.5486016845703,334.7499005126953,5.896804429173574,-1.4428345094542494,66.10287604452512,5.872543032312483,16.124666422839805,Bear_Recovering
