Date,Close,High,Low,Open,Volume
2026-01-02,14.510000228881836,15.420000076293945,14.460000038146973,14.850000381469727,0
2026-01-05,14.899999618530273,15.270000457763672,14.649999618530273,15.140000343322754,0
2026-01-06,14.75,15.210000038146973,14.630000114440918,15.0,0
2026-01-07,15.380000114440918,15.479999542236328,14.829999923706055,14.949999809265137,0
2026-01-08,15.449999809265137,15.850000381469727,15.149999618530273,15.6899995803833,0
2026-01-09,14.489999771118164,15.8100004196167,14.430000305175781,15.680000305175781,0
2026-01-12,15.119999885559082,16.65999984741211,15.029999732971191,16.059999465942383,0
2026-01-13,15.979999542236328,16.5,14.75,15.359999656677246,0
2026-01-14,16.75,18.100000381469727,16.219999313354492,16.329999923706055,0
2026-01-15,15.84000015258789,16.540000915527344,15.300000190734863,16.520000457763672,0
2026-01-16,15.859999656677246,16.290000915527344,15.300000190734863,15.4399995803833,0
2026-01-20,20.09000015258789,20.989999771118164,18.639999389648438,19.940000534057617,0
2026-01-21,16.899999618530273,20.809999465942383,16.670000076293945,19.309999465942383,0
2026-01-22,15.640000343322754,16.670000076293945,15.270000457763672,16.649999618530273,0
2026-01-23,16.09000015258789,16.209999084472656,15.300000190734863,15.680000305175781,0
2026-01-26,16.149999618530273,17.389999389648438,15.800000190734863,16.899999618530273,0
2026-01-27,16.350000381469727,16.3700008392334,15.739999771118164,16.020000457763672,0
2026-01-28,16.350000381469727,17.18000030517578,16.049999237060547,16.09000015258789,0
2026-01-29,16.8799991607666,19.739999771118164,16.020000457763672,16.040000915527344,0
2026-01-30,17.440000534057617,19.270000457763672,16.670000076293945,18.719999313354492,0
2026-02-02,16.34000015258789,19.959999084472656,16.079999923706055,19.950000762939453,0
2026-02-03,18.0,20.3700008392334,16.049999237060547,16.15999984741211,0
2026-02-04,18.639999389648438,21.239999771118164,17.469999313354492,17.6299991607666,0
2026-02-05,21.770000457763672,23.100000381469727,19.059999465942383,19.239999771118164,0
2026-02-06,20.3700008392334,21.489999771118164,19.989999771118164,21.239999771118164,0
2026-02-09,17.360000610351562,19.200000762939453,16.899999618530273,17.950000762939453,0
2026-02-10,17.790000915527344,17.969999313354492,17.139999389648438,17.469999313354492,0
2026-02-11,17.649999618530273,18.959999084472656,16.75,17.8700008392334,0
2026-02-12,20.81999969482422,21.209999084472656,17.079999923706055,17.440000534057617,0
2026-02-13,20.600000381469727,22.399999618530273,18.920000076293945,21.479999542236328,0
2026-02-17,20.290000915527344,22.959999084472656,19.760000228881836,21.739999771118164,0
2026-02-18,19.6200008392334,20.34000015258789,18.479999542236328,19.780000686645508,0
2026-02-19,20.229999542236328,21.110000610351562,19.229999542236328,19.34000015258789,0
2026-02-20,19.09000015258789,21.209999084472656,18.760000228881836,20.040000915527344,0
2026-02-23,21.010000228881836,22.040000915527344,19.5,20.489999771118164,0
2026-02-24,19.549999237060547,22.079999923706055,19.229999542236328,21.239999771118164,0
2026-02-25,17.93000030517578,19.6200008392334,17.860000610351562,19.59000015258789,0
2026-02-26,18.6299991607666,20.540000915527344,17.5,18.06999969482422,0
