timestamp,bid_price_1,ask_price_1,bid_total,ask_total,imbalance_ratio,note
2026-03-11 09:00:15,0,0,0,0,1.0,no_orderbook_api
2026-03-11 09:30:17,0,0,0,0,1.0,no_orderbook_api
2026-03-11 10:02:50,0,0,0,0,1.0,no_orderbook_api
2026-03-11 10:30:14,0,0,0,0,1.0,no_orderbook_api
2026-03-11 11:00:16,0,0,0,0,1.0,no_orderbook_api
2026-03-11 11:32:06,0,0,0,0,1.0,no_orderbook_api
2026-03-11 12:01:43,0,0,0,0,1.0,no_orderbook_api
2026-03-11 13:28:17,0,0,0,0,1.0,no_orderbook_api
2026-03-11 13:30:18,0,0,0,0,1.0,no_orderbook_api
2026-03-11 14:00:19,0,0,0,0,1.0,no_orderbook_api
2026-03-11 14:37:32,0,0,0,0,1.0,no_orderbook_api
2026-03-11 15:00:21,0,0,0,0,1.0,no_orderbook_api
