depreciation,total_assets,ppe_net,prev_ppe_net,total_equity,retained_earnings,total_liabilities,interest_expense,revenue,prev_revenue,income_tax,net_income,operating_income,prev_operating_income,cash,capex,cash_from_operations,roe,debt_ratio,opm,year
3016219366,9408732397027,141323735979,138378474347,5195172983650,5044592761744,4213559413377,-5860480215,445475884681,461580178965,-105971704925,268410960714,375701743924,279662786859,173384495828,-209467414540,387231449456,,,,2025
