year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,66520928091,0,495521347080,0,66520928091,495521347080,0.0,0,0.0,0.0,0.0
2021,Q4,111917451153,66520928091,1012481212260,495521347080,111917451153,1012481212260,1.0433,0.6824,0.0,0.5771,1.0
2022,Q4,175817282307,111917451153,1147692623364,1012481212260,175817282307,1147692623364,0.1335,0.571,0.0,0.5331,1.0
2023,Q4,74516883006,175817282307,32599918632,1147692623364,74516883006,32599918632,-0.9716,-0.5762,0.0,-0.5354,-1.0
2024,Q1,12263543215.0,0,246277620948.0,0.0,12263543215.0,246277620948.0,0,12263543215.0,0.0,0.0,0.0
2024,Q2,2799914430.0,0,235613377051.0,0.0,2799914430.0,235613377051.0,0,2799914430.0,0.0,0.0,0.0
2024,Q3,5715351178.0,0,193899333467.0,0.0,5715351178.0,193899333467.0,0,5715351178.0,0.0,0.0,0.0
2024,Q4,19148863191,74516883006,8541968132,32599918632,19148863191,8541968132,-0.738,-0.743,0.0,-0.5978,-1.0
2025,Q1,-12440478072.0,0,122854093781.0,0.0,-12440478072.0,122854093781.0,0,-12440478072.0,0.0,0.0,0.0
2025,Q2,-8614530274.0,0,115808058731.0,0.0,-8614530274.0,115808058731.0,0,-8614530274.0,0.0,0.0,0.0
2025,Q3,-5446586386.0,0,127467707653.0,0.0,-5446586386.0,127467707653.0,0,-5446586386.0,0.0,0.0,0.0
2025,Q4,-39590701112,19148863191,5626695078,8541968132,-39590701112,5626695078,-0.3413,-3.0675,0.0,-0.8598,-1.0
