year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,33144011000000,30036831000000,CFS,BS
2025,연간,자본총계,11185039000000,10606856000000,CFS,BS
2025,연간,부채및자본총계,33144011000000,30036831000000,CFS,BS
2025,연간,부채총계,21958972000000,19429975000000,CFS,BS
2025,연간,영업이익(손실),-364759000000,-300238000000,CFS,CIS
2025,연간,매출총이익,1487922000000,1385855000000,CFS,CIS
2025,연간,수익(매출액),13333055000000,12394024000000,CFS,CIS
2024,연간,자산총계,30036831374114,24790423705500,CFS,BS
2024,연간,자본총계,10606856154462,9280236742886,CFS,BS
2024,연간,부채및자본총계,30036831374114,24790423705500,CFS,BS
2024,연간,부채총계,19429975219652,15510186962614,CFS,BS
2024,연간,영업이익(손실),-300237959946,579237027532,CFS,CIS
2024,연간,매출총이익,1385855326596,2165295345868,CFS,CIS
2024,연간,매출액,12394023649010,13078536180473,CFS,CIS
2023,연간,자산총계,24492909473815,23831884433685,CFS,BS
2023,연간,자본총계,9010546154819,9896911559334,CFS,BS
2023,연간,부채및자본총계,24492909473815,23831884433685,CFS,BS
2023,연간,부채총계,15482363318996,13934972874351,CFS,BS
2023,연간,영업이익(손실),604528962904,923726654257,CFS,CIS
2023,연간,매출총이익,2238876997924,2398999623260,CFS,CIS
2023,연간,매출액,13288744762930,13130752887526,CFS,CIS
2022,연간,자산총계,23831697412977,20007572194182,CFS,BS
2022,연간,부채총계,13934785853643,11806325074949,CFS,BS
2022,연간,자본총계,9896911559334,8201247119233,CFS,BS
2022,연간,부채및자본총계,23831697412977,20007572194182,CFS,BS
2022,연간,매출액,13653948104906,10725192384822,CFS,CIS
2022,연간,매출총이익,2801375245079,2196180039791,CFS,CIS
2022,연간,영업이익,966247380110,738347655292,CFS,CIS
2022,연간,계속영업이익,366023151112,616328220396,CFS,CIS
2022,연간,당기순이익,366023151112,616328220396,CFS,CIS
2025,3분기,자산총계,32263317000000,30036831000000,CFS,BS
2025,3분기,자본총계,11153753000000,10606856000000,CFS,BS
2025,3분기,부채및자본총계,32263317000000,30036831000000,CFS,BS
2025,3분기,부채총계,21109564000000,19429975000000,CFS,BS
2025,3분기,영업이익(손실),-7418000000,0,CFS,CIS
2025,3분기,매출총이익,398863000000,0,CFS,CIS
2025,3분기,수익(매출액),3364316000000,0,CFS,CIS
2024,3분기,자산총계,29409163341901,24790916948089,CFS,BS
2024,3분기,자본총계,10035297245840,9280236742887,CFS,BS
2024,3분기,부채및자본총계,29409163341901,24790916948089,CFS,BS
2024,3분기,부채총계,19373866096061,15510680205202,CFS,BS
2024,3분기,영업이익(손실),-80991092159,0,CFS,CIS
2024,3분기,매출총이익,306732389871,0,CFS,CIS
2024,3분기,매출액,2773249323556,0,CFS,CIS
2023,3분기,자산총계,24966412717780,23831884433685,CFS,BS
2023,3분기,자본총계,9538531740170,9896911559334,CFS,BS
2023,3분기,부채및자본총계,24966412717780,23831884433685,CFS,BS
2023,3분기,부채총계,15427880977610,13934972874351,CFS,BS
2023,3분기,영업이익,98337044680,0,CFS,CIS
2023,3분기,매출총이익,464206854913,0,CFS,CIS
2023,3분기,매출액,2925846376110,0,CFS,CIS
2022,3분기,자산총계,23887758509074,20007572194182,CFS,BS
2022,3분기,부채총계,14243998270568,11806325074949,CFS,BS
2022,3분기,자본총계,9643760238506,8201247119233,CFS,BS
2022,3분기,부채및자본총계,23887758509074,20007572194182,CFS,BS
2022,3분기,매출액,3365677058627,0,CFS,CIS
2022,3분기,매출총이익,779148267660,0,CFS,CIS
2022,3분기,영업이익,348375231024,0,CFS,CIS
2025,반기,자산총계,30120688000000,30036831000000,CFS,BS
2025,반기,자본총계,10835891000000,10606856000000,CFS,BS
2025,반기,부채및자본총계,30120688000000,30036831000000,CFS,BS
2025,반기,부채총계,19284797000000,19429975000000,CFS,BS
2025,반기,영업이익(손실),102067000000,0,CFS,CIS
2025,반기,매출총이익,549776000000,0,CFS,CIS
2025,반기,수익(매출액),3117265000000,0,CFS,CIS
2024,반기,자산총계,29151729005056,24733990172829,CFS,BS
2024,반기,자본총계,9813568490634,9223309967626,CFS,BS
2024,반기,부채및자본총계,29151729005056,24733990172829,CFS,BS
2024,반기,부채총계,19338160514422,15510680205203,CFS,BS
2024,반기,영업이익(손실),-107756959351,0,CFS,CIS
2024,반기,매출총이익,346133314539,0,CFS,CIS
2024,반기,매출액,2679309499303,0,CFS,CIS
2023,반기,자산총계,23231134046394,23831884433685,CFS,BS
2023,반기,부채총계,13810613146019,13934972874351,CFS,BS
2023,반기,자본총계,9420520900375,9896911559334,CFS,BS
2023,반기,부채및자본총계,23231134046394,23831884433685,CFS,BS
2023,반기,매출액,3393033444689,0,CFS,CIS
2023,반기,매출총이익,588414612068,0,CFS,CIS
2023,반기,영업이익,194065312502,0,CFS,CIS
2022,반기,자산총계,22484406346970,20007572194182,CFS,BS
2022,반기,부채총계,13364257089885,11806325074949,CFS,BS
2022,반기,자본총계,9120149257085,8201247119233,CFS,BS
2022,반기,부채및자본총계,22484406346970,20007572194182,CFS,BS
2022,반기,매출액,3389085195472,0,CFS,CIS
2022,반기,매출총이익,755484381295,0,CFS,CIS
2022,반기,영업이익,277752520418,0,CFS,CIS
2026,1분기,자산총계,34930282000000,33144011000000,CFS,BS
2026,1분기,자본총계,11997732000000,11185039000000,CFS,BS
2026,1분기,부채및자본총계,34930282000000,33144011000000,CFS,BS
2026,1분기,부채총계,22932550000000,21958972000000,CFS,BS
2026,1분기,영업이익(손실),92610000000,0,CFS,CIS
2026,1분기,매출총이익,547927000000,0,CFS,CIS
2026,1분기,수익(매출액),3881952000000,0,CFS,CIS
2025,1분기,자산총계,30481484000000,30036831000000,CFS,BS
2025,1분기,자본총계,10439295000000,10606856000000,CFS,BS
2025,1분기,부채및자본총계,30481484000000,30036831000000,CFS,BS
2025,1분기,부채총계,20042189000000,19429975000000,CFS,BS
2025,1분기,영업이익(손실),30314000000,0,CFS,CIS
2025,1분기,매출총이익,450213000000,0,CFS,CIS
2025,1분기,수익(매출액),3094476000000,0,CFS,CIS
2024,1분기,자산총계,26902180185894,24492909473815,CFS,BS
2024,1분기,자본총계,8619122351023,9010546154819,CFS,BS
2024,1분기,부채및자본총계,26902180185894,24492909473815,CFS,BS
2024,1분기,부채총계,18283057834871,15482363318996,CFS,BS
2024,1분기,영업이익(손실),-216642938093,0,CFS,CIS
2024,1분기,매출총이익,197017273794,0,CFS,CIS
2024,1분기,매출액,2392856652591,0,CFS,CIS
2023,1분기,자산총계,22129407462308,23831884433685,CFS,BS
2023,1분기,부채총계,12769287394595,13934972874351,CFS,BS
2023,1분기,자본총계,9360120067713,9896911559334,CFS,BS
2023,1분기,부채및자본총계,22129407462308,23831884433685,CFS,BS
2023,1분기,매출액,3100157644194,0,CFS,CIS
2023,1분기,매출총이익,675836939045,0,CFS,CIS
2023,1분기,영업이익,271439639603,0,CFS,CIS
2023,1분기,계속영업이익,140564282600,0,CFS,CIS
2022,1분기,자산총계,21150466466935,20007572194182,CFS,BS
2022,1분기,부채총계,12801504957275,11806325074949,CFS,BS
2022,1분기,자본총계,8348961509660,8201247119233,CFS,BS
2022,1분기,부채및자본총계,21150466466935,20007572194182,CFS,BS
2022,1분기,매출액,2970334577502,0,CFS,CIS
2022,1분기,매출총이익,586743379344,0,CFS,CIS
2022,1분기,영업이익,157878855620,0,CFS,CIS
2022,1분기,당기순이익,100905791041,0,CFS,SCE
