year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,86703656424,61648854076,645964626184,450752790463,86703656424,645964626184,0.4331,0.4064,0.0,0.4484,1.0
2021,Q4,91683503842,86703656424,844363923723,645964626184,91683503842,844363923723,0.3071,0.0574,0.0,0.103,1.0
2022,Q4,104998891405,91683503842,881011689232,844363923723,104998891405,881011689232,0.0434,0.1452,0.0,0.2251,1.0
2023,Q4,45774773657,104998891405,6096107540,881011689232,45774773657,6096107540,-0.9931,-0.564,0.0,-0.5301,-1.0
2024,Q1,-2905059027.0,0,116810741017.0,0.0,-2905059027.0,116810741017.0,0,-2905059027.0,0.0,0.0,0.0
2024,Q2,9542239707.0,0,175200601117.0,0.0,9542239707.0,175200601117.0,0,9542239707.0,0.0,0.0,0.0
2024,Q3,10962915734.0,0,146286261880.0,0.0,10962915734.0,146286261880.0,0,10962915734.0,0.0,0.0,0.0
2024,Q4,30614449862,45774773657,7526667961,6096107540,30614449862,7526667961,0.2347,-0.3312,0.0,-0.3985,-1.0
2025,Q1,10233047783.0,0,171018857039.0,0.0,10233047783.0,171018857039.0,0,10233047783.0,0.0,0.0,0.0
2025,Q2,-1860225279.0,0,157556525045.0,0.0,-1860225279.0,157556525045.0,0,-1860225279.0,0.0,0.0,0.0
2025,Q3,-8067635742.0,0,143396174625.0,0.0,-8067635742.0,143396174625.0,0,-8067635742.0,0.0,0.0,0.0
2025,Q4,-418124396,30614449862,44596849679,7526667961,-418124396,44596849679,4.9252,-1.0137,0.0,-0.6697,-1.0
