date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-01-20,0.0,0,0.0
2026-01-21,1.12,0,0.56
2026-01-22,0.944,0,0.472
2026-01-23,0.826,0,0.413
2026-01-26,0.0,0,0.0
2026-01-27,0.98,0,0.49
2026-01-28,1.275,0,0.638
2026-01-29,1.537,1,1.268
2026-01-30,0.0,0,0.0
2026-02-02,0.0,0,0.0
2026-02-03,1.055,0,0.528
2026-02-04,0.76,0,0.38
2026-02-05,0.0,0,0.0
2026-02-06,0.0,0,0.0
2026-02-09,0.606,0,0.303
2026-02-10,0.0,0,0.0
2026-02-11,0.715,0,0.358
2026-02-12,0.906,0,0.453
2026-02-13,0.0,0,0.0
2026-02-19,0.939,0,0.47
2026-02-20,0.942,0,0.471
2026-02-23,1.105,1,1.052
2026-02-24,1.04,0,0.52
2026-02-25,1.119,0,0.56
2026-02-26,1.408,0,0.704
2026-02-27,0.0,0,0.0
2026-03-03,0.0,0,0.0
2026-03-04,0.0,0,0.0
2026-03-05,1.462,1,1.231
2026-03-06,0.0,0,0.0
2026-03-09,0.0,0,0.0
2026-03-10,0.63,0,0.315
2026-03-11,0.683,1,0.842
2026-03-12,0.0,0,0.0
2026-03-13,0.0,0,0.0
2026-03-16,0.837,0,0.418
2026-03-17,0.723,0,0.362
2026-03-18,0.93,1,0.965
2026-03-19,0.0,0,0.0
2026-03-20,0.0,0,0.0
2026-03-23,0.0,0,0.0
2026-03-24,1.562,1,1.281
