year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,103718349,-2252031255,575755577,575755577,103718349,575755577,0.0,1.0461,0.0,0.6766,1.0
2021,Q4,-12795830212,103718349,575755577,575755577,-12795830212,575755577,0.0,-124.3709,0.0,-0.996,-1.0
2022,Q4,-29373680278,-12795830212,575755577,575755577,-29373680278,575755577,0.0,-1.2956,0.0,-0.7215,-1.0
2023,Q4,-9736838487,-29373680278,575755577,575755577,-9736838487,575755577,0.0,0.6685,0.0,0.5721,1.0
2024,Q1,17259076338.0,0,34900500859.0,0.0,17259076338.0,34900500859.0,0,17259076338.0,0.0,0.0,0.0
2024,Q2,-6727123999.0,0,12234116831.0,0.0,-6727123999.0,12234116831.0,0,-6727123999.0,0.0,0.0,0.0
2024,Q3,-8158251134.0,0,4889997796.0,0.0,-8158251134.0,4889997796.0,0,-8158251134.0,0.0,0.0,0.0
2024,Q4,25403990856,-9736838487,575755577,575755577,25403990856,575755577,0.0,3.6091,0.0,0.8783,1.0
2025,Q1,61017565621.0,0,83696077912.0,0.0,61017565621.0,83696077912.0,0,61017565621.0,0.0,0.0,0.0
2025,Q2,-426290507.0,0,18643000115.0,0.0,-426290507.0,18643000115.0,0,-426290507.0,0.0,0.0,0.0
2025,Q3,26670839372.0,0,49012996870.0,0.0,26670839372.0,49012996870.0,0,26670839372.0,0.0,0.0,0.0
2025,Q4,106900077097,25403990856,215858918957,575755577,106900077097,215858918957,373.9142,3.208,0.0,0.8652,1.0
