current_assets,prev_current_assets,cash,short_term_investments,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,short_term_debt,long_term_debt,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,capex,roe,debt_ratio,opm,year
39343335690,26654539692,8385535893,20930157316,1651326226.0,408618959.0,195069330,4729396407,4095358428,47949615182,2223976563,413195329,0,0.0,2720917760,1787444695,45228697422,6843719835,4726609249,6214361225,1266964627,629358610,3459644622,6040549668,3335603404,-5411191058,124041218,-4456157058,-3587198673,-3158649751,-5049037025,,,,2016
35670222744,39343335690,5229128932,27200876882,1453511837.0,1651326226.0,216146650,5026118818,4729396407,43013379969,2695154910,2223976563,0,,3168348340,-5661513439,39845031629,575755577,0,11069371713,6214361225,1034984130,629358610,7208461026,6040549668,-6173476896,-5411191058,-7372220908,-7448958134,-4346924220,-319119074,,,,2017
58257365360,35670222744,8915115779,42600000000,4631906425.0,1453511837.0,475787605,11706629646,5026118818,71380649814,2476847908,2695154910,300000000,1500000000.0,4684230884,-12533767942,66696418930,575755577,575755577,11745868891,11069371713,1957209982,1034984130,9617080255,7208461026,-7659870273,-6173476896,-6033294114,-7069908984,-9112552126,-22842988043,,,,2018
65209451868,58257365360,4413477774,57563864340,1836991841.0,4631906425.0,881574024,19191523552,11706629646,85979112272,11372929137,2476847908,3100000000,1000000000.0,15774959263,-13238281251,70204153009,575755577,575755577,18129093004,11745868892,11100088879,1957209981,13352120134,9617080254,-2252031255,-7659870273,-1680700203,-1738267459,9133183987,-21986769628,,,,2019
137906946065,65209451868,38922455345,94822000000,2692677487.0,1836991841.0,459662919,19483925836,19191523552,159206928125,21352716473,11372929137,2800000000,250000000.0,22935590498,-14207878610,136271337627,575755577,575755577,23670122042,18129093004,18755720415,11100088879,18652002066,13352120134,103718349,-2252031255,-2839347168,-3422404578,1676575983,-42916978884,,,,2020
212216374831,137906946065,10539625956,192464959892,6242125015.0,2692677487.0,1048884945,29310981219,19274122825,260337559420,123203766482,97042299138,2300000000,250000000.0,126414291791,-32938794600,133923267629,575755577,575755577,32956780287,23670122042,8166334957,18755720415,20962165169,18813889103,-12795830212,-58168688,-8298171558,-9191339725,-9419517066,-125960791851,,,,2021
145095472883,210238374831,45828916763,81710440367,8768723709.0,4264125015.0,1574689602,26957899007,29310981219,245490136097,94308513863,122750912883,3134000000,250000000.0,100108123094,17991398340,145382013003,575755577,575755577,24275249619,32956780287,4531094879,5789163740,33904775157,20981178229,-29373680278,-15192014489,-9969855067,-10077904116,-17874625308,50213127538,,,,2022
144075802572,145095472883,30199528819,55092140640,16732324361.0,8768723709.0,1068359216,18799996772,26957899007,256099994583,100415323198,94308513863,0,1249256939.0,256099994583,14619634335,147841734336,575755577,575755577,65324369405,24275249619,31198559482,4531094879,40935397969,33904775157,-9736838487,-29373680278,17833687,-3582208686,-7765575368,-9343034472,,,,2023
211784660785,144075802572,18993906684,165259072813,20221415690.0,16732324361.0,956866945,19246347722,18799996772,409011974213,129185745943,100415323198,5000000000,1413952632.0,409011974213,76871953333,274091061091,575755577,575755577,38785542330,65324369405,64069078470,31198559482,38665087614,40935397969,25403990856,-9736838487,-24078411415,60690355931,53044297258,-107771450399,,,,2024
480795147662,211784660785,66380706542,363641391678,,,6530046953,40356320516,19246347722,698742517170,239684162427,129185745943,0,1600360970.0,698742517170,218537978043,454442940148,215858918957,102854620800,50233860060,38785542330,165625058897,64069078470,58724981800,38665087614,106900077097,25403990856,17563350724,145172981930,124127150186,-231120222423,,,,2025
