date,news_sentiment_mean,news_sentiment_std,news_count,volume_ratio,source,news_positive_total,news_negative_total,news_pos_ratio,news_intensity
2016-02-01,0.4755,0.1912,0,1.1076,price_proxy,,,,
2016-02-02,0.451,0.1911,0,0.589,price_proxy,,,,
2016-02-03,0.4595,0.1919,0,0.824,price_proxy,,,,
2016-02-04,0.6475,0.2125,0,2.2981,price_proxy,,,,
2016-02-05,0.6811,0.2128,0,1.1507,price_proxy,,,,
2016-02-11,0.6405,0.2133,0,0.5077,price_proxy,,,,
2016-02-12,0.6423,0.2126,0,0.6207,price_proxy,,,,
2016-02-15,0.6983,0.2163,0,0.4392,price_proxy,,,,
2016-02-16,0.5305,0.2151,0,0.371,price_proxy,,,,
2016-02-17,0.5226,0.21,0,0.4118,price_proxy,,,,
2016-02-18,0.5309,0.2104,0,0.3987,price_proxy,,,,
2016-02-19,0.5391,0.1975,0,0.2946,price_proxy,,,,
2016-02-22,0.5,0.1892,0,0.2675,price_proxy,,,,
2016-02-23,0.5,0.1896,0,0.1974,price_proxy,,,,
2016-02-24,0.5224,0.1159,0,0.468,price_proxy,,,,
2016-02-25,0.5608,0.1105,0,0.4453,price_proxy,,,,
2016-02-26,0.6916,0.1223,0,1.1269,price_proxy,,,,
2016-02-29,0.718,0.1248,0,1.5928,price_proxy,,,,
2016-03-02,0.7707,0.1233,0,1.4548,price_proxy,,,,
2016-03-03,0.8321,0.1275,0,1.0651,price_proxy,,,,
2016-03-04,0.8395,0.1266,0,1.0521,price_proxy,,,,
2016-03-07,0.6958,0.1259,0,0.5841,price_proxy,,,,
2016-03-08,0.6492,0.126,0,0.5148,price_proxy,,,,
2016-03-09,0.5861,0.1014,0,0.6479,price_proxy,,,,
2016-03-10,0.5253,0.1016,0,0.8756,price_proxy,,,,
2016-03-11,0.5126,0.0963,0,1.0931,price_proxy,,,,
2016-03-14,0.5255,0.0943,0,0.5613,price_proxy,,,,
2016-03-15,0.5694,0.092,0,0.9307,price_proxy,,,,
2016-03-16,0.627,0.0918,0,1.1347,price_proxy,,,,
2016-03-17,0.5688,0.0952,0,1.1958,price_proxy,,,,
2016-03-18,0.5627,0.0914,0,0.9085,price_proxy,,,,
2016-03-21,0.5126,0.0984,0,1.432,price_proxy,,,,
2016-03-22,0.5061,0.0998,0,0.7173,price_proxy,,,,
2016-03-23,0.4701,0.0995,0,0.713,price_proxy,,,,
2016-03-24,0.4758,0.1013,0,0.5021,price_proxy,,,,
2016-03-25,0.4696,0.1028,0,0.5512,price_proxy,,,,
2016-03-28,0.525,0.0892,0,0.5317,price_proxy,,,,
2016-03-29,0.4757,0.0847,0,0.7384,price_proxy,,,,
2016-03-30,0.5606,0.0935,0,1.2058,price_proxy,,,,
2016-03-31,0.6223,0.0838,0,1.3314,price_proxy,,,,
2016-04-01,0.6173,0.0856,0,0.9798,price_proxy,,,,
2016-04-04,0.5741,0.0884,0,0.6336,price_proxy,,,,
2016-04-05,0.58,0.0882,0,0.8704,price_proxy,,,,
2016-04-06,0.4588,0.0898,0,0.547,price_proxy,,,,
2016-04-07,0.4135,0.0888,0,0.5039,price_proxy,,,,
2016-04-08,0.4417,0.0886,0,0.6934,price_proxy,,,,
2016-04-11,0.5238,0.0905,0,0.7466,price_proxy,,,,
2016-04-12,0.5592,0.088,0,1.2472,price_proxy,,,,
2016-04-14,0.6261,0.0871,0,1.1323,price_proxy,,,,
2016-04-15,0.6928,0.0893,0,1.7722,price_proxy,,,,
2016-04-18,0.6742,0.0893,0,1.4189,price_proxy,,,,
2016-04-19,0.6471,0.0817,0,1.4087,price_proxy,,,,
2016-04-20,0.5287,0.0881,0,1.4373,price_proxy,,,,
2016-04-21,0.5,0.0881,0,1.1621,price_proxy,,,,
2016-04-22,0.4121,0.0899,0,1.2155,price_proxy,,,,
2016-04-25,0.4061,0.0898,0,1.4959,price_proxy,,,,
2016-04-26,0.4726,0.0992,0,1.886,price_proxy,,,,
