날짜,시가,고가,저가,종가,거래량
2016-05-02,50631.604551329394,51228.14775664698,49885.925544682425,50482.46875,28979.0
2016-05-03,50482.467728538075,52197.52940912356,50109.62823275862,51899.2578125,45248.0
2016-05-04,51377.28633441618,51899.261667276725,50557.03938277819,50929.87890625,40336.0
2016-05-09,50855.31122545317,50929.87913047583,48841.97778984139,49363.953125,34673.0
2016-05-10,50258.764360007495,50258.764360007495,49363.94956428036,49736.7890625,73443.0
2016-05-11,50333.33834134615,51750.12860576923,49885.93088942307,51377.2890625,90658.0
2016-05-12,51377.28628148321,51377.28628148321,49960.49609375,49960.49609375,31853.0
2016-05-13,49960.50233004386,51824.700178179824,49885.93441611843,51004.453125,67201.0
2016-05-16,51004.44628487124,52495.80436337625,50706.17466917024,52122.96484375,77434.0
2016-05-17,52570.372328168894,53166.91556026159,49885.92778375176,53092.34765625,154142.0
2016-05-18,53166.91593535959,55105.68145333904,52644.9406035959,54434.5703125,86886.0
2016-05-19,54732.839407297484,54732.839407297484,52794.07397870112,53390.6171875,33033.0
2016-05-20,53390.6222985823,54434.5730139177,52644.94321619986,53912.59765625,54461.0
2016-05-23,53465.19201352416,54732.84649641107,52644.94499518558,53241.48828125,43863.0
2016-05-24,53539.7502090669,53539.7502090669,51675.55277838909,52943.20703125,54621.0
2016-05-25,54583.70612157534,54956.5456442637,53838.02707619863,54434.5703125,82789.0
2016-05-26,55031.116279823655,55031.116279823655,53763.46183977351,53912.59765625,34939.0
2016-05-27,54434.57090354195,54434.57090354195,53614.32394472146,54210.8671875,10803.0
2016-05-30,54136.2962962963,54583.7037037037,53092.345679012345,54360.0,17253.0
2016-05-31,53688.889220027246,55180.24725391689,53614.32131833276,54732.83984375,62663.0
2016-06-01,54732.84556034483,55105.68510775862,53763.46273706896,54061.734375,53398.0
2016-06-02,54285.435092847314,54658.274619583906,53912.59556611073,54210.8671875,36040.0
2016-06-03,53838.0243547134,54061.72805701831,53241.48114856699,53987.16015625,15720.0
2016-06-07,53688.89705882353,57119.0210375817,53688.89705882353,57044.453125,107001.0
2016-06-08,57193.59260896382,57268.16052631579,55925.93801398027,56671.6171875,69827.0
2016-06-09,57193.583530515665,58610.37373531332,56746.176097421674,57119.015625,59467.0
2016-06-10,57864.695250000004,57864.695250000004,55329.386437500005,55925.9296875,36711.0
2016-06-13,55925.92840325343,55925.92840325343,54136.298694349316,54434.5703125,30265.0
2016-06-14,54360.00267810769,54360.00267810769,53241.48410448407,53838.02734375,41773.0
2016-06-15,54360.00214367378,55180.24908960027,53838.02681444783,55031.11328125,130356.0
2016-06-16,54509.14242134354,55105.68570365646,53987.16704931973,54807.4140625,108491.0
2016-06-17,54881.972359154934,55180.243948063384,52943.20703125,52943.20703125,170596.0
2016-06-20,53688.888422818796,56000.493341023495,53614.320522231545,55553.0859375,127453.0
2016-06-21,55553.08559438345,55776.78929476351,54434.56709248311,55180.24609375,62096.0
2016-06-22,55180.25270191018,56149.63551964644,54881.98106568364,55627.66015625,35287.0
2016-06-23,55180.250905491914,55627.65834526617,54285.436025943396,55329.38671875,30069.0
2016-06-24,55925.927593659944,55925.927593659944,51004.44596541787,51750.125,116981.0
2016-06-27,50855.30789660057,52868.64120042493,49960.49309490085,52644.9375,72883.0
2016-06-28,52644.94499518558,53688.89574579832,50929.88304775035,53241.48828125,60794.0
2016-06-29,53688.8908883427,53912.59460037746,53017.77975223841,53092.34765625,38501.0
2016-06-30,53539.75992428222,53688.89574579832,52868.64872745974,53241.48828125,43367.0
2016-07-01,53241.48618123259,53838.02944376741,53017.78245778203,53539.7578125,52437.0
2016-07-04,53688.8908883427,53763.458792354286,52719.50813619207,53092.34765625,38824.0
2016-07-05,52868.651378038194,53763.466351996525,52644.94763454861,53688.8984375,34112.0
2016-07-06,53465.19019570481,53465.19019570481,51451.85667369082,51973.83203125,60292.0
2016-07-07,52346.6778085443,53316.06073092475,52197.54197433192,53017.7890625,36989.0
2016-07-08,53241.47976962003,53241.47976962003,51899.25759055398,52495.80078125,26181.0
2016-07-11,53017.78070194292,54285.435092847314,52868.64489124828,54210.8671875,87845.0
2016-07-12,54210.86453188862,54881.97564713896,53763.45712172173,54732.83984375,63207.0
2016-07-13,55329.379267068274,56597.03350903615,55031.1076807229,55702.21875,67734.0
2016-07-14,55851.3571948902,55925.92509501689,54881.974493243244,55180.24609375,67653.0
2016-07-15,55553.09194711538,56000.49939903846,54956.54867788461,55254.8203125,67177.0
2016-07-18,54807.4140625,55254.82152423469,54136.30286989796,54807.4140625,27963.0
2016-07-19,54583.70520690247,55105.6805299193,53614.32246415694,54285.43359375,28962.0
2016-07-20,53987.16941236413,55031.12020210598,53987.16941236413,54881.984375,45422.0
2016-07-21,54881.97623119015,55254.8157436303,54136.29720630985,54509.13671875,51946.0
2016-07-22,54434.57689368207,55105.688115658966,54285.44106657609,54881.984375,66835.0
2016-07-25,55254.81825630772,57715.559150313326,55254.81825630772,56522.47265625,97327.0
2016-07-26,56522.47773692811,57044.453125,56373.341911764706,57044.453125,25720.0
2016-07-27,57044.44564224837,57640.98886465097,56746.17403104707,57417.28515625,47308.0
2016-07-28,57491.860600490196,58312.10763888889,56447.9098243464,57044.453125,54350.0
2016-07-29,57342.7208784371,60772.84462409133,57342.7208784371,58983.21484375,132024.0
2016-08-01,59505.1895957966,60176.30075665145,57790.12774027865,59206.91796875,88380.0
2016-08-02,58908.644800991045,59132.34851542519,58162.96575287724,58312.1015625,62163.0
2016-08-03,58088.40913765823,59057.792088607595,57044.45826740506,58908.65625,34062.0
2016-08-04,59132.34765625,59356.0513674338,58312.10071524275,59132.34765625,30040.0
2016-08-05,58684.94262141845,59505.1895957966,58610.3747146568,59206.91796875,48119.0
2016-08-08,59579.75507861759,59803.458789801385,58983.21184879414,59132.34765625,61599.0
2016-08-09,59579.75599449686,59579.75599449686,58834.07694575472,59281.484375,67360.0
2016-08-10,59356.06275358926,59803.470261782146,58759.51940933209,59728.90234375,56424.0
2016-08-11,59654.32363013699,59878.02734375,58983.21248929795,59878.02734375,44010.0
2016-08-12,60250.871386838866,61443.95794895449,59281.488555119926,60623.7109375,57538.0
2016-08-16,60698.276128794925,61220.25147633984,59654.32543370508,60176.30078125,57480.0
2016-08-17,60176.299182784525,60250.86708759591,57491.8546095748,58312.1015625,99718.0
2016-08-18,58312.10058466428,58386.66848822523,56895.3104170062,57193.58203125,77507.0
2016-08-19,57193.579386708654,57790.12258761305,56298.764585352066,57715.5546875,71620.0
2016-08-22,56969.87732712766,57193.58103390958,55553.08718417553,56075.0625,55772.0
2016-08-23,55776.80492612882,56522.48413637118,55702.23700510458,56149.64453125,59652.0
2016-08-24,56000.490336345385,56224.19402610442,55403.94716365462,55702.21875,56588.0
2016-08-25,55254.81433515101,55627.65383808725,54434.567428691276,55553.0859375,54579.0
2016-08-26,55031.10893982095,56373.33110908488,54509.13365177387,56224.1953125,43315.0
2016-08-29,55478.52070630081,55702.22441882622,54881.97747289973,55031.11328125,48080.0
2016-08-30,55031.1076807229,56075.058232931726,55031.1076807229,55702.21875,46637.0
2016-08-31,55553.09225251535,55553.09225251535,54434.573616558664,54658.27734375,52724.0
2016-09-01,54434.57186465232,56522.47325124172,54434.57186465232,56298.76953125,45711.0
2016-09-02,56298.77760074013,57939.271782483556,55776.80217927632,56671.6171875,47904.0
2016-09-05,56746.18086751302,57715.563720703125,56597.04504394531,57268.15625,23424.0
2016-09-06,57566.41443452381,57939.25390625,56671.599702380954,57939.25390625,32683.0
2016-09-07,58013.83895779639,58684.950205380155,57268.15979381443,57864.703125,28982.0
2016-09-08,57491.85264295213,58013.827958776594,56075.0625,56075.0625,39739.0
2016-09-09,56149.64453125,56522.48413637118,55553.101163056104,56149.64453125,17904.0
2016-09-12,54509.138487924174,55180.24963209834,52868.64457994287,53838.02734375,79499.0
2016-09-13,54285.432098765436,54807.40740740741,53241.48148148148,54360.0,31347.0
2016-09-19,54658.271263164715,54658.271263164715,53688.888553176796,53987.16015625,34340.0
2016-09-20,53763.466351996525,54136.305924479166,53539.76260850694,53688.8984375,43729.0
2016-09-21,53539.75241220445,54061.72771427329,53241.48081102225,53614.3203125,18540.0
2016-09-22,54658.27402611302,55105.68145333904,53912.59498073631,54434.5703125,37655.0
2016-09-23,54732.83950617284,54881.97530864197,54360.0,54360.0,44002.0
2016-09-26,54360.00510567946,54732.844646870675,53838.02974801176,53912.59765625,17409.0
2016-09-27,53838.027973446035,54583.70703125,53390.62053876366,54583.70703125,24996.0
2016-09-28,54807.41010755714,55105.6817271901,53838.02734375,53838.02734375,23157.0
2016-09-29,54359.99966009151,54359.99966009151,53539.7527516402,53987.16015625,18228.0
