date,nav,net_ret,peak,drawdown
2024-09-16,171835504.28790936,0.006908694549935144,171835504.28790936,0.0
2024-09-17,170911002.00721085,-0.005380158684491086,171835504.28790936,-0.005380158684491128
2024-09-18,172694951.11922655,0.010437883407531717,172694951.11922655,0.0
2024-09-19,175337569.37251464,0.015302232266556796,175337569.37251464,0.0
2024-09-20,175964894.87855953,0.0035778156859930803,175964894.87855953,0.0
2024-09-23,177221608.13582876,0.007141840752591828,177221608.13582876,0.0
2024-09-24,176484507.29796442,-0.004159204092648847,177221608.13582876,-0.004159204092648791
2024-09-25,176595051.29182008,0.0006263665607146547,177221608.13582876,-0.0035354427182969096
2024-09-26,180426904.15719366,0.02169852913398744,180426904.15719366,0.0
2024-09-27,180253547.57773846,-0.0009608133568824446,180426904.15719366,-0.0009608133568825361
2024-09-30,180779256.43404567,0.0029164965870116426,180779256.43404567,0.0
2024-10-01,180225452.14064795,-0.003063428317616491,180779256.43404567,-0.003063428317616579
2024-10-02,179979208.7390939,-0.0013663075810283782,180779256.43404567,-0.004425550313310736
2024-10-03,180752783.48137626,0.004298133921700856,180779256.43404567,-0.00014643799953381332
2024-10-04,179684476.40412903,-0.0059103215821697756,180779256.43404567,-0.006055894086034459
2024-10-07,177120291.41212344,-0.01427048704106457,180779256.43404567,-0.020239960569022164
2024-10-08,178633437.8424088,0.008543043929193824,180779256.43404567,-0.011869827512094745
2024-10-09,180633208.02743572,0.011194825611491013,180779256.43404567,-0.0008078825496399571
2024-10-10,181233229.73848855,0.003321768558534853,181233229.73848855,0.0
2024-10-11,183884411.92413682,0.014628565575274428,183884411.92413682,0.0
2024-10-14,184630650.9333833,0.0040581961322220675,184630650.9333833,0.0
2024-10-15,183552357.25787222,-0.005840274461796195,184630650.9333833,-0.005840274461796281
2024-10-16,184268995.22121203,0.003904270008001076,184630650.9333833,-0.0019588064622149104
2024-10-17,186241968.10442522,0.010707025785019595,186241968.10442522,0.0
2024-10-18,185523183.69385108,-0.0038594115917585524,186241968.10442522,-0.0038594115917585142
2024-10-21,186328487.34484264,0.004340717073508535,186328487.34484264,0.0
2024-10-22,187214318.21568292,0.004754135470443982,187214318.21568292,0.0
2024-10-23,187544314.1147877,0.0017626637868830332,187544314.1147877,0.0
2024-10-24,187908821.8929728,0.001943582133671043,187908821.8929728,0.0
2024-10-25,187966676.2438682,0.00030788523025461527,187966676.2438682,0.0
2024-10-28,190545644.88152316,0.0137203502726674,190545644.88152316,0.0
2024-10-29,190559165.90068182,7.095947622981768e-05,190559165.90068182,0.0
2024-10-30,191576572.27700084,0.005339057670148038,191576572.27700084,0.0
2024-10-31,193646582.88467208,0.01080513438082707,193646582.88467208,0.0
2024-11-01,195875519.0035625,0.011510330240208156,195875519.0035625,0.0
2024-11-04,196991092.3978218,0.005695318128239587,196991092.3978218,0.0
2024-11-05,196127043.548718,-0.00438623309605739,196991092.3978218,-0.004386233096057304
2024-11-06,194419507.76975602,-0.008706273994987565,196991092.3978218,-0.013054319343904656
2024-11-07,193510199.39425245,-0.0046770428849168795,196991092.3978218,-0.017670306617416646
2024-11-08,200718113.33408394,0.037248237883039326,200718113.33408394,0.0
2024-11-11,199620014.34485015,-0.005470851489153115,200718113.33408394,-0.00547085148915319
2024-11-12,200746201.24289894,0.005641653226731487,200746201.24289894,0.0
2024-11-13,199395587.74284515,-0.006727965419477959,200746201.24289894,-0.006727965419477988
2024-11-14,198842160.92979425,-0.0027755218624226437,200746201.24289894,-0.00948481366678933
2024-11-15,198914214.6721542,0.0003623665223864108,200746201.24289894,-0.009125884123346799
2024-11-18,197926893.1981183,-0.004963554141483372,200746201.24289894,-0.014044141444895063
2024-11-19,199095338.0832473,0.005903416490044214,200746201.24289894,-0.00822363337104509
2024-11-20,198830074.161495,-0.0013323462232017282,200746201.24289894,-0.009545022867384002
2024-11-21,198376475.89927644,-0.0022813362824083707,200746201.24289894,-0.011804583742808586
2024-11-22,202426999.79912812,0.02041836806249297,202426999.79912812,0.0
2024-11-25,201129730.0945543,-0.0064085804060778715,202426999.79912812,-0.006408580406077814
2024-11-26,201705067.3145744,0.002860527977388528,202426999.79912812,-0.0035663843522361683
2024-11-27,206565589.11739728,0.024097172508029053,206565589.11739728,0.0
2024-11-28,206780507.08179972,0.001040434495022728,206780507.08179972,0.0
2024-11-29,212230616.21278492,0.026356977298779862,212230616.21278492,0.0
2024-12-02,214232323.64726582,0.00943175621972453,214232323.64726582,0.0
2024-12-03,214300569.3216477,0.00031855918481411946,214300569.3216477,0.0
2024-12-04,214975653.15575394,0.003150172844818699,214975653.15575394,0.0
2024-12-05,216193071.07148248,0.0056630502006033735,216193071.07148248,0.0
2024-12-06,218510155.06795788,0.010717660769568763,218510155.06795788,0.0
2024-12-09,215104521.41325858,-0.015585699683569097,218510155.06795788,-0.015585699683569054
2024-12-10,221441949.59287655,0.029462087258698307,221441949.59287655,0.0
2024-12-11,222822159.19780028,0.006232828095404897,222822159.19780028,0.0
2024-12-12,221450555.41181672,-0.00615559866631565,222822159.19780028,-0.0061555986663156936
2024-12-13,225873191.23625752,0.019971211253980835,225873191.23625752,0.0
2024-12-16,221771912.80869117,-0.018157437831019682,225873191.23625752,-0.01815743783101961
2024-12-17,218637754.38574502,-0.014132350590535763,225873191.23625752,-0.03203318114430156
2024-12-18,218210050.30580887,-0.001956222433484919,225873191.23625752,-0.03392673955021605
2024-12-19,217212750.00216177,-0.004570368332024296,225873191.23625752,-0.03834205018619122
2024-12-20,219807769.3287126,0.011946901489553479,225873191.23625752,-0.026853217393119647
2024-12-23,219638893.73874462,-0.0007682876291577559,225873191.23625752,-0.027600874027551115
2024-12-24,218461704.8841723,-0.005359655726424183,225873191.23625752,-0.03281259857143918
2024-12-25,219218640.8493804,0.0034648450885679674,225873191.23625752,-0.0294614440538746
2024-12-26,220751656.68620467,0.006993090691943359,225873191.23625752,-0.022674379912115638
2024-12-27,228114543.62065357,0.03335371088478463,228114543.62065357,0.0
2024-12-30,228698287.41135255,0.002558994185262213,228698287.41135255,0.0
2024-12-31,232826784.07183895,0.018052153810232174,232826784.07183895,0.0
2025-01-01,234569133.52321768,0.007483457963500935,234569133.52321768,0.0
2025-01-02,233887826.4694598,-0.0029045042863255644,234569133.52321768,-0.002904504286325636
2025-01-03,237759793.30338913,0.01655480275470822,237759793.30338913,0.0
2025-01-06,239547512.98334605,0.007519015957739007,239547512.98334605,0.0
2025-01-07,238144039.91200128,-0.005858850521409272,239547512.98334605,-0.0058588505214092375
2025-01-08,240634947.39975837,0.010459667555306173,240634947.39975837,0.0
2025-01-09,242259321.2857969,0.00675036566214147,242259321.2857969,0.0
2025-01-10,243330443.7091286,0.004421387865064121,243330443.7091286,0.0
2025-01-13,246509960.29979095,0.013066661705771058,246509960.29979095,0.0
2025-01-14,265639063.9402367,0.07759971896138411,265639063.9402367,0.0
2025-01-15,267921317.28528878,0.00859155769938083,267921317.28528878,0.0
2025-01-16,266360155.02385196,-0.005826943063938661,267921317.28528878,-0.005826943063938651
2025-01-17,267253543.93498304,0.0033540636400781723,267921317.28528878,-0.0024924233617240527
2025-01-20,268263949.77532417,0.003780701372427576,268263949.77532417,0.0
2025-01-21,264883544.18241242,-0.012601043098571046,268263949.77532417,-0.012601043098571015
2025-01-22,262128220.88346294,-0.010402017639314087,268263949.77532417,-0.022871984465299987
2025-01-23,266046195.0877195,0.014946785168920866,268263949.77532417,-0.008267061934568826
2025-01-24,268216276.49312553,0.008156784218208868,268263949.77532417,-0.0001777103566788044
2025-01-27,267953969.88624766,-0.000977966774826197,268263949.77532417,-0.0011555033366805894
2025-01-28,266133673.12582353,-0.006793318871882776,268263949.77532417,-0.007940972505939703
2025-01-29,265242598.74437657,-0.0033482211062621802,268263949.77532417,-0.01126260548045323
2025-01-30,265024241.552397,-0.0008232357585592363,268263949.77532417,-0.012076569459446438
2025-01-31,265238681.54776704,0.0008091335121419032,268263949.77532417,-0.0112772075043659
2025-02-03,266480327.57393575,0.0046812403791303865,268263949.77532417,-0.006648758444368816
2025-02-04,267403565.59400204,0.0034645635138306945,268263949.77532417,-0.003207229976456824
2025-02-05,268125266.70526704,0.0026989210471515,268263949.77532417,-0.0005169649897918577
2025-02-06,265488848.09443602,-0.009832786903030181,268263949.77532417,-0.010344668686241081
2025-02-07,266757931.91534182,0.0047801775103351474,268263949.77532417,-0.0056139405285117825
2025-02-10,279287487.0722077,0.04696975668878043,279287487.0722077,0.0
2025-02-11,302089011.9915942,0.08164177048680797,302089011.9915942,0.0
2025-02-12,302774135.8340137,0.0022679535342998726,302774135.8340137,0.0
2025-02-13,298752494.59974915,-0.013282644579883528,302774135.8340137,-0.013282644579883434
2025-02-14,302086084.7860593,0.011158367700916811,302774135.8340137,-0.002272489511229528
2025-02-17,302369334.9029758,0.000937647019117266,302774135.8340137,-0.001336973285128364
2025-02-18,300718933.98616946,-0.005458228485160078,302774135.8340137,-0.006787904264619691
2025-02-19,301540865.36628735,0.002733221248236081,302774135.8340137,-0.004073235860550689
2025-02-20,302158986.7964304,0.0020498761565609087,302774135.8340137,-0.0020317093330604946
2025-02-21,303349935.8226627,0.003941464852192773,303349935.8226627,0.0
2025-02-24,301284660.34475064,-0.006808227838622152,303349935.8226627,-0.0068082278386220624
2025-02-25,314442536.4015466,0.04367257211747808,314442536.4015466,0.0
2025-02-26,311509916.20299375,-0.009326410580812348,314442536.4015466,-0.009326410580812319
2025-02-27,312224784.077246,0.0022948478910906124,314442536.4015466,-0.00705296538337451
2025-02-28,312214326.31943876,-3.349432313058448e-05,314442536.4015466,-0.007086223472203497
2025-03-03,314649876.7539495,0.0078008926214963,314649876.7539495,0.0
2025-03-04,315216421.64888483,0.0018005565448808286,315216421.64888483,0.0
2025-03-05,314799983.3897909,-0.001321118541082203,315216421.64888483,-0.0013211185410822441
2025-03-06,314551526.7760298,-0.0007892523089922218,315216421.64888483,-0.0021093281542153433
2025-03-07,319976380.8348994,0.0172463129156333,319976380.8348994,0.0
2025-03-10,320069580.3529955,0.0002912699926568165,320069580.3529955,0.0
2025-03-11,317055381.2751194,-0.00941732442849393,320069580.3529955,-0.009417324428494009
2025-03-12,319584056.73027235,0.007975500825701969,320069580.3529955,-0.001516931481547519
2025-03-13,319279874.7627628,-0.0009518058273048188,320069580.3529955,-0.0024672934846285185
2025-03-14,315295845.34190094,-0.012478172712333053,320069580.3529955,-0.014914678882728422
2025-03-17,314689136.79635274,-0.001924251633859236,320069580.3529955,-0.016810230921379142
2025-03-18,318767394.9336707,0.012959640675353549,320069580.3529955,-0.004068444798436242
2025-03-19,312188607.7983332,-0.0206382059140848,320069580.3529955,-0.024622685311020777
2025-03-20,317659137.5467087,0.017523156232239358,320069580.3529955,-0.007530996240343753
2025-03-21,313771655.16353434,-0.012237905111741774,320069580.3529955,-0.019676737734699346
2025-03-24,314365149.8554504,0.0018914859967408752,320069580.3529955,-0.017822470011845146
2025-03-25,318295610.6018214,0.01250285137579119,320069580.3529955,-0.005542450329761523
2025-03-26,320803224.9855912,0.007878256250623166,320803224.9855912,0.0
2025-03-27,324764705.38049567,0.012348630208073585,324764705.38049567,0.0
2025-03-28,324945294.6806707,0.000556061964810614,324945294.6806707,0.0
2025-03-31,327425131.2317355,0.0076315508845937255,327425131.2317355,0.0
2025-04-01,322933839.93527496,-0.013717002355820473,327425131.2317355,-0.013717002355820549
2025-04-02,322189251.6026135,-0.0023056993123132976,327425131.2317355,-0.015991074385235015
2025-04-03,321360229.5390564,-0.0025730903791277827,327425131.2317355,-0.018523018284710303
2025-04-04,317590336.64878565,-0.011731049905204897,327425131.2317355,-0.030036773738022233
2025-04-07,316556698.3927024,-0.003254627539962928,327425131.2317355,-0.033193642766965806
2025-04-08,316971286.4527223,0.001309680263045803,327425131.2317355,-0.03192743556271035
2025-04-09,316870603.61454064,-0.0003176402484541492,327425131.2317355,-0.03223493437259986
2025-04-10,316597826.1898998,-0.0008608479976661152,327425131.2317355,-0.03306803299155643
2025-04-11,315835298.5088664,-0.0024085057380526377,327425131.2317355,-0.03539689418240282
2025-04-14,307425165.0697196,-0.026628225150428175,327425131.2317355,-0.06108256286491618
2025-04-15,301439792.92608255,-0.019469363031096237,327425131.2317355,-0.07936268730472562
2025-04-16,304988791.0570847,0.011773489148701691,327425131.2317355,-0.06852357389381789
2025-04-17,303556661.52584535,-0.004695679228982706,327425131.2317355,-0.07289748840017182
2025-04-18,300444233.64957094,-0.010253202353160665,327425131.2317355,-0.08240325805372839
2025-04-21,296113047.39715934,-0.014415940688225647,327425131.2317355,-0.09563127826133488
2025-04-22,297567495.2484801,0.0049117992743155665,327425131.2317355,-0.0911892006301852
2025-04-23,295888843.0771012,-0.0056412484501277916,327425131.2317355,-0.0963160281435896
2025-04-24,300201253.0394101,0.014574425711567925,327425131.2317355,-0.08314535322903385
2025-04-25,300262294.63294,0.00020333557209318903,327425131.2317355,-0.08295892406490632
2025-04-28,310032126.2776643,0.03253765730614828,327425131.2317355,-0.05312055580046879
2025-04-29,311675332.405242,0.005300115659969105,327425131.2317355,-0.04810198523016415
2025-04-30,311254841.80090094,-0.001349130202560925,327425131.2317355,-0.04938621959164781
2025-05-01,306461378.6085861,-0.015400445386102834,327425131.2317355,-0.06402609520010343
2025-05-02,304734018.4961968,-0.005636469170216183,327425131.2317355,-0.06930168325863496
2025-05-05,304457863.6785722,-0.0009062159157267034,327425131.2317355,-0.07014509688600609
2025-05-06,303769705.9571902,-0.002260272449748429,327425131.2317355,-0.07224682230577822
2025-05-07,303917015.09873223,0.0004849369066537846,327425131.2317355,-0.07179692054964894
2025-05-08,300260049.5104097,-0.012032776733920326,327425131.2317355,-0.08296578096841227
2025-05-09,300205839.3112449,-0.00018054416247916157,327425131.2317355,-0.08313134614345206
2025-05-12,299192341.70097464,-0.0033760089830214947,327425131.2317355,-0.08622670295512257
2025-05-13,298468624.893524,-0.002418901511102023,327425131.2317355,-0.08843703056414913
2025-05-14,301581118.7841755,0.01042821131287042,327425131.2317355,-0.07893105929388444
2025-05-15,304299285.0079191,0.009013051727846473,327425131.2317355,-0.07062941728638755
2025-05-16,307737857.09984386,0.011299967700664392,327425131.2317355,-0.060127559719775986
2025-05-19,306081305.997331,-0.005382994208526654,327425131.2317355,-0.06518688762255817
2025-05-20,303819145.69972026,-0.007390716954241104,327425131.2317355,-0.0720958267412531
2025-05-21,304363496.552712,0.0017916937121855042,327425131.2317355,-0.07043330666851472
2025-05-22,304868722.4542991,0.0016599424941207267,327425131.2317355,-0.06889027941313433
2025-05-23,306098143.26129675,0.004032623606319418,327425131.2317355,-0.06513546437382223
2025-05-26,305065767.4578192,-0.00337269541225617,327425131.2317355,-0.06828847770420969
2025-05-27,305916253.3466826,0.002787877171374092,327425131.2317355,-0.06569098042089501
2025-05-28,305680322.4937112,-0.0007712269302149635,327425131.2317355,-0.06641154469793718
2025-05-29,314828537.17075425,0.02992739147359191,327425131.2317355,-0.0384716775208865
2025-05-30,315670949.2370486,0.0026757805180713137,327425131.2317355,-0.03589883876802317
2025-06-02,318234011.8598589,0.008119412410311852,327425131.2317355,-0.0280709038347201
2025-06-03,320765023.38636255,0.007953303016580975,327425131.2317355,-0.020340857222285957
2025-06-04,322315370.3532879,0.004833279359944167,327425131.2317355,-0.01560589090771781
2025-06-05,318835481.8987427,-0.010796532758369384,327425131.2317355,-0.02623393415367838
2025-06-06,319486356.5207593,0.002041412135627171,327425131.2317355,-0.024246076289597837
2025-06-09,314241977.6045346,-0.016415032470670953,327425131.2317355,-0.04026310863068879
2025-06-10,310691718.33333707,-0.011297851732798807,327425131.2317355,-0.05110607373187664
2025-06-11,308312671.16447824,-0.007657259683717635,327425131.2317355,-0.0583720009376141
2025-06-12,308412285.7153766,0.0003230958705725378,327425131.2317355,-0.05806776481950174
2025-06-13,308085705.025973,-0.0010589094680390839,327425131.2317355,-0.0590651857815856
2025-06-16,305883221.5081354,-0.007148931228899208,327425131.2317355,-0.06579186405931021
2025-06-17,310773751.6620329,0.015988226257671583,327425131.2317355,-0.05085553301013291
2025-06-18,310781661.9676905,2.5453583564732953e-05,327425131.2317355,-0.05083137388212747
2025-06-19,310394421.62508017,-0.0012460205668460823,327425131.2317355,-0.052014057511675406
2025-06-20,309202194.4179255,-0.003841007196304471,327425131.2317355,-0.05565527833876852
2025-06-23,314445203.62670535,0.01695657179487326,327425131.2317355,-0.03964242926681037
2025-06-24,316147860.7625679,0.005414797606147925,327425131.2317355,-0.03444228739175842
2025-06-25,320557003.27860326,0.013946456905956129,327425131.2317355,-0.020976178362653985
2025-06-26,323777162.617385,0.010045512360817457,327425131.2317355,-0.011141382460861392
2025-06-27,322363283.8844318,-0.004366826620888127,327425131.2317355,-0.015459556596226023
2025-06-30,323105971.3734141,0.0023038836186088595,327425131.2317355,-0.013191289996810103
2025-07-01,325412517.56751233,0.007138667800826669,327425131.2317355,-0.006146790433134971
2025-07-02,324657374.43151873,-0.0023205718748570774,327425131.2317355,-0.008453098238992263
2025-07-03,327695665.68990767,0.009358454474379382,327695665.68990767,0.0
2025-07-04,328232630.303029,0.0016386076147537761,328232630.303029,0.0
2025-07-07,325357090.7472827,-0.008760675479130661,328232630.303029,-0.008760675479130696
2025-07-08,325512263.5248568,0.00047693067705305937,328232630.303029,-0.008287923036965319
2025-07-09,328483034.522885,0.00912644877295494,328483034.522885,0.0
2025-07-10,329529370.8692907,0.003185358866175389,329529370.8692907,0.0
2025-07-11,330020515.25299317,0.0014904419063066082,330020515.25299317,0.0
2025-07-14,328220328.5405041,-0.00545477214078353,330020515.25299317,-0.005454772140783577
2025-07-15,326698257.0564513,-0.004637346781111798,330020515.25299317,-0.010066823251866655
2025-07-16,325161460.58140737,-0.004704024101292904,330020515.25299317,-0.014723492773959386
2025-07-17,354461862.9294203,0.090110317180954,354461862.9294203,0.0
2025-07-18,354152710.6943803,-0.0008721734758291161,354461862.9294203,-0.0008721734758290958
2025-07-21,353483218.5154598,-0.0018904053497371003,354461862.9294203,-0.002760930064161464
2025-07-22,349221845.67124444,-0.01205537525122699,354461862.9294203,-0.014783021267422586
2025-07-23,345404670.0133375,-0.01093051796507729,354461862.9294203,-0.02555195315295809
2025-07-24,351574250.6144955,0.017861891099850438,354461862.9294203,-0.008146468257714236
2025-07-25,351371958.8785967,-0.0005753883725706827,354461862.9294203,-0.008717169247171802
2025-07-28,348675252.1279718,-0.007674792146850355,354461862.9294203,-0.01632505893194124
2025-07-29,350637853.1636506,0.005628736263044066,354461862.9294203,-0.010788212120103733
2025-07-30,347488940.73608357,-0.008980526201480467,354461862.9294203,-0.019671854499972424
2025-07-31,349321918.36564237,0.00527492364411934,354461862.9294203,-0.014500698386278522
2025-08-01,355161608.7666166,0.016717217254205472,355161608.7666166,0.0
2025-08-04,357821850.63410527,0.0074902292416317426,357821850.63410527,0.0
2025-08-05,356214030.8040723,-0.004493352843555242,357821850.63410527,-0.004493352843555211
2025-08-06,358667852.9701069,0.006888617386843677,358667852.9701069,0.0
2025-08-07,359287389.23005,0.0017273258665719507,359287389.23005,0.0
2025-08-08,367690865.3139901,0.0233892876172155,367690865.3139901,0.0
2025-08-11,374311413.55842584,0.018005745774462338,374311413.55842584,0.0
2025-08-12,376421426.6102164,0.005637052399047923,376421426.6102164,0.0
2025-08-13,373864185.63782805,-0.006793558473589106,376421426.6102164,-0.0067935584735890845
2025-08-14,372501419.4867153,-0.0036450834379543767,376421426.6102164,-0.010413878824066573
2025-08-15,368683261.7610618,-0.010250048794215963,376421426.6102164,-0.020557184852198773
2025-08-18,367538547.5291325,-0.003104871716880737,376421426.6102164,-0.023598229147253343
2025-08-19,366664319.8506393,-0.0023786013313988686,376421426.6102164,-0.025920699699383903
2025-08-20,367647864.7827395,0.0026824124378966806,376421426.6102164,-0.023307817268759953
2025-08-21,368396888.1691055,0.0020373391446422023,376421426.6102164,-0.021317964052615535
2025-08-22,368917330.69954807,0.001412722384896043,376421426.6102164,-0.01993535803273704
2025-08-25,370813650.74959356,0.005140230323280467,376421426.6102164,-0.014897600041321941
2025-08-26,369317582.55413985,-0.004034555341825881,376421426.6102164,-0.01887205019132065
2025-08-27,372655967.7168178,0.009039334492525948,376421426.6102164,-0.010003306473033768
2025-08-28,370433631.5597359,-0.0059635061547456125,376421426.6102164,-0.015907157848059576
2025-08-29,371768747.7520319,0.0036041981033808164,376421426.6102164,-0.012360292292825021
2025-09-01,372982124.06421036,0.0032637932034774754,376421426.6102164,-0.009136840527325812
2025-09-02,362263625.62162334,-0.028737297985738916,376421426.6102164,-0.03761157040418269
2025-09-03,366183984.68389493,0.010821840187638118,376421426.6102164,-0.027196756620664682
2025-09-04,365607588.7324168,-0.0015740610610692795,376421426.6102164,-0.028728008326150037
2025-09-05,374063929.9480298,0.023129556049237558,376421426.6102164,-0.006262918355675183
2025-09-08,378155532.12649226,0.010938243040516953,378155532.12649226,0.0
2025-09-09,383265628.53998584,0.013513213425062991,383265628.53998584,0.0
2025-09-10,386442542.98947614,0.008289066936663396,386442542.98947614,0.0
2025-09-11,393144605.9933763,0.017342974073335165,393144605.9933763,0.0
2025-09-12,394646411.7003452,0.0038199829886364366,394646411.7003452,0.0
2025-09-15,405233814.7930035,0.026827567105050108,405233814.7930035,0.0
2025-09-16,401602769.40722966,-0.008960371156658226,405233814.7930035,-0.008960371156658294
2025-09-17,398241442.52234924,-0.008369780143303796,405233814.7930035,-0.01725515496337841
2025-09-18,398732398.56135476,0.001232810015692856,405233814.7930035,-0.01604361727554675
2025-09-19,395636804.2622293,-0.00776358858797158,405233814.7930035,-0.023682649819528022
2025-09-22,388489822.95931715,-0.01806450063774938,405233814.7930035,-0.04131933521450896
2025-09-23,391621797.5881923,0.00806192194435726,405233814.7930035,-0.03359052652544393
2025-09-24,390036595.2225619,-0.004047788900906068,405233814.7930035,-0.037502348065904766
2025-09-25,395715888.8687425,0.014560925092015804,405233814.7930035,-0.023487491854851262
2025-09-26,403262067.12117076,0.019069687279934515,405233814.7930035,-0.004865703699578783
2025-09-29,404446475.8379513,0.0029370694973516794,405233814.7930035,-0.0019429251121463684
2025-09-30,407340054.78490144,0.007154417505938316,407340054.78490144,0.0
2025-10-01,411034551.2180927,0.009069808848388764,411034551.2180927,0.0
2025-10-02,412379543.1308427,0.003272211323267469,412379543.1308427,0.0
2025-10-03,410237270.7138182,-0.005194904676308809,412379543.1308427,-0.005194904676308781
2025-10-06,412571830.61698514,0.0056907552526973635,412571830.61698514,0.0
2025-10-07,412161902.0607492,-0.0009935931777575238,412571830.61698514,-0.0009935931777575236
2025-10-08,416614758.51761454,0.010803658549229685,416614758.51761454,0.0
2025-10-09,421816170.1556114,0.012484943299907068,421816170.1556114,0.0
2025-10-10,423095710.4757603,0.003033407466757061,423095710.4757603,0.0
2025-10-13,425477881.31860524,0.0056303356045995685,425477881.31860524,0.0
2025-10-14,425432428.1303838,-0.00010682855729323516,425477881.31860524,-0.00010682855729324854
2025-10-15,427335421.64745873,0.004473080544043013,427335421.64745873,0.0
2025-10-16,426593903.2188833,-0.0017352140520360995,427335421.64745873,-0.0017352140520361327
2025-10-17,428937022.1542186,0.005492621712723192,428937022.1542186,0.0
2025-10-20,451889760.8603906,0.05351074288458045,451889760.8603906,0.0
2025-10-21,450948361.1039456,-0.0020832509120202675,451889760.8603906,-0.002083250912020182
2025-10-22,453050687.1861659,0.004662010694691708,453050687.1861659,0.0
2025-10-23,454507859.997563,0.003216357137536606,454507859.997563,0.0
2025-10-24,456104842.17197996,0.003513651390815374,456104842.17197996,0.0
2025-10-27,458841485.4994982,0.006000031296502535,458841485.4994982,0.0
2025-10-28,465726308.8743061,0.01500479706474897,465726308.8743061,0.0
2025-10-29,471691024.650059,0.012807341269103004,471691024.650059,0.0
2025-10-30,471999146.79929906,0.0006532287729422794,471999146.79929906,0.0
2025-10-31,474620662.853967,0.00555406947755075,474620662.853967,0.0
2025-11-03,473508891.36033666,-0.002342442250501861,474620662.853967,-0.0023424422505018993
2025-11-04,471109203.75616384,-0.005067882880253409,474620662.853967,-0.007398453907776017
2025-11-05,486562407.6638784,0.03280174487041608,486562407.6638784,0.0
2025-11-06,491166533.4771198,0.009462559664950557,491166533.4771198,0.0
