date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-23,0.0,0,0.0
2026-02-24,0.913,0,0.456
2026-02-25,0.0,0,0.0
2026-02-26,1.196,0,0.598
2026-02-27,0.96,0,0.48
2026-03-03,0.694,0,0.347
2026-03-04,1.5,0,0.75
2026-03-05,0.0,0,0.0
2026-03-06,0.0,0,0.0
2026-03-09,0.0,0,0.0
2026-03-10,0.0,0,0.0
2026-03-11,0.0,0,0.0
2026-03-12,0.619,0,0.31
2026-03-13,0.612,0,0.306
2026-03-16,0.0,0,0.0
2026-03-17,0.0,0,0.0
2026-03-18,0.0,0,0.0
2026-03-19,0.0,0,0.0
2026-03-20,0.0,0,0.0
2026-03-23,1.059,0,0.53
2026-03-24,0.0,0,0.0
2026-03-25,0.0,0,0.0
2026-03-26,0.0,0,0.0
2026-03-27,0.0,1,0.5
2026-03-30,0.531,0,0.266
2026-03-31,0.514,0,0.257
2026-04-01,0.0,0,0.0
2026-04-02,0.0,0,0.0
2026-04-03,0.912,1,0.956
2026-04-06,0.626,0,0.313
2026-04-07,0.0,0,0.0
2026-04-08,0.0,0,0.0
2026-04-09,0.0,0,0.0
2026-04-10,0.0,0,0.0
2026-04-13,0.611,0,0.306
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.0,0,0.0
2026-04-17,0.98,0,0.49
2026-04-20,0.0,0,0.0
2026-04-21,0.0,0,0.0
2026-04-22,1.252,0,0.626
2026-04-23,0.0,0,0.0
2026-04-24,0.0,0,0.0
2026-04-27,0.0,0,0.0
2026-04-28,0.979,0,0.49
2026-04-29,0.0,0,0.0
2026-04-30,0.0,0,0.0
2026-05-04,1.144,1,1.072
2026-05-06,1.06,0,0.53
2026-05-07,0.0,0,0.0
2026-05-08,0.772,0,0.386
2026-05-11,1.232,0,0.616
2026-05-12,1.079,0,0.54
2026-05-13,0.789,0,0.394
2026-05-14,0.0,0,0.0
2026-05-15,0.0,1,0.5
2026-05-18,0.556,1,0.778
2026-05-19,0.689,1,0.844
2026-05-20,0.297,0,0.148
2026-05-21,0.0,0,0.0
2026-07-21,0.0,0,0.0
