current_assets,prev_current_assets,cash,short_term_investments,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,short_term_debt,long_term_debt,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,capex,roe,debt_ratio,opm,year
224875178502,95779385807,55195601341,60000000000,13422383161,13233592145,91371222584,138429951449,134098972792,367778548247,51473394526,108227053056,19500000.0,136500000,54533871586.0,133994334721,313244676661,200361532900.0,138052135208.0,107369945052,86785166248,92991587848,51266968960,15408114327,16795369864,77583473521,34471599096,80495305050,61425867572,50777766165,-93196289350,,,,2016
225205294092,224875178502,72301315784,60000000000,30270702206,14440962305,57974615191,151580022599,138429951449,381504269098,28637975679,51473394526,0.0,19500000,30421483801.0,170590839900,351082785297,202800435362.0,200361532900.0,123018338153,107369945052,79782097209,92991587848,17947946133,15408114327,61834151076,77583473521,59244608077,44996926435,54437468322,-26330492517,,,,2017
167298559317,225205294092,47708811856,60000000000,15851170373,30270702206,40659270205,169069309953,151580022599,345505351667,9954316392,28637975679,0.0,0,13936378548.0,151643852731,331568973119,97738455805.0,202800435362.0,94958770186,123018338153,2779685619,79782097209,18425988851,17947946133,-15646303232,61834151076,-13391057223,-9267935047,10767299682,-26777198120,,,,2018
144152389768,167298559317,12822806396,38169800000,35698489795,15851170373,40925358238,172548073417,169069309953,341080334763,16227316013,9954316392,,15000000000,37400526840.0,123561336196,303679807923,93256824542.0,97738455805.0,94884925467,94958770186,-1628100925,2779685619,25075230655,18425988851,-26703331580,-15646303232,-24972817902,-18528696163,-30516540978,-9765622385,,,,2019
235613275700,144152389768,38625057700,84000637651,45435145312,35425473014,45401433414,174323709550,170091733230,445570131485,18610434876,16227316013,0.0,4776494422,148816928335.0,111633667664,296753203150,124108663975.0,93256824542.0,104123346570,94884925467,19985317405,-1628100925,38802274015,25075230655,-18816956610,-26703331580,-16824955028,-13154954630,-20934773251,-69074263129,,,,2020
244141732090,235613275700,39203238292,44000000000,62949225867,45435145312,80809451344,209094632939,174323709550,498565213550,75365356232,18610434876,0.0,15000000000,172532637472.0,115589657312,326032576078,165641947051.0,124108663975.0,107898776034,104123346570,57743171017,19985317405,52165584438,38802274015,5577586579,-18816956610,1260206278,3377390171,7269872745,-8033541371,,,,2021
271260712284,244141732090,50201065697,0,94209767872,62949225867,107622519229,254256350303,209094632939,578679154922,179223988711,52574824823,20000000000.0,8293400000,229549274594.0,126893255453,341102990526,249321677973.0,165641947051.0,160389939944,107898776034,88931738029,57743171017,71080322868,52165584438,17851415161,5577586579,19237033364,17515720880,7030980847,-5724244404,,,,2022
348378134540,263233822482,50097156259,40000000000,120566257193,94209767872,120736303655,277002575414,254256350303,675436088584,83744630214,179223988711,20877921500.0,0,675436088584.0,135729352111,386906418511,,,172876494165,160389939944,112115158244,88931738029,78603496655,71080322868,33511661589,17851415161,5830842501,17523410962,1298383439,-82388093117,,,,2023
330078457410,348378134540,63405167785,382424467618,67845548715,120566257193,126963357606,336125700926,277002575414,721875709831,133281223062,83744630214,30000000000.0,42216742905,,159437430715,721875709831,646902027.0,600618890.0,177588547835,172876494165,96162795005,112115158244,68470261813,78603496655,27692533192,33511661589,10282744755,32463839888,109451358165,-86542775340,,,,2024
372667911876,330078457410,30546031679,9517657536,96660942933,67845548715,169470580460,357246309857,336125700926,782566948564,164751571814,133281223062,31042096562.0,45490570433,189563266216.0,204242878785,593003682348,523651208.0,646902027.0,195478661557,177588547835,136202620890,96162795005,81270077140,68470261813,54932543750,27692533192,4161452076,54561944733,13989325017,-26325858708,,,,2025
