year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,-2446838471,5837297229,664716825657,534611811539,-2446838471,664716825657,0.2434,-1.4192,0.0,-0.7395,-1.0
2021,Q4,7712977339,-2446838471,727476086769,664716825657,7712977339,727476086769,0.0944,4.1522,0.0,0.8925,1.0
2022,Q4,-47076070730,7712977339,844582867317,727476086769,-47076070730,844582867317,0.161,-7.1035,0.0,-0.9342,-1.0
2023,Q4,-9567468724,-47076070730,68863656361,844582867317,-9567468724,68863656361,-0.9185,0.7968,0.0,0.6144,1.0
2024,Q1,-12564683848.0,0,0,0.0,-12564683848.0,0,0,-12564683848.0,0.0,0.0,0.0
2024,Q2,-776913774.0,0,-1721151148.0,0.0,-776913774.0,-1721151148.0,0,-776913774.0,0.0,0.0,0.0
2024,Q3,-6823499236.0,0,-1711120922.0,0.0,-6823499236.0,-1711120922.0,0,-6823499236.0,0.0,0.0,0.0
2024,Q4,-59684136456,-9567468724,74156008793,68863656361,-59684136456,74156008793,0.0769,-5.2382,0.0,-0.9129,-1.0
2025,Q1,-12509187910.0,0,-528946592.0,0.0,-12509187910.0,-528946592.0,0,-12509187910.0,0.0,0.0,0.0
2025,Q2,-20766895969.0,0,-1217352524.0,0.0,-20766895969.0,-1217352524.0,0,-20766895969.0,0.0,0.0,0.0
2025,Q3,-8056237322.0,0,-2876089355.0,0.0,-8056237322.0,-2876089355.0,0,-8056237322.0,0.0,0.0,0.0
2025,Q4,-48774819348,-59684136456,80366115744,74156008793,-48774819348,80366115744,0.0837,0.1828,0.0,0.2677,1.0
