date,name,position,change_dir,shares_before,shares_after,change_amount
2024-06-13,이규석,,,0,0,0
2025-01-07,김선희,,,0,0,0
2025-01-07,김왕주,,,0,0,0
2025-01-07,김진백,,,0,0,0
2025-01-07,성정은,,,0,0,0
2025-01-07,진윤두,,,0,0,0
2025-01-07,최용석,,,0,0,0
2025-10-16,김도형,,,0,0,0
2026-01-07,유동완,,,0,0,0
2026-01-07,박현기,,,0,0,0
2026-01-07,이영문,,,0,0,0
2026-01-07,최형진,,,0,0,0
2026-01-07,이의성,,,0,0,0
2026-02-23,이규석,,,0,0,0
2026-02-23,김도형,,,0,0,0
2026-02-23,조윤덕,,,0,0,0
2026-02-23,고봉철,,,0,0,0
2026-02-23,구본석,,,0,0,0
2026-02-23,김덕권,,,0,0,0
2026-02-23,김기년,,,0,0,0
2026-02-23,김동규,,,0,0,0
2026-02-24,김동현,,,0,0,0
2026-02-24,김미로,,,0,0,0
2026-02-24,김상국,,,0,0,0
2026-02-24,김선희,,,0,0,0
2026-02-24,김승화,,,0,0,0
2026-02-24,김영빈,,,0,0,0
2026-02-24,김재준,,,0,0,0
2026-02-24,김재철,,,0,0,0
2026-02-24,남석윤,,,0,0,0
2026-02-24,독고율,,,0,0,0
2026-02-24,류진열,,,0,0,0
2026-02-24,민동철,,,0,0,0
2026-02-24,박용준,,,0,0,0
2026-02-24,박정훈,,,0,0,0
2026-02-24,박철홍,,,0,0,0
2026-02-24,성낙섭,,,0,0,0
2026-02-24,성정은,,,0,0,0
2026-02-24,손찬모,,,0,0,0
2026-02-24,송기학,,,0,0,0
2026-02-24,신재춘,,,0,0,0
2026-02-24,안장모,,,0,0,0
2026-02-24,오세욱,,,0,0,0
2026-02-24,오송택,,,0,0,0
2026-02-24,이규상,,,0,0,0
2026-02-24,이동열,,,0,0,0
2026-02-24,이병훈,,,0,0,0
2026-02-24,이석주,,,0,0,0
2026-02-24,이성훈,,,0,0,0
2026-02-24,이승용,,,0,0,0
2026-02-24,이승일,,,0,0,0
2026-02-24,이영국,,,0,0,0
2026-02-24,이원기,,,0,0,0
2026-02-24,이의섭,,,0,0,0
2026-02-24,이종하,,,0,0,0
2026-02-24,이준형,,,0,0,0
2026-02-24,이혁민,,,0,0,0
2026-02-24,이현복,,,0,0,0
2026-02-24,이현섭,,,0,0,0
2026-02-24,이희현,,,0,0,0
2026-02-24,임창호,,,0,0,0
2026-02-24,장재호,,,0,0,0
2026-02-24,정충식,,,0,0,0
2026-02-24,조남웅,,,0,0,0
2026-02-24,정수경,,,0,0,0
2026-02-24,조재목,,,0,0,0
2026-02-24,진윤두,,,0,0,0
2026-02-24,최낙현,,,0,0,0
2026-02-24,최용석,,,0,0,0
2026-02-24,최진안,,,0,0,0
2026-02-24,허량식,,,0,0,0
2026-02-24,허재웅,,,0,0,0
2026-02-24,허진영,,,0,0,0
2026-02-24,허홍표,,,0,0,0
2026-02-24,현원탁,,,0,0,0
2025-01-07,김왕주,,,0,0,0
2025-01-07,김선희,,,0,0,0
2025-01-07,김진백,,,0,0,0
2025-01-07,성정은,,,0,0,0
2025-01-07,진윤두,,,0,0,0
2025-01-07,최용석,,,0,0,0
2025-10-16,김도형,,,0,0,0
2026-01-07,유동완,,,0,0,0
2026-01-07,박현기,,,0,0,0
2026-01-07,이영문,,,0,0,0
2026-01-07,최형진,,,0,0,0
2026-01-07,이의성,,,0,0,0
2026-02-23,이규석,,,0,0,0
2026-02-23,김도형,,,0,0,0
2026-02-23,조윤덕,,,0,0,0
2026-02-23,고봉철,,,0,0,0
2026-02-23,구본석,,,0,0,0
2026-02-23,김덕권,,,0,0,0
2026-02-23,김기년,,,0,0,0
2026-02-23,김동규,,,0,0,0
2026-02-24,김동현,,,0,0,0
2026-02-24,김미로,,,0,0,0
2026-02-24,김상국,,,0,0,0
2026-02-24,김선희,,,0,0,0
2026-02-24,김승화,,,0,0,0
2026-02-24,김영빈,,,0,0,0
2026-02-24,김재준,,,0,0,0
2026-02-24,김재철,,,0,0,0
2026-02-24,남석윤,,,0,0,0
2026-02-24,독고율,,,0,0,0
2026-02-24,류진열,,,0,0,0
2026-02-24,민동철,,,0,0,0
2026-02-24,박용준,,,0,0,0
2026-02-24,박정훈,,,0,0,0
2026-02-24,박철홍,,,0,0,0
2026-02-24,성낙섭,,,0,0,0
2026-02-24,성정은,,,0,0,0
2026-02-24,손찬모,,,0,0,0
2026-02-24,송기학,,,0,0,0
2026-02-24,신재춘,,,0,0,0
2026-02-24,안장모,,,0,0,0
2026-02-24,오세욱,,,0,0,0
2026-02-24,오송택,,,0,0,0
2026-02-24,이규상,,,0,0,0
2026-02-24,이동열,,,0,0,0
2026-02-24,이병훈,,,0,0,0
2026-02-24,이석주,,,0,0,0
2026-02-24,이성훈,,,0,0,0
2026-02-24,이승용,,,0,0,0
2026-02-24,이승일,,,0,0,0
2026-02-24,이영국,,,0,0,0
2026-02-24,이원기,,,0,0,0
2026-02-24,이의섭,,,0,0,0
2026-02-24,이종하,,,0,0,0
2026-02-24,이준형,,,0,0,0
2026-02-24,이혁민,,,0,0,0
2026-02-24,이현복,,,0,0,0
2026-02-24,이현섭,,,0,0,0
2026-02-24,이희현,,,0,0,0
2026-02-24,임창호,,,0,0,0
2026-02-24,장재호,,,0,0,0
2026-02-24,정충식,,,0,0,0
2026-02-24,조남웅,,,0,0,0
2026-02-24,정수경,,,0,0,0
2026-02-24,조재목,,,0,0,0
2026-02-24,진윤두,,,0,0,0
2026-02-24,최낙현,,,0,0,0
2026-02-24,최용석,,,0,0,0
2026-02-24,최진안,,,0,0,0
2026-02-24,허량식,,,0,0,0
2026-02-24,허재웅,,,0,0,0
2026-02-24,허진영,,,0,0,0
2026-02-24,허홍표,,,0,0,0
2026-02-24,현원탁,,,0,0,0
2026-06-10,강상원,,,0,0,0
