date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-23,0.0,0,0.0
2026-02-24,0.798,1,0.899
2026-02-25,0.777,0,0.388
2026-02-26,1.005,0,0.502
2026-02-27,0.833,0,0.416
2026-03-03,0.99,0,0.495
2026-03-04,1.577,1,1.288
2026-03-05,0.0,1,0.5
2026-03-06,0.0,0,0.0
2026-03-09,0.67,0,0.335
2026-03-10,0.0,1,0.5
2026-03-11,0.0,0,0.0
2026-03-12,0.0,1,0.5
2026-03-13,1.001,0,0.5
2026-03-16,0.828,0,0.414
2026-03-17,0.0,0,0.0
2026-03-18,0.0,0,0.0
2026-03-19,0.77,0,0.385
2026-03-20,0.0,0,0.0
2026-03-23,1.104,0,0.552
2026-03-24,0.0,0,0.0
2026-03-25,0.0,0,0.0
2026-03-26,0.0,0,0.0
2026-03-27,0.0,0,0.0
2026-03-30,0.0,0,0.0
2026-03-31,0.963,0,0.482
2026-04-01,0.0,0,0.0
2026-04-02,0.725,0,0.362
2026-04-03,0.0,0,0.0
2026-04-06,0.0,0,0.0
2026-04-07,0.0,0,0.0
2026-04-08,0.0,0,0.0
2026-04-09,0.0,0,0.0
2026-04-10,0.0,0,0.0
2026-04-13,0.933,0,0.466
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.0,0,0.0
2026-04-17,0.0,0,0.0
2026-04-20,0.956,0,0.478
2026-04-21,1.041,0,0.52
2026-04-22,0.0,0,0.0
2026-04-23,0.0,0,0.0
2026-04-24,0.0,0,0.0
2026-04-27,0.0,0,0.0
2026-04-28,0.0,0,0.0
2026-04-29,0.0,0,0.0
2026-04-30,0.0,0,0.0
2026-05-04,1.133,1,1.066
2026-05-06,1.888,0,0.944
2026-05-07,0.0,1,0.5
2026-05-08,0.0,0,0.0
2026-05-11,0.997,1,0.998
2026-05-12,0.0,0,0.0
2026-05-13,0.805,0,0.402
2026-05-14,0.0,0,0.0
2026-05-15,1.52,1,1.26
2026-05-18,0.716,0,0.358
2026-05-19,0.0,0,0.0
2026-05-20,0.676,0,0.338
2026-05-21,0.0,1,0.5
