date,name,position,change_dir,shares_before,shares_after,change_amount
2024-05-16,최진호,,,0,0,0
2024-05-16,손인호,,,0,0,0
2024-06-12,최진호,,,0,0,0
2024-06-12,손인호,,,0,0,0
2024-06-18,최진호,,,0,0,0
2024-08-22,손인호,,,0,0,0
2024-08-22,최진호,,,0,0,0
2025-01-15,최진호,,,0,0,0
2025-02-04,김성운,,,0,0,0
2025-03-06,김성운,,,0,0,0
2025-04-01,주혜운,,,0,0,0
2025-04-01,석주미,,,0,0,0
2025-04-01,길남영,,,0,0,0
2025-04-01,현윤환,,,0,0,0
2025-04-01,백현희,,,0,0,0
2025-04-01,조수현,,,0,0,0
2025-04-01,강준규,,,0,0,0
2025-04-01,김상희,,,0,0,0
2025-06-18,주혜운,,,0,0,0
2025-06-18,손인호,,,0,0,0
2025-07-02,최진호,,,0,0,0
2025-07-02,김상희,,,0,0,0
2025-07-02,손인호,,,0,0,0
2025-07-02,김성운,,,0,0,0
2025-07-02,길남영,,,0,0,0
2025-07-02,강준규,,,0,0,0
2025-07-31,조수현,,,0,0,0
2025-09-03,김성운,,,0,0,0
2025-12-23,김상희,,,0,0,0
2026-01-30,김성운,,,0,0,0
2026-01-30,백현희,,,0,0,0
2026-04-22,최진호,,,0,0,0
2024-08-22,최진호,,,0,0,0
2024-08-22,손인호,,,0,0,0
2025-01-15,최진호,,,0,0,0
2025-02-04,김성운,,,0,0,0
2025-03-06,김성운,,,0,0,0
2025-04-01,조수현,,,0,0,0
2025-04-01,김상희,,,0,0,0
2025-04-01,주혜운,,,0,0,0
2025-04-01,석주미,,,0,0,0
2025-04-01,길남영,,,0,0,0
2025-04-01,강준규,,,0,0,0
2025-04-01,백현희,,,0,0,0
2025-04-01,현윤환,,,0,0,0
2025-06-18,손인호,,,0,0,0
2025-06-18,주혜운,,,0,0,0
2025-07-02,김성운,,,0,0,0
2025-07-02,손인호,,,0,0,0
2025-07-02,최진호,,,0,0,0
2025-07-02,김상희,,,0,0,0
2025-07-02,길남영,,,0,0,0
2025-07-02,강준규,,,0,0,0
2025-07-31,조수현,,,0,0,0
2025-09-03,김성운,,,0,0,0
2025-12-23,김상희,,,0,0,0
2026-01-30,김성운,,,0,0,0
2026-01-30,백현희,,,0,0,0
2026-04-22,최진호,,,0,0,0
