date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source,foreign_ratio,personal_net_buy,inst_net_value,foreign_net_value
2016-08-05,476533.0,72892.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-08,488016.0,70342.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-09,491297.0,121617.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-10,504420.0,83311.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-11,504420.0,62658.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-12,514264.0,90679.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-16,504420.0,65570.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-17,490478.0,93725.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-18,482276.0,67113.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-19,483095.0,49652.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-22,479815.0,49575.0,0.0,0.0,-0.0,0.0,-0.009546,0.0,ohlcv_proxy,,,,
2016-08-23,500320.0,98728.0,0.0,0.0,0.0,0.0,-0.007597,0.0,ohlcv_proxy,,,,
2016-08-24,497039.0,61418.0,0.0,0.0,0.0,0.0,-0.003245,0.0,ohlcv_proxy,,,,
2016-08-25,500320.0,40701.0,0.0,0.0,0.0,0.0,0.005021,0.0,ohlcv_proxy,,,,
2016-08-26,505241.0,60365.0,0.0,0.0,0.0,0.0,0.015697,0.0,ohlcv_proxy,,,,
2016-08-29,503601.0,83061.0,0.0,0.0,0.0,0.0,0.024032,0.0,ohlcv_proxy,,,,
2016-08-30,502781.0,42124.0,0.0,0.0,0.0,0.0,0.018953,0.0,ohlcv_proxy,,,,
2016-08-31,487196.0,155774.0,0.0,0.0,-0.0,-0.1,0.006979,0.1,ohlcv_proxy,,,,
2016-09-01,488016.0,55815.0,0.0,0.0,-0.0,-0.1,0.002021,0.1,ohlcv_proxy,,,,
2016-09-02,484736.0,38924.0,0.0,0.0,-0.0,-0.1,-0.004288,0.1,ohlcv_proxy,,,,
2016-09-05,483915.0,54250.0,0.0,0.0,-0.0,-0.1,-0.013404,0.1,ohlcv_proxy,,,,
2016-09-06,474894.0,124991.0,0.0,0.0,-0.0,-0.2,-0.021529,0.1,ohlcv_proxy,,,,
2016-09-07,464231.0,124174.0,0.0,0.0,-0.0,-0.3,-0.032305,0.1,ohlcv_proxy,,,,
2016-09-08,459309.0,167862.0,0.0,0.0,-0.0,-0.4,-0.037985,0.1,ohlcv_proxy,,,,
2016-09-09,447006.0,125167.0,0.0,0.0,-0.0,-0.5,-0.042234,0.1,ohlcv_proxy,,,,
2016-09-12,447006.0,69919.0,0.0,0.0,-0.0,-0.5,-0.043376,0.1,ohlcv_proxy,,,,
2016-09-13,450286.0,50243.0,0.0,0.0,-0.0,-0.5,-0.048814,0.1,ohlcv_proxy,,,,
2016-09-19,458489.0,51839.0,0.0,0.0,-0.0,-0.4,-0.05038,0.0,ohlcv_proxy,,,,
2016-09-20,482276.0,136772.0,0.0,0.0,0.0,-0.3,-0.036585,0.0,ohlcv_proxy,,,,
2016-09-21,492938.0,123427.0,0.0,0.0,0.0,-0.3,-0.010977,0.0,ohlcv_proxy,,,,
2016-09-22,493758.0,68646.0,0.0,0.0,0.0,-0.3,0.003561,0.0,ohlcv_proxy,,,,
2016-09-23,497039.0,54644.0,0.0,0.0,0.0,-0.2,0.016591,0.0,ohlcv_proxy,,,,
2016-09-26,502781.0,87621.0,0.0,0.0,0.0,-0.1,0.028179,0.0,ohlcv_proxy,,,,
2016-09-27,505241.0,100986.0,0.0,0.0,0.0,0.0,0.038828,0.0,ohlcv_proxy,,,,
2016-09-28,503601.0,72582.0,0.0,0.0,0.0,0.1,0.044301,0.0,ohlcv_proxy,,,,
2016-09-29,508522.0,141659.0,0.0,0.0,0.0,0.2,0.048899,0.0,ohlcv_proxy,,,,
2016-09-30,416660.0,2117325.0,0.0,0.0,-0.0,0.1,-0.034026,0.1,ohlcv_proxy,,,,
2016-10-04,386312.0,1367786.0,0.0,0.0,-0.0,0.0,-0.036633,0.2,ohlcv_proxy,,,,
2016-10-05,374828.0,558583.0,0.0,0.0,-0.0,-0.2,-0.040156,0.2,ohlcv_proxy,,,,
2016-10-06,369497.0,371606.0,0.0,0.0,-0.0,-0.2,-0.042419,0.2,ohlcv_proxy,,,,
2016-10-07,346942.0,570658.0,0.0,0.0,-0.0,-0.3,-0.048901,0.2,ohlcv_proxy,,,,
2016-10-10,356784.0,236814.0,0.0,0.0,-0.0,-0.3,-0.088943,0.2,ohlcv_proxy,,,,
2016-10-11,351044.0,141356.0,0.0,0.0,-0.0,-0.3,-0.112129,0.2,ohlcv_proxy,,,,
2016-10-12,355143.0,154214.0,0.0,0.0,-0.0,-0.3,-0.120853,0.2,ohlcv_proxy,,,,
2016-10-13,345711.0,126106.0,0.0,0.0,-0.0,-0.3,-0.129673,0.2,ohlcv_proxy,,,,
2016-10-14,340791.0,108097.0,0.0,0.0,-0.0,-0.4,-0.123718,0.2,ohlcv_proxy,,,,
2016-10-17,335049.0,269331.0,0.0,0.0,-0.0,-0.3,-0.135076,0.1,ohlcv_proxy,,,,
2016-10-18,328078.0,158444.0,0.0,0.0,-0.0,-0.2,-0.141519,0.0,ohlcv_proxy,,,,
2016-10-19,328898.0,107783.0,0.0,0.0,-0.0,-0.1,-0.147213,0.0,ohlcv_proxy,,,,
2016-10-20,329308.0,91897.0,0.0,0.0,-0.0,-0.1,-0.147951,0.0,ohlcv_proxy,,,,
2016-10-21,338329.0,152166.0,0.0,0.0,-0.0,0.0,-0.143303,0.0,ohlcv_proxy,,,,
2016-10-24,341202.0,151366.0,0.0,0.0,-0.0,0.0,-0.136633,0.0,ohlcv_proxy,,,,
2016-10-25,330947.0,125045.0,0.0,0.0,-0.0,0.0,-0.128957,0.0,ohlcv_proxy,,,,
2016-10-26,330947.0,89439.0,0.0,0.0,-0.0,0.0,-0.12227,0.0,ohlcv_proxy,,,,
2016-10-27,335458.0,95043.0,0.0,0.0,-0.0,0.0,-0.115549,0.0,ohlcv_proxy,,,,
2016-10-28,306342.0,274341.0,0.0,0.0,-0.0,0.0,-0.133906,0.0,ohlcv_proxy,,,,
2016-10-31,296909.0,256271.0,0.0,0.0,-0.0,0.0,-0.116899,0.0,ohlcv_proxy,,,,
2016-11-01,286247.0,233321.0,0.0,0.0,-0.0,0.0,-0.107093,0.0,ohlcv_proxy,,,,
2016-11-02,273533.0,197805.0,0.0,0.0,-0.0,0.0,-0.108884,0.0,ohlcv_proxy,,,,
2016-11-03,287887.0,195024.0,0.0,0.0,-0.0,0.0,-0.106591,0.0,ohlcv_proxy,,,,
2016-11-04,296088.0,150122.0,0.0,0.0,-0.0,0.0,-0.103092,0.0,ohlcv_proxy,,,,
2016-11-07,295679.0,88186.0,0.0,0.0,-0.0,0.0,-0.099314,0.0,ohlcv_proxy,,,,
2016-11-08,307161.0,127849.0,0.0,0.0,-0.0,0.0,-0.082632,0.0,ohlcv_proxy,,,,
2016-11-09,293629.0,267693.0,0.0,0.0,-0.0,-0.1,-0.055458,0.0,ohlcv_proxy,,,,
2016-11-10,329308.0,405664.0,0.0,0.0,0.0,0.0,-0.010728,0.0,ohlcv_proxy,,,,
2016-11-11,325206.0,263584.0,0.0,0.0,0.0,0.0,0.006069,0.0,ohlcv_proxy,,,,
2016-11-14,330538.0,140812.0,0.0,0.0,0.0,0.0,0.019512,0.0,ohlcv_proxy,,,,
2016-11-15,326437.0,161820.0,0.0,0.0,0.0,0.0,0.026791,0.0,ohlcv_proxy,,,,
