date,name,position,change_dir,shares_before,shares_after,change_amount
2024-08-28,김남용,,,0,0,0
2024-09-09,박영호,,,0,0,0
2024-09-09,박성철,,,0,0,0
2024-09-09,노희준,,,0,0,0
2024-09-09,ZIGVenturesLimited,,,0,0,0
2024-09-09,정홍태,,,0,0,0
2024-09-20,정홍태,,,0,0,0
2024-09-20,박성철,,,0,0,0
2024-09-20,박영호,,,0,0,0
2024-12-19,노희준,,,0,0,0
2024-12-19,박영호,,,0,0,0
2024-12-20,정홍태,,,0,0,0
2025-02-24,정홍태,,,0,0,0
2025-02-24,박성철,,,0,0,0
2025-06-12,박영호,,,0,0,0
2025-06-12,노희준,,,0,0,0
2025-08-27,박성철,,,0,0,0
2025-08-28,ZIGVenturesLimited,,,0,0,0
2025-09-29,박영호,,,0,0,0
2025-09-29,정홍태,,,0,0,0
2025-10-10,노희준,,,0,0,0
2025-10-10,정홍태,,,0,0,0
2025-10-14,박영호,,,0,0,0
2025-10-29,김남용,,,0,0,0
2025-12-02,노희준,,,0,0,0
2026-01-30,노희준,,,0,0,0
2026-04-10,박영호,,,0,0,0
2026-04-10,박성철,,,0,0,0
2026-04-10,정홍태,,,0,0,0
2026-04-10,노희준,,,0,0,0
2024-08-28,김남용,,,0,0,0
2024-09-09,박영호,,,0,0,0
2024-09-09,박성철,,,0,0,0
2024-09-09,노희준,,,0,0,0
2024-09-09,ZIGVenturesLimited,,,0,0,0
2024-09-09,정홍태,,,0,0,0
2024-09-20,정홍태,,,0,0,0
2024-09-20,박성철,,,0,0,0
2024-09-20,박영호,,,0,0,0
2024-12-19,노희준,,,0,0,0
2024-12-19,박영호,,,0,0,0
2024-12-20,정홍태,,,0,0,0
2025-02-24,정홍태,,,0,0,0
2025-02-24,박성철,,,0,0,0
2025-06-12,박영호,,,0,0,0
2025-06-12,노희준,,,0,0,0
2025-08-27,박성철,,,0,0,0
2025-08-28,ZIGVenturesLimited,,,0,0,0
2025-09-29,박영호,,,0,0,0
2025-09-29,정홍태,,,0,0,0
2025-10-10,노희준,,,0,0,0
2025-10-10,정홍태,,,0,0,0
2025-10-14,박영호,,,0,0,0
2025-10-29,김남용,,,0,0,0
2025-12-02,노희준,,,0,0,0
2026-01-30,노희준,,,0,0,0
2026-04-10,박영호,,,0,0,0
2026-04-10,박성철,,,0,0,0
2026-04-10,정홍태,,,0,0,0
2026-04-10,노희준,,,0,0,0
