year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,1024027000000.0,0.0,1024027000000.0,,,,,0.0,0.0
2025,Q2,927445000000.0,0.0,-96582000000.0,,,,-1.0943158725307047,-0.7071067811865476,-1.0
2025,Q3,976740000000.0,0.0,49295000000.0,,,,-1.5103953117558138,-0.45348035786484187,-2.0
2025,Q4,3655589000000.0,3594087000000.0,2678849000000.0,,,,53.34321939344761,1.3815993998031548,-1.0
2026,Q1,932546000000.0,0.0,932546000000.0,,,-0.08933455856144418,-0.6518855672716155,0.032547105936113076,1.0
