date,name,position,change_dir,shares_before,shares_after,change_amount
2024-04-16,김정수,,,0,0,0
2024-04-25,이병서,,,0,0,0
2024-05-10,이림,,,0,0,0
2024-06-03,김국진,,,0,0,0
2024-06-10,조병선,,,0,0,0
2024-06-13,임석현,,,0,0,0
2024-06-20,오지영,,,0,0,0
2024-06-20,김동욱,,,0,0,0
2024-06-25,박진국,,,0,0,0
2024-07-12,최재덕,,,0,0,0
2024-07-18,유창민,,,0,0,0
2024-07-26,박정식,,,0,0,0
2024-07-26,성윤호,,,0,0,0
2024-08-07,신충호,,,0,0,0
2024-08-07,최영복,,,0,0,0
2024-08-07,박정식,,,0,0,0
2024-08-08,김준일,,,0,0,0
2024-08-08,최재덕,,,0,0,0
2024-08-14,이병서,,,0,0,0
2024-08-19,이한샘,,,0,0,0
2024-09-03,김병호,,,0,0,0
2024-09-10,박정식,,,0,0,0
2024-09-13,홍정표,,,0,0,0
2024-09-13,이명언,,,0,0,0
2024-09-13,정경욱,,,0,0,0
2024-09-19,조현호,,,0,0,0
2024-09-19,UM HELEN JISUN,,,0,0,0
2024-09-23,김수영,,,0,0,0
2024-09-25,한승의,,,0,0,0
2024-09-27,이명언,,,0,0,0
2024-09-27,김선녕,,,0,0,0
2024-10-02,황진우,,,0,0,0
2024-10-04,김윤덕,,,0,0,0
2024-10-07,김종민,,,0,0,0
2024-10-08,구창희,,,0,0,0
2024-10-08,김윤종,,,0,0,0
2024-10-08,김태준,,,0,0,0
2024-10-14,조우영,,,0,0,0
2025-02-25,배재현,,,0,0,0
2025-03-11,UM HELEN JISUN,,,0,0,0
2025-03-14,김호두,,,0,0,0
2025-04-08,이종호,,,0,0,0
2025-04-10,정경욱,,,0,0,0
2025-07-08,이경근,,,0,0,0
2025-07-08,김수영,,,0,0,0
2025-07-22,전준수,,,0,0,0
2025-08-05,신민식,,,0,0,0
2025-08-19,김중원,,,0,0,0
2025-08-19,박정식,,,0,0,0
2025-08-19,김정수,,,0,0,0
2025-08-20,김준일,,,0,0,0
2025-08-20,이종호,,,0,0,0
2025-08-20,임석현,,,0,0,0
2025-08-25,신충호,,,0,0,0
2025-08-25,UM HELEN JISUN,,,0,0,0
2025-09-02,이원근,,,0,0,0
2025-09-05,이한샘,,,0,0,0
2025-09-15,양진석,,,0,0,0
2025-09-26,황진우,,,0,0,0
2025-09-30,윤종국,,,0,0,0
2025-10-01,김태준,,,0,0,0
2025-10-15,김동욱,,,0,0,0
2025-10-21,이창주,,,0,0,0
2025-10-31,엄성민,,,0,0,0
2025-11-06,조재훈,,,0,0,0
2025-11-10,최현경,,,0,0,0
2026-03-09,김호두,,,0,0,0
2026-04-03,서영범,,,0,0,0
2026-04-22,김준일,,,0,0,0
2024-07-26,박정식,,,0,0,0
2024-07-26,성윤호,,,0,0,0
2024-08-07,신충호,,,0,0,0
2024-08-07,최영복,,,0,0,0
2024-08-07,박정식,,,0,0,0
2024-08-08,김준일,,,0,0,0
2024-08-08,최재덕,,,0,0,0
2024-08-14,이병서,,,0,0,0
2024-08-19,이한샘,,,0,0,0
2024-09-03,김병호,,,0,0,0
2024-09-10,박정식,,,0,0,0
2024-09-13,홍정표,,,0,0,0
2024-09-13,이명언,,,0,0,0
2024-09-13,정경욱,,,0,0,0
2024-09-19,조현호,,,0,0,0
2024-09-19,UM HELEN JISUN,,,0,0,0
2024-09-23,김수영,,,0,0,0
2024-09-25,한승의,,,0,0,0
2024-09-27,이명언,,,0,0,0
2024-09-27,김선녕,,,0,0,0
2024-10-02,황진우,,,0,0,0
2024-10-04,김윤덕,,,0,0,0
2024-10-07,김종민,,,0,0,0
2024-10-08,구창희,,,0,0,0
2024-10-08,김태준,,,0,0,0
2024-10-08,김윤종,,,0,0,0
2024-10-14,조우영,,,0,0,0
2025-02-25,배재현,,,0,0,0
2025-03-11,UM HELEN JISUN,,,0,0,0
2025-03-14,김호두,,,0,0,0
2025-04-08,이종호,,,0,0,0
2025-04-10,정경욱,,,0,0,0
2025-07-08,이경근,,,0,0,0
2025-07-08,김수영,,,0,0,0
2025-07-22,전준수,,,0,0,0
2025-08-05,신민식,,,0,0,0
2025-08-19,김중원,,,0,0,0
2025-08-19,박정식,,,0,0,0
2025-08-19,김정수,,,0,0,0
2025-08-20,이종호,,,0,0,0
2025-08-20,임석현,,,0,0,0
2025-08-20,김준일,,,0,0,0
2025-08-25,신충호,,,0,0,0
2025-08-25,UM HELEN JISUN,,,0,0,0
2025-09-02,이원근,,,0,0,0
2025-09-05,이한샘,,,0,0,0
2025-09-15,양진석,,,0,0,0
2025-09-26,황진우,,,0,0,0
2025-09-30,윤종국,,,0,0,0
2025-10-01,김태준,,,0,0,0
2025-10-15,김동욱,,,0,0,0
2025-10-21,이창주,,,0,0,0
2025-10-31,엄성민,,,0,0,0
2025-11-06,조재훈,,,0,0,0
2025-11-10,최현경,,,0,0,0
2026-03-09,김호두,,,0,0,0
2026-04-03,서영범,,,0,0,0
2026-04-22,김준일,,,0,0,0
2026-06-12,구창희,,,0,0,0
2026-06-12,박수원,,,0,0,0
2026-06-25,신충호,,,0,0,0
2026-06-30,이종호,,,0,0,0
2026-07-03,이한샘,,,0,0,0
2026-07-13,이림,,,0,0,0
