year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,-21024930152,0,0,0,-21024930152,0,0.0,0,0.0,0.0,0.0
2021,Q4,-24242893650,-21024930152,4885914304,0,-24242893650,4885914304,0.0,-0.1531,0.0,-0.2344,-1.0
2022,Q4,-27474716001,-24242893650,8468552823,4885914304,-27474716001,8468552823,0.7333,-0.1333,0.0,-0.2105,-1.0
2023,Q4,-23213207544,-27474716001,9031807070,8468552823,-23213207544,9031807070,0.0665,0.1551,0.0,0.2368,1.0
2024,Q1,-5727380879.0,0,230934920.0,0.0,-5727380879.0,230934920.0,0,-5727380879.0,0.0,0.0,0.0
2024,Q2,-7947917716.0,0,360779224.0,0.0,-7947917716.0,360779224.0,0,-7947917716.0,0.0,0.0,0.0
2024,Q3,-6013149201.0,0,385502543.0,0.0,-6013149201.0,385502543.0,0,-6013149201.0,0.0,0.0,0.0
2024,Q4,-27477790640,-23213207544,9179834444,9031807070,-27477790640,9179834444,0.0164,-0.1837,0.0,-0.2687,-1.0
2025,Q1,-6723189387.0,0,84247153.0,0.0,-6723189387.0,84247153.0,0,-6723189387.0,0.0,0.0,0.0
2025,Q2,-6764054716.0,0,119210072.0,0.0,-6764054716.0,119210072.0,0,-6764054716.0,0.0,0.0,0.0
2025,Q3,-7012008511.0,0,97779195.0,0.0,-7012008511.0,97779195.0,0,-7012008511.0,0.0,0.0,0.0
2025,Q4,-29764167099,-27477790640,6982624830,9179834444,-29764167099,6982624830,-0.2394,-0.0832,0.0,-0.1427,-1.0
