year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
2021,Q4,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
2022,Q4,2995698000000,0,0,0,2995698000000,0,0.0,0,0.0,0.0,0.0
2023,Q4,2529196000000,2995698000000,676874000000,0,2529196000000,676874000000,0.0,-0.1557,0.0,-0.2375,-1.0
2024,Q1,319359000000.0,0,11609432000000.0,0.0,319359000000.0,11609432000000.0,0,319359000000.0,0.0,0.0,0.0
2024,Q2,33754000000.0,0,12299672000000.0,0.0,33754000000.0,12299672000000.0,0,33754000000.0,0.0,0.0,0.0
2024,Q3,539558000000.0,0,12670398000000.0,0.0,539558000000.0,12670398000000.0,0,539558000000.0,0.0,0.0,0.0
2024,Q4,916798000000,2529196000000,1480020000000,676874000000,916798000000,1480020000000,1.1866,-0.6375,0.0,-0.5604,-1.0
2025,Q1,281786000000.0,0,12171015000000.0,0.0,281786000000.0,12171015000000.0,0,281786000000.0,0.0,0.0,0.0
2025,Q2,-117024000000.0,0,11417711000000.0,0.0,-117024000000.0,11417711000000.0,0,-117024000000.0,0.0,0.0,0.0
2025,Q3,464465000000.0,0,11196170000000.0,0.0,464465000000.0,11196170000000.0,0,464465000000.0,0.0,0.0,0.0
2025,Q4,1180900000000,916798000000,1646811000000,1480020000000,1180900000000,1646811000000,0.1127,0.2881,0.0,0.3655,1.0
