year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,0,0,2785326054000,2459346162000,0,2785326054000,0.1325,0,0.0,0.0,0.0
2021,Q4,0,0,2872511952000,2785326054000,0,2872511952000,0.0313,0,0.0,0.0,0.0
2022,Q4,0,0,3163343615000,2872511952000,0,3163343615000,0.1012,0,0.0,0.0,0.0
2023,Q4,0,0,82308356000,3163343615000,0,82308356000,-0.974,0,0.0,0.0,0.0
2024,Q1,44683613000.0,0,747779451000.0,0.0,44683613000.0,747779451000.0,0,44683613000.0,0.0,0.0,0.0
2024,Q2,112762515000.0,0,1094527012000.0,0.0,112762515000.0,1094527012000.0,0,112762515000.0,0.0,0.0,0.0
2024,Q3,137432636000.0,0,1093522970000.0,0.0,137432636000.0,1093522970000.0,0,137432636000.0,0.0,0.0,0.0
2024,Q4,0,0,114050169000,82308356000,0,114050169000,0.3856,0,0.0,0.0,0.0
2025,Q1,202852668000.0,0,1176141098000.0,0.0,202852668000.0,1176141098000.0,0,202852668000.0,0.0,0.0,0.0
2025,Q2,257586859000.0,0,1417634367000.0,0.0,257586859000.0,1417634367000.0,0,257586859000.0,0.0,0.0,0.0
2025,Q3,277743855000.0,0,1619634717000.0,0.0,277743855000.0,1619634717000.0,0,277743855000.0,0.0,0.0,0.0
2025,Q4,0,0,118100416000,114050169000,0,118100416000,0.0355,0,0.0,0.0,0.0
