year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,78571680000,89886611000,3238489082000,3124339158000,78571680000,3238489082000,0.0365,-0.1259,0.0,-0.2011,-1.0
2021,Q4,58615990000,78571680000,3486080421000,3238489082000,58615990000,3486080421000,0.0765,-0.254,0.0,-0.3369,-1.0
2022,Q4,60030394000,58615990000,3923177808000,3486080421000,60030394000,3923177808000,0.1254,0.0241,0.0,0.046,1.0
2023,Q4,-11033826000,60030394000,131903380000,3923177808000,-11033826000,131903380000,-0.9664,-1.1838,0.0,-0.7031,-1.0
2024,Q1,71870854000.0,0,1168316036000.0,0.0,71870854000.0,1168316036000.0,0,71870854000.0,0.0,0.0,0.0
2024,Q2,0,0,2081580432000.0,0.0,0,2081580432000.0,0,0.0,0.0,0.0,0.0
2024,Q3,0,0,2011373805000.0,0.0,0,2011373805000.0,0,0.0,0.0,0.0,0.0
2024,Q4,198099994000,-11033826000,923121845000,131903380000,198099994000,923121845000,5.9985,18.9539,0.0,0.9743,1.0
2025,Q1,-11278459000.0,0,2072112335000.0,0.0,-11278459000.0,2072112335000.0,0,-11278459000.0,0.0,0.0,0.0
2025,Q2,0,0,1998795057000.0,0.0,0,1998795057000.0,0,0.0,0.0,0.0,0.0
2025,Q3,0,0,1925169178000.0,0.0,0,1925169178000.0,0,0.0,0.0,0.0,0.0
2025,Q4,274073694000,198099994000,8091605017000,923121845000,274073694000,8091605017000,7.7655,0.3835,0.0,0.4341,1.0
