current_assets,prev_current_assets,cash,short_term_investments,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,depreciation,interest_expense,accounts_receivable,prev_accounts_receivable,capex,short_term_debt,roe,debt_ratio,opm,year,long_term_debt,equity_corrected,inventory
279877489477,93335424418,240510229792,16286370000,6237502831,2988704444,296580573490,19757234541,19914903293,21383261543,85133896149,275197311947.0,52383846935,92730434993,21656734743.0,59568170184.0,17705211154,14730523696,26521903542,710168485,7195517,6002845566,-13537252162,-8316808469,0.0,,,,2017,,,
354488881792,279877489477,228971320992,53092260000,35646312044,6237502831,712530156692,115076785823,19757234541,304504407755,231580073492,408025748937.0,404763991648,52383846935,168108962890.0,21656734743.0,175357433391,146446177343,159275391811,2766021139,1614212397,-20523656085,6002845566,-304981798851,20000000000.0,,,,2018,,,
450128976715,354488881792,176366336406,184595600000,78120882149,35646312044,867391014845,123273086757,115076785823,278374337593,389231287193,589016677252.0,535936506392,404763991648,150603491592.0,168108962890.0,181292960911,157651213701,168357272875,9097669044,6295454345,-19642084208,-20523656085,-180056683550,20000000000.0,,,,2019,,,
481792565684,450128976715,202123560995,207760000000,96776663391,78120882149,897191642084,181651123827,123273086757,260280600086,490085251348,636911041998.0,488768843749,535936506392,157293742558.0,150603491592.0,141975914569,100853964155,157434023396,13106118326,3474237550,17707732042,-19642084208,-70418994203,0.0,,,,2020,20000000000.0,,
721734325357,481792565684,243870688201,72288020860,137414039369,96776663391,1356600316511,274164894675,181651123827,637603461155,549450817186,718996855356.0,403789463993,488768843749,42982271923.0,157293742558.0,77734429750,59365565838,64436408118,15182553703,4319158172,826354056,17707732042,-237679464412,35000000000.0,,,,2021,146715972984.0,,
556502376180,721734325357,159554832814,183832357477,209758163654,137414039369,1222554846466,236211108933,274164894675,523250798714,482536006920,,385680123805,403789463993,,,-55803077266,-42999565857,47554086985,16098528076,9277545182,4594680539,826354056,-107979963885,,,,,2022,146824807151.0,,
582758554412,556502376180,235673154568,264750165697,194434506919,209758163654,1212879314617,315870655496,236211108933,1212879314617,498226246588,724990449523.0,333484523009,385680123805,,,6935088931,15206477531,32415277445,45867210,12736799574,1478179220,4594680539,134332682478,,,,,2023,146936492429.0,,
453262511474,582758554412,142826606745,221016200000,188817268096,194434506919,1142821061456,133158155310,315870655496,1142821061456,558569816555,805974577846.0,342384719856,333484523009,,,17312133671,60343569967,-5388079092,808149169,6898177752,71584405376,59479113039,56490355954,,,,,2024,0.0,,120974400.0
444796131761,453262511474,133874628885,218564073218,178057590627,188817268096,1149099301311,135651555723,133158155310,1149099301311,550154897318,799102814399.0,365564943738,342384719856,,,-573477771,-8414919237,23933800287,10220955,3835994855,58376515505,71584405376,-22415554248,,,,,2025,0.0,,237564253.0
