date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-23,0.0,0,0.0
2026-02-24,0.0,0,0.0
2026-02-25,0.857,0,0.428
2026-02-26,0.0,0,0.0
2026-02-27,0.458,0,0.229
2026-03-03,0.881,0,0.44
2026-03-04,1.051,0,0.526
2026-03-05,0.0,0,0.0
2026-03-06,0.0,0,0.0
2026-03-09,0.572,0,0.286
2026-03-10,0.0,0,0.0
2026-03-11,0.845,0,0.422
2026-03-12,0.0,0,0.0
2026-03-13,1.071,0,0.536
2026-03-16,1.036,0,0.518
2026-03-17,0.0,0,0.0
2026-03-18,0.0,0,0.0
2026-03-19,1.142,0,0.571
2026-03-20,0.0,0,0.0
2026-03-23,0.877,0,0.438
2026-03-24,0.0,0,0.0
2026-03-25,0.0,0,0.0
2026-03-26,0.0,0,0.0
2026-03-27,3.776,0,1.888
2026-03-30,0.486,1,0.743
2026-03-31,0.358,1,0.679
2026-04-01,0.0,1,0.5
2026-04-02,0.446,0,0.223
2026-04-03,0.0,0,0.0
2026-04-06,0.0,0,0.0
2026-04-07,0.782,0,0.391
2026-04-08,0.0,0,0.0
2026-04-09,0.814,0,0.407
2026-04-10,0.0,0,0.0
2026-04-13,0.0,0,0.0
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.565,0,0.282
2026-04-17,0.0,0,0.0
2026-04-20,0.0,0,0.0
2026-04-21,0.0,0,0.0
2026-04-22,0.0,0,0.0
2026-04-23,0.0,0,0.0
2026-04-24,0.0,0,0.0
2026-04-27,0.0,0,0.0
2026-04-28,1.246,0,0.623
2026-04-29,0.0,1,0.5
2026-04-30,0.0,0,0.0
2026-05-04,0.0,0,0.0
2026-05-06,0.658,1,0.829
2026-05-07,0.0,0,0.0
2026-05-08,0.0,0,0.0
2026-05-11,0.351,0,0.176
2026-05-12,0.977,0,0.488
2026-05-13,0.774,0,0.387
2026-05-14,1.28,0,0.64
2026-05-15,1.296,0,0.648
2026-05-18,0.758,0,0.379
2026-05-19,0.988,0,0.494
2026-05-20,0.0,0,0.0
2026-05-21,0.0,1,0.5
2026-07-21,0.0,1,0.5
