date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-13,0.0,0,0.0
2026-02-19,0.0,0,0.0
2026-02-20,0.0,0,0.0
2026-02-23,0.0,0,0.0
2026-02-24,0.0,0,0.0
2026-02-25,0.0,1,0.5
2026-02-26,0.0,0,0.0
2026-02-27,0.0,0,0.0
2026-03-03,0.0,0,0.0
2026-03-04,0.0,0,0.0
2026-03-05,0.0,0,0.0
2026-03-06,0.0,1,0.5
2026-03-09,0.0,0,0.0
2026-03-10,0.0,0,0.0
2026-03-11,0.0,0,0.0
2026-03-12,0.0,0,0.0
2026-03-13,0.0,1,0.5
2026-03-16,0.0,0,0.0
2026-03-17,0.0,0,0.0
2026-03-18,0.0,0,0.0
2026-03-19,0.0,1,0.5
2026-03-20,0.0,0,0.0
2026-03-23,5.0,0,2.5
2026-03-24,0.0,0,0.0
2026-03-25,0.0,0,0.0
2026-03-26,0.0,0,0.0
2026-03-27,0.851,1,0.926
2026-03-30,1.941,0,0.97
2026-03-31,1.535,0,0.768
2026-04-01,0.0,0,0.0
2026-04-02,1.056,0,0.528
2026-04-03,0.0,0,0.0
2026-04-06,0.856,0,0.428
2026-04-07,0.0,0,0.0
2026-04-08,0.0,0,0.0
2026-04-09,0.611,0,0.306
2026-04-10,0.0,0,0.0
2026-04-13,0.0,0,0.0
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.878,0,0.439
2026-04-17,0.957,0,0.478
2026-04-20,0.0,0,0.0
2026-04-21,1.174,0,0.587
2026-04-22,0.82,0,0.41
2026-04-23,0.0,0,0.0
2026-04-24,0.0,0,0.0
2026-04-27,0.0,0,0.0
2026-04-28,0.0,0,0.0
2026-04-29,1.307,0,0.654
2026-04-30,0.809,0,0.404
2026-05-04,0.0,0,0.0
2026-05-06,1.165,0,0.582
2026-05-07,0.743,0,0.372
2026-05-08,0.987,0,0.494
2026-05-11,0.899,0,0.45
2026-05-12,0.0,0,0.0
2026-05-13,1.228,0,0.614
2026-05-14,0.0,0,0.0
2026-05-15,0.988,0,0.494
2026-05-18,1.556,0,0.778
2026-05-19,1.634,0,0.817
