year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,13659101910,9248317039,89227431153,70228243004,13659101910,89227431153,0.2705,0.4769,0.0,0.4882,1.0
2021,Q4,1269234022,13659101910,73449328696,89227431153,1269234022,73449328696,-0.1768,-0.9071,0.0,-0.6447,-1.0
2022,Q4,-7728225536,1269234022,91357563655,73449328696,-7728225536,91357563655,0.2438,-7.0889,0.0,-0.9341,-1.0
2023,Q4,-4353750903,-7728225536,125433494958,91357563655,-4353750903,125433494958,0.373,0.4366,0.0,0.4662,1.0
2024,Q1,-3532999226.0,0,1096468909.0,0.0,-3532999226.0,1096468909.0,0,-3532999226.0,0.0,0.0,0.0
2024,Q2,-1527866989.0,0,1440339263.0,0.0,-1527866989.0,1440339263.0,0,-1527866989.0,0.0,0.0,0.0
2024,Q3,784048236.0,0,1696216811.0,0.0,784048236.0,1696216811.0,0,784048236.0,0.0,0.0,0.0
2024,Q4,-3072159411,-4353750903,171279451654,125433494958,-3072159411,171279451654,0.3655,0.2944,0.0,0.3706,1.0
2025,Q1,1742403005.0,0,-2018281543.0,0.0,1742403005.0,-2018281543.0,0,1742403005.0,0.0,0.0,0.0
2025,Q2,2026061507.0,0,-1643158581.0,0.0,2026061507.0,-1643158581.0,0,2026061507.0,0.0,0.0,0.0
2025,Q3,2455306362.0,0,-6309145862.0,0.0,2455306362.0,-6309145862.0,0,2455306362.0,0.0,0.0,0.0
2025,Q4,10179660644,-3072159411,206916796302,171279451654,10179660644,206916796302,0.2081,4.3135,0.0,0.8961,1.0
