Date,Close,Volume
2025-07-17 00:00:00+01:00,1384.9200439453125,0
2025-07-18 00:00:00+01:00,1391.5799560546875,0
2025-07-21 00:00:00+01:00,1390.5699462890625,0
2025-07-22 00:00:00+01:00,1381.8199462890625,0
2025-07-23 00:00:00+01:00,1379.780029296875,0
2025-07-24 00:00:00+01:00,1373.719970703125,0
2025-07-25 00:00:00+01:00,1372.0,0
2025-07-28 00:00:00+01:00,1382.780029296875,0
2025-07-29 00:00:00+01:00,1388.2900390625,0
2025-07-30 00:00:00+01:00,1388.8599853515625,0
2025-07-31 00:00:00+01:00,1392.52001953125,0
2025-08-01 00:00:00+01:00,1391.510009765625,0
2025-08-04 00:00:00+01:00,1390.1800537109375,0
2025-08-05 00:00:00+01:00,1383.5899658203125,0
2025-08-06 00:00:00+01:00,1386.5799560546875,0
2025-08-07 00:00:00+01:00,1384.3900146484375,0
2025-08-08 00:00:00+01:00,1384.969970703125,0
2025-08-11 00:00:00+01:00,1387.81005859375,0
2025-08-12 00:00:00+01:00,1389.7900390625,0
2025-08-13 00:00:00+01:00,1383.0899658203125,0
2025-08-14 00:00:00+01:00,1378.780029296875,0
2025-08-15 00:00:00+01:00,1387.8699951171875,0
2025-08-18 00:00:00+01:00,1387.97998046875,0
2025-08-19 00:00:00+01:00,1386.9100341796875,0
2025-08-20 00:00:00+01:00,1391.3399658203125,0
2025-08-21 00:00:00+01:00,1396.9100341796875,0
2025-08-22 00:00:00+01:00,1399.6099853515625,0
2025-08-25 00:00:00+01:00,1382.8900146484375,0
2025-08-26 00:00:00+01:00,1389.050048828125,0
2025-08-27 00:00:00+01:00,1393.949951171875,0
2025-08-28 00:00:00+01:00,1392.75,0
2025-08-29 00:00:00+01:00,1384.4100341796875,0
2025-09-01 00:00:00+01:00,1388.8399658203125,0
2025-09-02 00:00:00+01:00,1392.93994140625,0
2025-09-03 00:00:00+01:00,1394.5699462890625,0
2025-09-04 00:00:00+01:00,1389.6300048828125,0
2025-09-05 00:00:00+01:00,1392.06005859375,0
2025-09-08 00:00:00+01:00,1385.510009765625,0
2025-09-09 00:00:00+01:00,1385.719970703125,0
2025-09-10 00:00:00+01:00,1387.25,0
2025-09-11 00:00:00+01:00,1387.199951171875,0
2025-09-12 00:00:00+01:00,1389.5,0
2025-09-15 00:00:00+01:00,1393.699951171875,0
2025-09-16 00:00:00+01:00,1385.010009765625,0
2025-09-17 00:00:00+01:00,1377.6400146484375,0
2025-09-18 00:00:00+01:00,1378.68994140625,0
2025-09-19 00:00:00+01:00,1386.75,0
2025-09-22 00:00:00+01:00,1396.22998046875,0
2025-09-23 00:00:00+01:00,1389.3900146484375,0
2025-09-24 00:00:00+01:00,1391.8499755859375,0
